key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,77336,5.5185,830.5258,830.5258
source,25061,1.7883,141.2031,141.2031
highway,14416,1.0287,-5.214,-5.214
name,7551,0.5388,18.6518,18.6518
natural,3860,0.2754,1002.8571,1002.8571
landuse,3659,0.2611,237.8578,237.8578
power,2388,0.1704,498.4962,498.4962
oneway,1939,0.1384,11.245,11.245
amenity,1352,0.0965,-30.2374,-30.2374
ref,1271,0.0907,112.8978,112.8978
layer,1144,0.0816,141.3502,141.3502
maxspeed,932,0.0665,560.9929,560.9929
lanes,923,0.0659,221.6028,221.6028
surface,895,0.0639,19.4927,19.4927
addr:district,894,0.0638,306.3636,306.3636
railway,883,0.063,28.343,28.343
place,871,0.0622,-62.2126,-62.2126
wikidata,795,0.0567,-45.7708,-45.7708
wikipedia,784,0.0559,-44.7109,-44.7109
addr:city,783,0.0559,172.8223,172.8223
phone,757,0.054,-44.2973,-44.2973
boundary,729,0.052,79.1155,79.1155
admin_level,712,0.0508,79.798,79.798
name:ku,695,0.0496,91.4601,91.4601
gauge,685,0.0489,101.4706,101.4706
destroyed:building,670,0.0478,66900.0,66900.0
electrified,668,0.0477,95.8944,95.8944
damage:event,667,0.0476,66600.0,66600.0
damage:type,667,0.0476,66600.0,66600.0
damage:date,665,0.0475,66400.0,66400.0
Note,663,0.0473,66200.0,66200.0
earthquake:damage,657,0.0469,65600.0,65600.0
bridge,638,0.0455,168.0672,168.0672
waterway,629,0.0449,114.6758,114.6758
int_ref,599,0.0427,658.2278,658.2278
name:ar,592,0.0422,263.1902,263.1902
usage,552,0.0394,119.0476,119.0476
addr:neighbourhood,514,0.0367,162.2449,162.2449
voltage,510,0.0364,233.3333,233.3333
addr:street,492,0.0351,122.6244,122.6244
shop,476,0.034,706.7797,706.7797
name:en,454,0.0324,61.5658,61.5658
addr:postcode,428,0.0305,201.4085,201.4085
name:tr,426,0.0304,401.1765,401.1765
healthcare,401,0.0286,33.6667,33.6667
axle_load,375,0.0268,37400.0,37400.0
created_by,372,0.0265,37100.0,37100.0
population,371,0.0265,271.0,271.0
name:fa,360,0.0257,367.5325,367.5325
name:ur,359,0.0256,420.2899,420.2899
name:ru,355,0.0253,265.9794,265.9794
name:ckb,354,0.0253,461.9048,461.9048
religion,352,0.0251,29.4118,29.4118
tunnel,319,0.0228,94.5122,94.5122
frequency,307,0.0219,43.4579,43.4579
construction:railway,301,0.0215,30000.0,30000.0
old_name,291,0.0208,-52.6059,-52.6059
name:ce,287,0.0205,386.4407,386.4407
denomination,281,0.0201,16.5975,16.5975
construction,275,0.0196,461.2245,461.2245
alt_name,274,0.0196,-33.9759,-33.9759
name:zh,263,0.0188,331.1475,331.1475
note,262,0.0187,773.3333,773.3333
population:date,245,0.0175,276.9231,276.9231
name:de,235,0.0168,518.4211,518.4211
man_made,234,0.0167,-56.2617,-56.2617
name:hy,234,0.0167,88.7097,88.7097
check_date,223,0.0159,22200.0,22200.0
highspeed,222,0.0158,22100.0,22100.0
barrier,218,0.0156,48.2993,48.2993
fixme,218,0.0156,581.25,581.25
addr:housenumber,216,0.0154,61.194,61.194
boat,207,0.0148,250.8475,250.8475
name:uk,207,0.0148,613.7931,613.7931
operator,206,0.0147,-43.7158,-43.7158
brand:wikidata,191,0.0136,229.3103,229.3103
website,190,0.0136,106.5217,106.5217
brand,186,0.0133,210.0,210.0
generator:source,168,0.012,300.0,300.0
generator:method,167,0.0119,297.619,297.619
generator:output:electricity,167,0.0119,317.5,317.5
generator:type,167,0.0119,288.3721,288.3721
name:es,166,0.0118,472.4138,472.4138
railway:etcs,165,0.0118,8150.0,8150.0
toll,165,0.0118,1550.0,1550.0
location,151,0.0108,738.8889,738.8889
service,147,0.0105,-58.4746,-58.4746
traffic_signals,144,0.0103,14300.0,14300.0
name:tt,137,0.0098,495.6522,495.6522
office,128,0.0091,255.5556,255.5556
name:el,124,0.0088,244.4444,244.4444
