key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
highway,15209,6.8949,0.0,0.0
source,10390,4.7102,0.0,0.0
building,8311,3.7677,0.0,0.0
name,6364,2.8851,0.0,0.0
place,2305,1.045,0.0,0.0
gpx:ele,1952,0.8849,0.0,0.0
amenity,1938,0.8786,0.0,0.0
ele,1873,0.8491,0.0,0.0
source:ele,1833,0.831,0.0,0.0
oneway,1743,0.7902,0.0,0.0
wikidata,1466,0.6646,0.0,0.0
wikipedia,1418,0.6428,0.0,0.0
phone,1359,0.6161,0.0,0.0
landuse,1083,0.491,0.0,0.0
gpx:time,1077,0.4883,0.0,0.0
surface,749,0.3396,0.0,0.0
railway,688,0.3119,0.0,0.0
old_name,614,0.2784,0.0,0.0
ref,597,0.2706,0.0,0.0
man_made,535,0.2425,0.0,0.0
layer,474,0.2149,0.0,0.0
alt_name,415,0.1881,0.0,0.0
boundary,407,0.1845,0.0,0.0
power,399,0.1809,0.0,0.0
admin_level,396,0.1795,0.0,0.0
operator,366,0.1659,0.0,0.0
name:ku,363,0.1646,0.0,0.0
service,354,0.1605,0.0,0.0
natural,350,0.1587,0.0,0.0
electrified,341,0.1546,0.0,0.0
gauge,340,0.1541,0.0,0.0
healthcare,300,0.136,0.0,0.0
leisure,296,0.1342,0.0,0.0
waterway,293,0.1328,0.0,0.0
addr:city,287,0.1301,0.0,0.0
lanes,287,0.1301,0.0,0.0
name:en,281,0.1274,0.0,0.0
religion,272,0.1233,0.0,0.0
usage,252,0.1142,0.0,0.0
denomination,241,0.1093,0.0,0.0
bridge,238,0.1079,0.0,0.0
addr:street,221,0.1002,0.0,0.0
addr:district,220,0.0997,0.0,0.0
frequency,214,0.097,0.0,0.0
public_transport,199,0.0902,0.0,0.0
addr:neighbourhood,196,0.0889,0.0,0.0
content,178,0.0807,0.0,0.0
building:material,176,0.0798,0.0,0.0
tunnel,164,0.0743,0.0,0.0
name:ar,163,0.0739,0.0,0.0
train,162,0.0734,0.0,0.0
voltage,153,0.0694,0.0,0.0
turkey_class,152,0.0689,0.0,0.0
start_date,150,0.068,0.0,0.0
barrier,147,0.0666,0.0,0.0
height,146,0.0662,0.0,0.0
addr:country,142,0.0644,0.0,0.0
addr:postcode,142,0.0644,0.0,0.0
maxspeed,141,0.0639,0.0,0.0
border_type,137,0.0621,0.0,0.0
addr:housenumber,134,0.0607,0.0,0.0
monitoring:seismic_activity,134,0.0607,0.0,0.0
addr:place,133,0.0603,0.0,0.0
name:hy,124,0.0562,0.0,0.0
tower:type,124,0.0562,0.0,0.0
recording:remote,122,0.0553,0.0,0.0
building:levels,108,0.049,0.0,0.0
network,105,0.0476,0.0,0.0
sport,103,0.0467,0.0,0.0
population,100,0.0453,0.0,0.0
historic,97,0.044,0.0,0.0
name:ru,97,0.044,0.0,0.0
website,92,0.0417,0.0,0.0
is_in,90,0.0408,0.0,0.0
is_in:village,90,0.0408,0.0,0.0
name:tr,85,0.0385,0.0,0.0
int_ref,79,0.0358,0.0,0.0
name:fa,77,0.0349,0.0,0.0
name:ur,69,0.0313,0.0,0.0
intermittent,65,0.0295,0.0,0.0
population:date,65,0.0295,0.0,0.0
name:ckb,63,0.0286,0.0,0.0
name:zh,61,0.0277,0.0,0.0
brand,60,0.0272,0.0,0.0
boat,59,0.0267,0.0,0.0
name:ce,59,0.0267,0.0,0.0
shop,59,0.0267,0.0,0.0
brand:wikidata,58,0.0263,0.0,0.0
tourism,58,0.0263,0.0,0.0
access,57,0.0258,0.0,0.0
right:province,50,0.0227,0.0,0.0
construction,49,0.0222,0.0,0.0
opening_hours,48,0.0218,0.0,0.0
junction,47,0.0213,0.0,0.0
left:country,44,0.0199,0.0,0.0
left:governate,44,0.0199,0.0,0.0
operator:wikidata,44,0.0199,0.0,0.0
right:country,44,0.0199,0.0,0.0
generator:type,43,0.0195,0.0,0.0
generator:method,42,0.019,0.0,0.0
generator:source,42,0.019,0.0,0.0
generator:output:electricity,40,0.0181,0.0,0.0
residential,39,0.0177,0.0,0.0
name:de,38,0.0172,0.0,0.0
name:el,36,0.0163,0.0,0.0
office,36,0.0163,0.0,0.0
bus,33,0.015,0.0,0.0
fixme,32,0.0145,0.0,0.0
note,30,0.0136,0.0,0.0
name:es,29,0.0131,0.0,0.0
name:uk,29,0.0131,0.0,0.0
left:province,28,0.0127,0.0,0.0
irrigation,27,0.0122,0.0,0.0
brand:wikipedia,26,0.0118,0.0,0.0
name:zza,26,0.0118,0.0,0.0
cuisine,25,0.0113,0.0,0.0
gpx:name,25,0.0113,0.0,0.0
tracktype,25,0.0113,0.0,0.0
grades,23,0.0104,0.0,0.0
name:tt,23,0.0104,0.0,0.0
dispensing,21,0.0095,0.0,0.0
email,21,0.0095,0.0,0.0
area,20,0.0091,0.0,0.0
name:fr,19,0.0086,0.0,0.0
ref:ar,19,0.0086,0.0,0.0
water,19,0.0086,0.0,0.0
internet_access,18,0.0082,0.0,0.0
location,18,0.0082,0.0,0.0
building:flats,17,0.0077,0.0,0.0
entrance,17,0.0077,0.0,0.0
geonames:id,17,0.0077,0.0,0.0
name:hi,17,0.0077,0.0,0.0
name:ml,17,0.0077,0.0,0.0
salb:adm2name,17,0.0077,0.0,0.0
name:ka,16,0.0073,0.0,0.0
description,15,0.0068,0.0,0.0
emergency,15,0.0068,0.0,0.0
foot,15,0.0068,0.0,0.0
footway,15,0.0068,0.0,0.0
name:sr,15,0.0068,0.0,0.0
salb:adm1name,15,0.0068,0.0,0.0
salb:id,15,0.0068,0.0,0.0
wheelchair,15,0.0068,0.0,0.0
lit,14,0.0063,0.0,0.0
width,14,0.0063,0.0,0.0
cables,13,0.0059,0.0,0.0
name:azb,13,0.0059,0.0,0.0
name:he,13,0.0059,0.0,0.0
name:it,13,0.0059,0.0,0.0
payment:cash,13,0.0059,0.0,0.0
payment:credit_cards,13,0.0059,0.0,0.0
plant:source,13,0.0059,0.0,0.0
salb:name,13,0.0059,0.0,0.0
int_ref:ar,12,0.0054,0.0,0.0
name:be,12,0.0054,0.0,0.0
name:gr,12,0.0054,0.0,0.0
name:grc,12,0.0054,0.0,0.0
name:hu,12,0.0054,0.0,0.0
smoking,12,0.0054,0.0,0.0
name:bg,11,0.005,0.0,0.0
name:la,11,0.005,0.0,0.0
plant:output:electricity,11,0.005,0.0,0.0
resource,11,0.005,0.0,0.0
aeroway,10,0.0045,0.0,0.0
country,10,0.0045,0.0,0.0
disputed,10,0.0045,0.0,0.0
historic:civilization,10,0.0045,0.0,0.0
name:ja,10,0.0045,0.0,0.0
name:nl,10,0.0045,0.0,0.0
name:no,10,0.0045,0.0,0.0
name:pt,10,0.0045,0.0,0.0
name:sv,10,0.0045,0.0,0.0
payment:visa,10,0.0045,0.0,0.0
substance,10,0.0045,0.0,0.0
toll,10,0.0045,0.0,0.0
alt_name:ku,9,0.0041,0.0,0.0
capacity,9,0.0041,0.0,0.0
crossing,9,0.0041,0.0,0.0
int_name,9,0.0041,0.0,0.0
maxheight,9,0.0041,0.0,0.0
name:ko,9,0.0041,0.0,0.0
government,8,0.0036,0.0,0.0
length,8,0.0036,0.0,0.0
name:pl,8,0.0036,0.0,0.0
operator:wikipedia,8,0.0036,0.0,0.0
site_type,8,0.0036,0.0,0.0
MCM,7,0.0032,0.0,0.0
contact:phone,7,0.0032,0.0,0.0
fuel:diesel,7,0.0032,0.0,0.0
fuel:lpg,7,0.0032,0.0,0.0
name:diq,7,0.0032,0.0,0.0
outdoor_seating,7,0.0032,0.0,0.0
payment:mastercard,7,0.0032,0.0,0.0
plant:method,7,0.0032,0.0,0.0
ruins,7,0.0032,0.0,0.0
source:population,7,0.0032,0.0,0.0
air_conditioning,6,0.0027,0.0,0.0
contact:fax,6,0.0027,0.0,0.0
destination,6,0.0027,0.0,0.0
internet_access:fee,6,0.0027,0.0,0.0
loc_name,6,0.0027,0.0,0.0
name:ca,6,0.0027,0.0,0.0
operator:type,6,0.0027,0.0,0.0
parking,6,0.0027,0.0,0.0
playground,6,0.0027,0.0,0.0
playground:theme,6,0.0027,0.0,0.0
police,6,0.0027,0.0,0.0
school,6,0.0027,0.0,0.0
school:language,6,0.0027,0.0,0.0
takeaway,6,0.0027,0.0,0.0
type,6,0.0027,0.0,0.0
alt_name:ca,5,0.0023,0.0,0.0
alt_name:ru,5,0.0023,0.0,0.0
archaeological_site,5,0.0023,0.0,0.0
disused,5,0.0023,0.0,0.0
ford,5,0.0023,0.0,0.0
museum,5,0.0023,0.0,0.0
name:hr,5,0.0023,0.0,0.0
official_name,5,0.0023,0.0,0.0
ref:ourairports,5,0.0023,0.0,0.0
castle_type,4,0.0018,0.0,0.0
crop,4,0.0018,0.0,0.0
cutting,4,0.0018,0.0,0.0
diet:halal,4,0.0018,0.0,0.0
fax,4,0.0018,0.0,0.0
fee,4,0.0018,0.0,0.0
is_in:country_code,4,0.0018,0.0,0.0
kerb,4,0.0018,0.0,0.0
level,4,0.0018,0.0,0.0
motor_vehicle,4,0.0018,0.0,0.0
name:ota,4,0.0018,0.0,0.0
ref:TR:lisans,4,0.0018,0.0,0.0
rooms,4,0.0018,0.0,0.0
seamark:light:character,4,0.0018,0.0,0.0
seamark:light:colour,4,0.0018,0.0,0.0
seamark:light:height,4,0.0018,0.0,0.0
seamark:light:range,4,0.0018,0.0,0.0
seamark:light:reference,4,0.0018,0.0,0.0
seamark:type,4,0.0018,0.0,0.0
smoothness,4,0.0018,0.0,0.0
alt_name:ar,3,0.0014,0.0,0.0
alt_name:ckb,3,0.0014,0.0,0.0
atm,3,0.0014,0.0,0.0
bar,3,0.0014,0.0,0.0
bicycle,3,0.0014,0.0,0.0
branch,3,0.0014,0.0,0.0
building:roof,3,0.0014,0.0,0.0
compressed_air,3,0.0014,0.0,0.0
destination:ref,3,0.0014,0.0,0.0
diet:gluten_free,3,0.0014,0.0,0.0
healthcare:speciality,3,0.0014,0.0,0.0
is_in:continent,3,0.0014,0.0,0.0
is_in:country,3,0.0014,0.0,0.0
min_age,3,0.0014,0.0,0.0
name:kk,3,0.0014,0.0,0.0
old_ref,3,0.0014,0.0,0.0
old_ref:ar,3,0.0014,0.0,0.0
payment:american_express,3,0.0014,0.0,0.0
payment:debit_cards,3,0.0014,0.0,0.0
payment:diners_club,3,0.0014,0.0,0.0
payment:maestro,3,0.0014,0.0,0.0
ref:vatin,3,0.0014,0.0,0.0
school:type,3,0.0014,0.0,0.0
seamark:light:period,3,0.0014,0.0,0.0
shelter_type,3,0.0014,0.0,0.0
toilets,3,0.0014,0.0,0.0
tomb,3,0.0014,0.0,0.0
blind,2,0.0009,0.0,0.0
capital,2,0.0009,0.0,0.0
craft,2,0.0009,0.0,0.0
currency:try,2,0.0009,0.0,0.0
disused:railway,2,0.0009,0.0,0.0
embankment,2,0.0009,0.0,0.0
horse,2,0.0009,0.0,0.0
image,2,0.0009,0.0,0.0
industrial,2,0.0009,0.0,0.0
material,2,0.0009,0.0,0.0
max_age,2,0.0009,0.0,0.0
military,2,0.0009,0.0,0.0
name:lt,2,0.0009,0.0,0.0
name:nn,2,0.0009,0.0,0.0
