key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
portable,16,0.0002,1500.0,9633.3333
damage,15,0.0002,1400.0,9025.0
left:country,15,0.0002,-65.9091,107.3864
left:governate,15,0.0002,-65.9091,107.3864
maxheight,15,0.0002,66.6667,913.8889
name:el,15,0.0002,-58.3333,153.4722
right:country,15,0.0002,-65.9091,107.3864
name:uk,14,0.0002,-51.7241,193.6782
name:zh,14,0.0002,-77.0492,39.6175
operator:wikidata,14,0.0002,-68.1818,93.5606
smoking,14,0.0002,16.6667,609.7222
name:hi,13,0.0002,-23.5294,365.1961
name:ml,13,0.0002,-23.5294,365.1961
name:sr,13,0.0002,-13.3333,427.2222
addr:country,12,0.0001,-91.5493,-48.5915
industrial,12,0.0001,500.0,3550.0
is_in,12,0.0001,-86.6667,-18.8889
loc_name,12,0.0001,100.0,1116.6667
name:be,12,0.0001,0.0,508.3333
name:gr,12,0.0001,0.0,508.3333
name:grc,12,0.0001,0.0,508.3333
name:hu,12,0.0001,0.0,508.3333
train,12,0.0001,-92.5926,-54.9383
turkey_class,12,0.0001,-92.1053,-51.9737
name:ar1,11,0.0001,1000.0,6591.6667
name:ka,11,0.0001,-31.25,318.2292
name:pt,11,0.0001,10.0,569.1667
plant:output:electricity,11,0.0001,0.0,508.3333
plant:source,11,0.0001,-15.3846,414.7436
was:oneway,11,0.0001,1000.0,6591.6667
disused:highway,10,0.0001,900.0,5983.3333
grades,10,0.0001,-56.5217,164.4928
name:bg,10,0.0001,-9.0909,453.0303
name:he,10,0.0001,-23.0769,367.9487
name:ks,10,0.0001,900.0,5983.3333
name:pnb,10,0.0001,900.0,5983.3333
old_ref,10,0.0001,233.3333,1927.7778
old_ref:ar,10,0.0001,233.3333,1927.7778
population:date,10,0.0001,-84.6154,-6.4103
branch,9,0.0001,200.0,1725.0
building:use,9,0.0001,800.0,5375.0
email,9,0.0001,-57.1429,160.7143
fee,9,0.0001,125.0,1268.75
internet_access,9,0.0001,-50.0,204.1667
name:ja,9,0.0001,-10.0,447.5
name:tt,9,0.0001,-60.8696,138.0435
network,9,0.0001,-91.4286,-47.8571
salb:name,9,0.0001,-30.7692,321.1538
school,9,0.0001,50.0,812.5
abandoned,8,0.0001,700.0,4766.6667
abandoned:building,8,0.0001,700.0,4766.6667
atm,8,0.0001,166.6667,1522.2222
cuisine,8,0.0001,-68.0,94.6667
dirt road,8,0.0001,700.0,4766.6667
name:la,8,0.0001,-27.2727,342.4242
produce,8,0.0001,700.0,4766.6667
addr:place,7,0.0001,-94.7368,-67.9825
city,7,0.0001,600.0,4158.3333
colour,7,0.0001,600.0,4158.3333
dispensing,7,0.0001,-66.6667,102.7778
earthquake,7,0.0001,600.0,4158.3333
healthcare:speciality,7,0.0001,133.3333,1319.4444
is_in:village,7,0.0001,-92.2222,-52.6852
leaf_type,7,0.0001,600.0,4158.3333
left:province,7,0.0001,-75.0,52.0833
monitoring:seismic_activity,7,0.0001,-94.7761,-68.2214
name:it,7,0.0001,-46.1538,227.5641
name:nl,7,0.0001,-30.0,325.8333
name:no,7,0.0001,-30.0,325.8333
name:sv,7,0.0001,-30.0,325.8333
recording:remote,7,0.0001,-94.2623,-65.0956
roof:orientation,7,0.0001,600.0,4158.3333
sidewalk,7,0.0001,600.0,4158.3333
tracks,7,0.0001,600.0,4158.3333
addr:village,6,0.0001,500.0,3550.0
alt_name:en,6,0.0001,500.0,3550.0
buildingi,6,0.0001,500.0,3550.0
contact:facebook,6,0.0001,500.0,3550.0
crossing,6,0.0001,-33.3333,305.5556
fence_type,6,0.0001,500.0,3550.0
footway,6,0.0001,-60.0,143.3333
incline,6,0.0001,500.0,3550.0
name:ca,6,0.0001,0.0,508.3333
name:ko,6,0.0001,-33.3333,305.5556
name:pl,6,0.0001,-25.0,356.25
name_alt,6,0.0001,500.0,3550.0
official_name,6,0.0001,20.0,630.0
plant:method,6,0.0001,-14.2857,421.4286
private,6,0.0001,500.0,3550.0
reservoir_type,6,0.0001,500.0,3550.0
residential road,6,0.0001,500.0,3550.0
roof:height,6,0.0001,500.0,3550.0
rooms,6,0.0001,50.0,812.5
salb:adm2name,6,0.0001,-64.7059,114.7059
seasonal,6,0.0001,500.0,3550.0
stars,6,0.0001,500.0,3550.0
traffic_signals,6,0.0001,500.0,3550.0
was:building,6,0.0001,500.0,3550.0
alt_name:ca,5,0.0001,0.0,508.3333
alt_name:de,5,0.0001,400.0,2941.6667
alt_name:es,5,0.0001,400.0,2941.6667
alt_name:gr,5,0.0001,400.0,2941.6667
alt_name:grc,5,0.0001,400.0,2941.6667
alt_name:ru,5,0.0001,0.0,508.3333
damage.date,5,0.0001,400.0,2941.6667
fax,5,0.0001,25.0,660.4167
higway,5,0.0001,400.0,2941.6667
military,5,0.0001,150.0,1420.8333
name:arc,5,0.0001,400.0,2941.6667
name:be-tarask,5,0.0001,400.0,2941.6667
name:ce,5,0.0001,-91.5254,-48.4463
name:hr,5,0.0001,0.0,508.3333
name:hyw,5,0.0001,400.0,2941.6667
name:kk,5,0.0001,66.6667,913.8889
name:ota,5,0.0001,25.0,660.4167
name:syc,5,0.0001,400.0,2941.6667
name:ug,5,0.0001,400.0,2941.6667
ruins,5,0.0001,-28.5714,334.5238
school:type,5,0.0001,66.6667,913.8889
source:name,5,0.0001,400.0,2941.6667
wall,5,0.0001,400.0,2941.6667
bus,4,0.0,-87.8788,-26.2626
communication:mobile_phone,4,0.0,300.0,2333.3333
country,4,0.0,-60.0,143.3333
education,4,0.0,300.0,2333.3333
government,4,0.0,-50.0,204.1667
historic:civilization,4,0.0,-60.0,143.3333
house,4,0.0,300.0,2333.3333
name:ab,4,0.0,300.0,2333.3333
name:diq,4,0.0,-42.8571,247.619
operator:type,4,0.0,-33.3333,305.5556
payment:cash,4,0.0,-69.2308,87.1795
road,4,0.0,300.0,2333.3333
ruined,4,0.0,300.0,2333.3333
source:date,4,0.0,300.0,2333.3333
Building,3,0.0,200.0,1725.0
addr:housename,3,0.0,200.0,1725.0
archaeological_site,3,0.0,-40.0,265.0
building:flats,3,0.0,-82.3529,7.3529
capacity,3,0.0,-66.6667,102.7778
conn,3,0.0,200.0,1725.0
damage: date,3,0.0,200.0,1725.0
demage:date,3,0.0,200.0,1725.0
demage:type,3,0.0,200.0,1725.0
destroyed:highway,3,0.0,200.0,1725.0
diameter,3,0.0,200.0,1725.0
disused:barrier,3,0.0,200.0,1725.0
flood_prone,3,0.0,200.0,1725.0
gate:type,3,0.0,200.0,1725.0
hazard,3,0.0,200.0,1725.0
maxlength,3,0.0,200.0,1725.0
notes,3,0.0,200.0,1725.0
opening_hours:covid19,3,0.0,200.0,1725.0
outdoor_seating,3,0.0,-57.1429,160.7143
resource,3,0.0,-72.7273,65.9091
shower,3,0.0,200.0,1725.0
source_ref,3,0.0,200.0,1725.0
supervised,3,0.0,200.0,1725.0
tower:construction,3,0.0,200.0,1725.0
url,3,0.0,200.0,1725.0
utility,3,0.0,200.0,1725.0
was:amenity,3,0.0,200.0,1725.0
addr:flats,2,0.0,100.0,1116.6667
advertising,2,0.0,100.0,1116.6667
aerialway,2,0.0,100.0,1116.6667
attraction,2,0.0,100.0,1116.6667
bicycle_parking,2,0.0,100.0,1116.6667
bridge:structure,2,0.0,100.0,1116.6667
capacity:disabled,2,0.0,100.0,1116.6667
car:repair,2,0.0,100.0,1116.6667
collapsed  earthquake:damage,2,0.0,100.0,1116.6667
communication:microwave,2,0.0,100.0,1116.6667
damanage:date,2,0.0,100.0,1116.6667
demage:event,2,0.0,100.0,1116.6667
diet:halal,2,0.0,-50.0,204.1667
disused:railway,2,0.0,0.0,508.3333
drink,2,0.0,100.0,1116.6667
eaearthquake:damage,2,0.0,100.0,1116.6667
enterance,2,0.0,100.0,1116.6667
geonames:id,2,0.0,-88.2353,-28.4314
hospital:level:CN,2,0.0,100.0,1116.6667
is_in:country_code,2,0.0,-50.0,204.1667
kaynak,2,0.0,100.0,1116.6667
manufacturer,2,0.0,100.0,1116.6667
memorial,2,0.0,100.0,1116.6667
motorroad,2,0.0,100.0,1116.6667
name:lt,2,0.0,0.0,508.3333
opening_date,2,0.0,100.0,1116.6667
parking_space,2,0.0,100.0,1116.6667
payment:credit_cards,2,0.0,-84.6154,-6.4103
payment:debit_cards,2,0.0,-33.3333,305.5556
playground,2,0.0,-66.6667,102.7778
playground:theme,2,0.0,-66.6667,102.7778
psv,2,0.0,100.0,1116.6667
roof:levels,2,0.0,100.0,1116.6667
salb:id,2,0.0,-86.6667,-18.8889
service:vehicle:car_repair,2,0.0,100.0,1116.6667
service:vehicle:truck_repair,2,0.0,100.0,1116.6667
service:vehicle:trucks,2,0.0,100.0,1116.6667
shelter,2,0.0,100.0,1116.6667
shelter_type,2,0.0,-33.3333,305.5556
status,2,0.0,100.0,1116.6667
stop,2,0.0,100.0,1116.6667
theatre:type,2,0.0,100.0,1116.6667
truck:repair,2,0.0,100.0,1116.6667
vervoer,2,0.0,100.0,1116.6667
was:railway,2,0.0,100.0,1116.6667
water_source,2,0.0,100.0,1116.6667
GIRS2023,1,0.0,0.0,508.3333
Highway,1,0.0,0.0,508.3333
House,1,0.0,0.0,508.3333
addr:housenumber2,1,0.0,0.0,508.3333
addr:unit,1,0.0,0.0,508.3333
adr:street,1,0.0,0.0,508.3333
adres:ilçe,1,0.0,0.0,508.3333
aerodrome,1,0.0,0.0,508.3333
aerodrome:type,1,0.0,0.0,508.3333
air_conditioning,1,0.0,-83.3333,1.3889
amperage,1,0.0,0.0,508.3333
authentication:membership_card,1,0.0,0.0,508.3333
bar,1,0.0,-66.6667,102.7778
batiment,1,0.0,0.0,508.3333
brewery,1,0.0,0.0,508.3333
"building""3",1,0.0,0.0,508.3333
building:collapsed,1,0.0,0.0,508.3333
building:parts,1,0.0,0.0,508.3333
building:units,1,0.0,0.0,508.3333
buildingm,1,0.0,0.0,508.3333
buildingq,1,0.0,0.0,508.3333
capital,1,0.0,-50.0,204.1667
circuits,1,0.0,0.0,508.3333
collapsed:building,1,0.0,0.0,508.3333
communication:radio,1,0.0,0.0,508.3333
court,1,0.0,0.0,508.3333
craft,1,0.0,-50.0,204.1667
crane:type,1,0.0,0.0,508.3333
cycleway,1,0.0,0.0,508.3333
damage: event,1,0.0,0.0,508.3333
damage: type,1,0.0,0.0,508.3333
damage:date:,1,0.0,0.0,508.3333
deprem: hasar,1,0.0,0.0,508.3333
designation,1,0.0,0.0,508.3333
destination,1,0.0,-83.3333,1.3889
destroyed,1,0.0,0.0,508.3333
diet:gluten_free,1,0.0,-66.6667,102.7778
diet:organic,1,0.0,0.0,508.3333
diet:vegan,1,0.0,0.0,508.3333
diet:vegetarian,1,0.0,0.0,508.3333
disused:amenity,1,0.0,0.0,508.3333
earthquake: damage,1,0.0,0.0,508.3333
end_date,1,0.0,0.0,508.3333
farm,1,0.0,0.0,508.3333
farmland,1,0.0,0.0,508.3333
female,1,0.0,0.0,508.3333
fence,1,0.0,0.0,508.3333
fire_station:type,1,0.0,0.0,508.3333
flag:name,1,0.0,0.0,508.3333
flag:type,1,0.0,0.0,508.3333
flag:wikidata,1,0.0,0.0,508.3333
foopath,1,0.0,0.0,508.3333
fuel:gasoline,1,0.0,0.0,508.3333
gas,1,0.0,0.0,508.3333
handrail,1,0.0,0.0,508.3333
hasar:olay,1,0.0,0.0,508.3333
hasar:tarih,1,0.0,0.0,508.3333
hasar:type,1,0.0,0.0,508.3333
holding_position:type,1,0.0,0.0,508.3333
iata,1,0.0,0.0,508.3333
icao,1,0.0,0.0,508.3333
image,1,0.0,-50.0,204.1667
indoor,1,0.0,0.0,508.3333
intermitent,1,0.0,0.0,508.3333
internet_access:fee,1,0.0,-83.3333,1.3889
is_in:continent,1,0.0,-66.6667,102.7778
isim,1,0.0,0.0,508.3333
kolaylık,1,0.0,0.0,508.3333
landcover,1,0.0,0.0,508.3333
landuser,1,0.0,0.0,508.3333
leaf_cycle,1,0.0,0.0,508.3333
lock,1,0.0,0.0,508.3333
male,1,0.0,0.0,508.3333
mechanical_coupling,1,0.0,0.0,508.3333
mechanical_driver,1,0.0,0.0,508.3333
min_age,1,0.0,-66.6667,102.7778
min_level,1,0.0,0.0,508.3333
monitoring:glonass,1,0.0,0.0,508.3333
monitoring:gps,1,0.0,0.0,508.3333
monitoring:weather,1,0.0,0.0,508.3333
motorcar,1,0.0,0.0,508.3333
name:nn,1,0.0,-50.0,204.1667
name:sw,1,0.0,-50.0,204.1667
name:zh-Hans,1,0.0,0.0,508.3333
name:zh-Hant,1,0.0,0.0,508.3333
name_1,1,0.0,0.0,508.3333
name_2,1,0.0,0.0,508.3333
noref,1,0.0,0.0,508.3333
not,1,0.0,0.0,508.3333
okul,1,0.0,0.0,508.3333
payment:5,1,0.0,0.0,508.3333
payment:american_express,1,0.0,-66.6667,102.7778
payment:diners_club,1,0.0,-66.6667,102.7778
payment:maestro,1,0.0,-66.6667,102.7778
payment:mastercard,1,0.0,-85.7143,-13.0952
payment:visa,1,0.0,-90.0,-39.1667
place:en,1,0.0,0.0,508.3333
place:tr,1,0.0,0.0,508.3333
plant:type,1,0.0,-50.0,204.1667
police,1,0.0,-83.3333,1.3889
pump_mechanism,1,0.0,0.0,508.3333
recreation,1,0.0,0.0,508.3333
recreation_ground,1,0.0,0.0,508.3333
ref:color,1,0.0,0.0,508.3333
ref:ourairports,1,0.0,-80.0,21.6667
ref_url,1,0.0,0.0,508.3333
road_marking,1,0.0,0.0,508.3333
roof,1,0.0,0.0,508.3333
roundabout,1,0.0,0.0,508.3333
ruins:landuse,1,0.0,0.0,508.3333
salb:adm1name,1,0.0,-93.3333,-59.4444
school:language,1,0.0,-83.3333,1.3889
screen,1,0.0,0.0,508.3333
short_name,1,0.0,0.0,508.3333
social_facility,1,0.0,0.0,508.3333
social_facility:for,1,0.0,0.0,508.3333
socket:type2,1,0.0,0.0,508.3333
souce,1,0.0,0.0,508.3333
source:population,1,0.0,-85.7143,-13.0952
soure,1,0.0,0.0,508.3333
stable,1,0.0,0.0,508.3333
step_count,1,0.0,0.0,508.3333
street,1,0.0,0.0,508.3333
subject,1,0.0,0.0,508.3333
subject:wikidata,1,0.0,0.0,508.3333
swimming_pool,1,0.0,0.0,508.3333
synoptic,1,0.0,0.0,508.3333
tactile_paving,1,0.0,0.0,508.3333
takeaway,1,0.0,-83.3333,1.3889
telefon,1,0.0,0.0,508.3333
toilets,1,0.0,-66.6667,102.7778
toilets:disposal,1,0.0,0.0,508.3333
traffic_signals:direction,1,0.0,0.0,508.3333
trail_visibility,1,0.0,0.0,508.3333
vdestroyed:building,1,0.0,0.0,508.3333
village,1,0.0,0.0,508.3333
was:juncrion,1,0.0,0.0,508.3333
was:junction,1,0.0,0.0,508.3333
was:leisure,1,0.0,0.0,508.3333
was:service,1,0.0,0.0,508.3333
weather:anemometer,1,0.0,0.0,508.3333
weather:barometer,1,0.0,0.0,508.3333
weather:hygrometer,1,0.0,0.0,508.3333
weather:thermometer,1,0.0,0.0,508.3333
weather:wind_vane,1,0.0,0.0,508.3333
weir,1,0.0,0.0,508.3333
wetland,1,0.0,0.0,508.3333
wikimedia_commons,1,0.0,-50.0,204.1667
wlanduse,1,0.0,0.0,508.3333
wood,1,0.0,0.0,508.3333
yıkılmış:bina,1,0.0,0.0,508.3333
