key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,16,38.0952,1500.0,9633.3333
amenity,school,12,28.5714,1100.0,7200.0
amenity,hospital,4,9.5238,300.0,2333.3333
amenity,university,3,7.1429,200.0,1725.0
amenity,fuel,2,4.7619,100.0,1116.6667
amenity,place_of_worship,2,4.7619,100.0,1116.6667
amenity,restaurant,2,4.7619,100.0,1116.6667
amenity,bank,1,2.381,0.0,508.3333
building,yes,11925,92.91,1192400.0,7254275.0
building,residential,819,6.381,81800.0,498125.0
building,apartments,48,0.374,4700.0,29100.0
building,destroyed building,28,0.2182,2700.0,16933.3333
building,construction,5,0.039,400.0,2941.6667
building,ruins,3,0.0234,200.0,1725.0
building,hotel,2,0.0156,100.0,1116.6667
building,roof,2,0.0156,100.0,1116.6667
building,industrial,1,0.0078,0.0,508.3333
building,mosque,1,0.0078,0.0,508.3333
building,university,1,0.0078,0.0,508.3333
highway,residential,581,58.9848,58000.0,353341.6667
highway,service,115,11.6751,11400.0,69858.3333
highway,tertiary,110,11.1675,10900.0,66816.6667
highway,trunk,34,3.4518,3300.0,20583.3333
highway,primary,32,3.2487,3100.0,19366.6667
highway,track,31,3.1472,3000.0,18758.3333
highway,secondary,28,2.8426,2700.0,16933.3333
highway,unclassified,20,2.0305,1900.0,12066.6667
highway,trunk_link,16,1.6244,1500.0,9633.3333
highway,primary_link,6,0.6091,500.0,3550.0
highway,footway,5,0.5076,400.0,2941.6667
highway,path,4,0.4061,300.0,2333.3333
highway,living_street,3,0.3046,200.0,1725.0
landuse,residential,160,59.7015,15900.0,97233.3333
landuse,farmland,50,18.6567,4900.0,30316.6667
landuse,orchard,43,16.0448,4200.0,26058.3333
landuse,meadow,5,1.8657,400.0,2941.6667
landuse,harbour,4,1.4925,300.0,2333.3333
landuse,religious,4,1.4925,300.0,2333.3333
landuse,cemetery,1,0.3731,0.0,508.3333
landuse,commercial,1,0.3731,0.0,508.3333
leisure,pitch,11,61.1111,1000.0,6591.6667
leisure,garden,6,33.3333,500.0,3550.0
leisure,stadium,1,5.5556,0.0,508.3333
name,درنه-طبرق Darnah-Tobruk,45,23.5602,4400.0,27275.0
name,وادي درنة,24,12.5654,2300.0,14500.0
name,درنة-طبرق,20,10.4712,1900.0,12066.6667
name,درنة,17,8.9005,1600.0,10241.6667
name,شارع المغار,16,8.377,1500.0,9633.3333
name,سد وادي درنة,12,6.2827,1100.0,7200.0
name,طريق البيضاء-درنة,11,5.7592,1000.0,6591.6667
name,Al-Bilad,5,2.6178,400.0,2941.6667
name,شارع رافع الانصاري,5,2.6178,400.0,2941.6667
name,ميناء درنة,4,2.0942,300.0,2333.3333
name,شارع الجبيلة,3,1.5707,200.0,1725.0
name,فندق الجبل,3,1.5707,200.0,1725.0
name,باب التفاح,2,1.0471,100.0,1116.6667
name,درنه-القبه Derna-Al Qubbah,2,1.0471,100.0,1116.6667
name,مستشفى الهريش,2,1.0471,100.0,1116.6667
name,Abou Mansour,1,0.5236,0.0,508.3333
name,المعهد العالي للعلوم والتقنية,1,0.5236,0.0,508.3333
name,المهدي للاسماك,1,0.5236,0.0,508.3333
name,سد أبو منصور,1,0.5236,0.0,508.3333
name,سد البلاد,1,0.5236,0.0,508.3333
name,شارع الفنار,1,0.5236,0.0,508.3333
name,شركة ليبيانا للهاتف المحمول -درنة,1,0.5236,0.0,508.3333
name,شلال الشواعر,1,0.5236,0.0,508.3333
name,فندق الجبل الاخضر-درنة,1,0.5236,0.0,508.3333
name,كافي النجمة,1,0.5236,0.0,508.3333
name,كلية الطب,1,0.5236,0.0,508.3333
name,متجر ملابس واحذية رجالية,1,0.5236,0.0,508.3333
name,محطة وقود,1,0.5236,0.0,508.3333
name,محطة وقود شيحا,1,0.5236,0.0,508.3333
name,مدرسة الضياء للتعليم الاساسي,1,0.5236,0.0,508.3333
name,مدرسة عبدالكريم جبريل,1,0.5236,0.0,508.3333
name,مستشفي درنة التعليمي,1,0.5236,0.0,508.3333
name,مسجد الصفا والمروة,1,0.5236,0.0,508.3333
name,مصرف الجمهورية الصيرفة الاسلامية,1,0.5236,0.0,508.3333
name,نادي الشلال,1,0.5236,0.0,508.3333
natural,scrub,21,42.8571,2000.0,12675.0
natural,heath,13,26.5306,1200.0,7808.3333
natural,wood,5,10.2041,400.0,2941.6667
natural,wetland,4,8.1633,300.0,2333.3333
natural,water,2,4.0816,100.0,1116.6667
natural,bare_rock,1,2.0408,0.0,508.3333
natural,coastline,1,2.0408,0.0,508.3333
natural,sand,1,2.0408,0.0,508.3333
natural,tree_row,1,2.0408,0.0,508.3333
source,OpenAerialMap,488,97.6,48700.0,296766.6667
source,https://fr.wikipedia.org/wiki/Oued_Derna;https://www.hidrotehnika.rs/en/libya/wadi-derna/;https://eos.org/thelandslideblog/the-failed-dams-in-wadi-derna-in-libya,7,1.4,600.0,4158.3333
source,https://fr.wikipedia.org/wiki/Barrage_de_Derna;https://www.lemonde.fr/afrique/article/2023/09/18/dans-une-libye-corrompue-les-alertes-concernant-le-delabrement-des-barrages-de-derna-restees-lettre-morte_6189880_3212.html,3,0.6,200.0,1725.0
source,https://fr.wikipedia.org/wiki/Barrage_de_Mansour;https://www.liberation.fr/international/moyen-orient/inondations-en-libye-les-deux-barrages-de-derna-etaient-fissures-depuis-1998-20230916_IU7JPMKEN5GX5AL7CGM7XHPW7E/,1,0.2,0.0,508.3333
source,https://fr.wikipedia.org/wiki/Oued_Derna;https://www.hidrotehnika.rs/en/libya/wadi-derna/,1,0.2,0.0,508.3333
surface,asphalt,312,95.7055,31100.0,189700.0
surface,unpaved,11,3.3742,1000.0,6591.6667
surface,dirt,3,0.9202,200.0,1725.0
waterway,river,33,38.8235,3200.0,19975.0
waterway,stream,21,24.7059,2000.0,12675.0
waterway,dam,19,22.3529,1800.0,11458.3333
waterway,drain,12,14.1176,1100.0,7200.0
