key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,hospital,2,18.1818,100.0,100.0
amenity,place_of_worship,2,18.1818,100.0,100.0
amenity,restaurant,2,18.1818,100.0,100.0
amenity,bar,1,9.0909,0.0,0.0
amenity,cafe,1,9.0909,0.0,0.0
amenity,fuel,1,9.0909,0.0,0.0
amenity,police,1,9.0909,0.0,0.0
amenity,school,1,9.0909,0.0,0.0
building,yes,1013,99.4112,101200.0,101200.0
building,house,4,0.3925,300.0,300.0
building,Pylone,1,0.0981,0.0,0.0
building,commercial,1,0.0981,0.0,0.0
highway,residential,20,57.1429,1900.0,1900.0
highway,service,7,20.0,600.0,600.0
highway,primary,2,5.7143,100.0,100.0
highway,tertiary,2,5.7143,100.0,100.0
highway,bus_stop,1,2.8571,0.0,0.0
highway,path,1,2.8571,0.0,0.0
highway,track,1,2.8571,0.0,0.0
highway,unclassified,1,2.8571,0.0,0.0
landuse,residential,4,100.0,300.0,300.0
name,Cain Water,3,6.8182,200.0,200.0
name,Regent Road,2,4.5455,100.0,100.0
name,Spur Loop,2,4.5455,100.0,100.0
name,Upper Sequeen Drive,2,4.5455,100.0,100.0
name,eHealth Africa SL,2,4.5455,100.0,100.0
name,Alusine Kamara's Residence,1,2.2727,0.0,0.0
name,Ash Wood Drive,1,2.2727,0.0,0.0
name,Baila Leigh Drive,1,2.2727,0.0,0.0
name,Bathurst Junction,1,2.2727,0.0,0.0
name,Bottom Mango Forest,1,2.2727,0.0,0.0
name,COOPI Cooperazione Internazionale Country Office,1,2.2727,0.0,0.0
name,Camusat SL Office,1,2.2727,0.0,0.0
name,Choithram memorial hospital,1,2.2727,0.0,0.0
name,Choitram Memorial Hospital,1,2.2727,0.0,0.0
name,Crown Xpress,1,2.2727,0.0,0.0
name,DUMAS ENTERTAINMENT CENTER,1,2.2727,0.0,0.0
name,Damaya Drive,1,2.2727,0.0,0.0
name,Eacon Compound,1,2.2727,0.0,0.0
name,Eacon Road,1,2.2727,0.0,0.0
name,FEWS NET COUNTRY OFFICE,1,2.2727,0.0,0.0
name,Freetown Mall,1,2.2727,0.0,0.0
name,"Gbangbayillah, Plums Heath",1,2.2727,0.0,0.0
name,Ghana Compound,1,2.2727,0.0,0.0
name,Ghana High Commission,1,2.2727,0.0,0.0
name,Gina's frozen yoghurt and coffee,1,2.2727,0.0,0.0
name,Goodies,1,2.2727,0.0,0.0
name,Mountain Rural Police Division,1,2.2727,0.0,0.0
name,Musa Gondo's Residence,1,2.2727,0.0,0.0
name,Navo Drive,1,2.2727,0.0,0.0
name,Plums Heath Street,1,2.2727,0.0,0.0
name,Raymond Caullker Drive,1,2.2727,0.0,0.0
name,Saint Paul Seminary,1,2.2727,0.0,0.0
name,Senegal Restaurant,1,2.2727,0.0,0.0
name,Summit Preparatory and Secondary School,1,2.2727,0.0,0.0
name,Telecommunication tower,1,2.2727,0.0,0.0
name,Totalal Fuel Station,1,2.2727,0.0,0.0
name,marcul,1,2.2727,0.0,0.0
name,saint paul,1,2.2727,0.0,0.0
natural,sand,1,100.0,0.0,0.0
source,MSF-CH,9,81.8182,800.0,800.0
source,Bing,2,18.1818,100.0,100.0
surface,unpaved,5,100.0,400.0,400.0
waterway,stream,5,100.0,400.0,400.0
