key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,1019,18.7592,0.0,0.0
name,44,0.81,0.0,0.0
highway,35,0.6443,0.0,0.0
addr:street,16,0.2946,0.0,0.0
amenity,11,0.2025,0.0,0.0
source,11,0.2025,0.0,0.0
addr:city,10,0.1841,0.0,0.0
addr:housenumber,7,0.1289,0.0,0.0
name:en,5,0.092,0.0,0.0
opening_hours,5,0.092,0.0,0.0
surface,5,0.092,0.0,0.0
waterway,5,0.092,0.0,0.0
access,4,0.0736,0.0,0.0
landuse,4,0.0736,0.0,0.0
oneway,4,0.0736,0.0,0.0
operator,4,0.0736,0.0,0.0
website,3,0.0552,0.0,0.0
addr:country,2,0.0368,0.0,0.0
area,2,0.0368,0.0,0.0
building:levels,2,0.0368,0.0,0.0
cuisine,2,0.0368,0.0,0.0
denomination,2,0.0368,0.0,0.0
internet_access,2,0.0368,0.0,0.0
office,2,0.0368,0.0,0.0
osm_id,2,0.0368,0.0,0.0
religion,2,0.0368,0.0,0.0
shop,2,0.0368,0.0,0.0
smoking,2,0.0368,0.0,0.0
tourism,2,0.0368,0.0,0.0
tunnel,2,0.0368,0.0,0.0
type,2,0.0368,0.0,0.0
alt_name,1,0.0184,0.0,0.0
brand,1,0.0184,0.0,0.0
bridge,1,0.0184,0.0,0.0
covered,1,0.0184,0.0,0.0
email,1,0.0184,0.0,0.0
fixme,1,0.0184,0.0,0.0
golf,1,0.0184,0.0,0.0
lanes,1,0.0184,0.0,0.0
layer,1,0.0184,0.0,0.0
natural,1,0.0184,0.0,0.0
phone,1,0.0184,0.0,0.0
service,1,0.0184,0.0,0.0
