key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,2563,10.8721,151.5211,1430.0867
highway,106,0.4496,202.8571,1742.381
barrier,58,0.246,5700.0,35183.3333
name,51,0.2163,15.9091,605.1136
source,38,0.1612,245.4545,2001.5152
surface,23,0.0976,360.0,2698.3333
waterway,9,0.0382,80.0,995.0
email,7,0.0297,600.0,4158.3333
area,5,0.0212,150.0,1420.8333
landuse,5,0.0212,25.0,660.4167
smoothness,5,0.0212,400.0,2941.6667
oneway,4,0.017,0.0,508.3333
sidewalk,4,0.017,300.0,2333.3333
alt_name,2,0.0085,100.0,1116.6667
bridge,2,0.0085,100.0,1116.6667
layer,2,0.0085,100.0,1116.6667
natural,2,0.0085,100.0,1116.6667
fixme,1,0.0042,0.0,508.3333
historic,1,0.0042,0.0,508.3333
lanes,1,0.0042,0.0,508.3333
place,1,0.0042,0.0,508.3333
unocha:pcode,1,0.0042,0.0,508.3333
wikidata,1,0.0042,0.0,508.3333
wikipedia,1,0.0042,0.0,508.3333
