start_date,creates,edits,deletes,total
2024-06-01,131,3881,55,4067
2024-07-01,472,1483,41,1996
2024-08-01,1507,3352,400,5259
2024-09-01,1256,2391,145,3792
2024-10-01,180,1619,124,1923
total,3546,12726,765,17037
