key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
memorial,1,0.0002,0.0,0.0
name:fr,1,0.0002,0.0,0.0
name:id,1,0.0002,0.0,0.0
official_name,1,0.0002,0.0,0.0
opening_hours,1,0.0002,-88.8889,-88.8889
port,1,0.0002,0.0,0.0
power,1,0.0002,-99.7455,-99.7455
residential,1,0.0002,0.0,0.0
salt,1,0.0002,0.0,0.0
seamark:information,1,0.0002,0.0,0.0
seamark:light:character,1,0.0002,0.0,0.0
seamark:light:colour,1,0.0002,0.0,0.0
seamark:light:group,1,0.0002,0.0,0.0
seamark:light:height,1,0.0002,0.0,0.0
seamark:light:period,1,0.0002,0.0,0.0
seamark:light:range,1,0.0002,0.0,0.0
seamark:light:reference,1,0.0002,0.0,0.0
seamark:light:sequence,1,0.0002,0.0,0.0
seamark:name,1,0.0002,0.0,0.0
seamark:type,1,0.0002,0.0,0.0
takeaway,1,0.0002,0.0,0.0
tidal,1,0.0002,0.0,0.0
tracktype,1,0.0002,0.0,0.0
voltage,1,0.0002,-92.8571,-92.8571
water,1,0.0002,-83.3333,-83.3333
