key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,280316,12.2682,0.0,0.0
highway,54309,2.3769,0.0,0.0
source,13220,0.5786,0.0,0.0
import,12150,0.5318,0.0,0.0
surface,5557,0.2432,0.0,0.0
name,3610,0.158,0.0,0.0
waterway,1924,0.0842,0.0,0.0
oneway,1316,0.0576,0.0,0.0
layer,1123,0.0491,0.0,0.0
bridge,1081,0.0473,0.0,0.0
foot,442,0.0193,0.0,0.0
access,416,0.0182,0.0,0.0
bicycle,400,0.0175,0.0,0.0
power,393,0.0172,0.0,0.0
horse,384,0.0168,0.0,0.0
fixme,215,0.0094,0.0,0.0
natural,185,0.0081,0.0,0.0
amenity,159,0.007,0.0,0.0
ref,158,0.0069,0.0,0.0
motor_vehicle,137,0.006,0.0,0.0
motorcycle,108,0.0047,0.0,0.0
ford,82,0.0036,0.0,0.0
addr:street,78,0.0034,0.0,0.0
building:use,77,0.0034,0.0,0.0
religion,54,0.0024,0.0,0.0
service,53,0.0023,0.0,0.0
man_made,52,0.0023,0.0,0.0
wikipedia,52,0.0023,0.0,0.0
addr:city,50,0.0022,0.0,0.0
admin_level,49,0.0021,0.0,0.0
boundary,49,0.0021,0.0,0.0
name:en,49,0.0021,0.0,0.0
Source,47,0.0021,0.0,0.0
wikidata,47,0.0021,0.0,0.0
difficulty,42,0.0018,0.0,0.0
editor,42,0.0018,0.0,0.0
landuse,42,0.0018,0.0,0.0
locked,42,0.0018,0.0,0.0
project_id,42,0.0018,0.0,0.0
publisher,42,0.0018,0.0,0.0
reviewer,42,0.0018,0.0,0.0
state,42,0.0018,0.0,0.0
xml,42,0.0018,0.0,0.0
junction,34,0.0015,0.0,0.0
tunnel,34,0.0015,0.0,0.0
note,32,0.0014,0.0,0.0
leisure,24,0.0011,0.0,0.0
noname,23,0.001,0.0,0.0
shop,22,0.001,0.0,0.0
office,21,0.0009,0.0,0.0
place,18,0.0008,0.0,0.0
tourism,18,0.0008,0.0,0.0
maxspeed,17,0.0007,0.0,0.0
motorcar,17,0.0007,0.0,0.0
noexit,17,0.0007,0.0,0.0
incline,15,0.0007,0.0,0.0
traffic_signals,15,0.0007,0.0,0.0
alt_name,14,0.0006,0.0,0.0
voltage,14,0.0006,0.0,0.0
aeroway,13,0.0006,0.0,0.0
boat,13,0.0006,0.0,0.0
addr:housenumber,12,0.0005,0.0,0.0
is_in:country,12,0.0005,0.0,0.0
sport,12,0.0005,0.0,0.0
website,12,0.0005,0.0,0.0
bicycle_road,11,0.0005,0.0,0.0
description,10,0.0004,0.0,0.0
operator,10,0.0004,0.0,0.0
addr:postcode,9,0.0004,0.0,0.0
area,9,0.0004,0.0,0.0
building:part,9,0.0004,0.0,0.0
cables,9,0.0004,0.0,0.0
frequency,9,0.0004,0.0,0.0
opening_hours,9,0.0004,0.0,0.0
vehicle,9,0.0004,0.0,0.0
is_in:state,8,0.0004,0.0,0.0
type,8,0.0004,0.0,0.0
higway,7,0.0003,0.0,0.0
intermittent,7,0.0003,0.0,0.0
phone,7,0.0003,0.0,0.0
water,6,0.0003,0.0,0.0
Area,5,0.0002,0.0,0.0
Coverage,5,0.0002,0.0,0.0
HUB FO Exi,5,0.0002,0.0,0.0
Hub Microw,5,0.0002,0.0,0.0
KotaKab,5,0.0002,0.0,0.0
Lat,5,0.0002,0.0,0.0
Long,5,0.0002,0.0,0.0
