key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
name,Taipa Ferry Terminal,2,0.1278,100.0,1116.6667
name,Tobili Ferry Port,2,0.1278,100.0,1116.6667
name,Warehouse for Heavy Equipment,2,0.1278,100.0,1116.6667
name,Water Treatment Plan,2,0.1278,100.0,1116.6667
name,Watusampu,2,0.1278,100.0,1116.6667
name,jalan desa utama,2,0.1278,100.0,1116.6667
name,jalan re martadinata,2,0.1278,100.0,1116.6667
name,15/33,1,0.0639,0.0,508.3333
name,AMIK Tri Dharma Palu,1,0.0639,0.0,508.3333
name,ATM BNI,1,0.0639,0.0,508.3333
name,ATM BNI/Mandiri/BRI Bersama,1,0.0639,0.0,508.3333
name,Balitbangda Prov. Sulteng,1,0.0639,0.0,508.3333
name,Banawa,1,0.0639,0.0,508.3333
name,Bandara Mutiara Palu,1,0.0639,0.0,508.3333
name,Bangunan,1,0.0639,0.0,508.3333
name,Bank BII Palu,1,0.0639,0.0,508.3333
name,Bank BNI KC Palu,1,0.0639,0.0,508.3333
name,Bank BPR KP Nustria Mitra Abadi,1,0.0639,0.0,508.3333
name,Bank BRI Unit Masomba,1,0.0639,0.0,508.3333
name,Bank Danamon Unit Masomba,1,0.0639,0.0,508.3333
name,Bank Mandiri KCP Hasanuddin,1,0.0639,0.0,508.3333
name,Bank Mega Syariah,1,0.0639,0.0,508.3333
name,Bank Panin KC Palu,1,0.0639,0.0,508.3333
name,Bank Syariah Mandiri KCP Palu Barat,1,0.0639,0.0,508.3333
name,Bank Syariah Muamalat KC Palu,1,0.0639,0.0,508.3333
name,Bappeda SULTENG,1,0.0639,0.0,508.3333
name,Binangga Taipa,1,0.0639,0.0,508.3333
name,Biromaru,1,0.0639,0.0,508.3333
name,Buana Graha Hotel,1,0.0639,0.0,508.3333
name,Buatan,1,0.0639,0.0,508.3333
name,Building,1,0.0639,0.0,508.3333
name,Bulu Riapu,1,0.0639,0.0,508.3333
name,Bus Terminal,1,0.0639,0.0,508.3333
name,Camp Gunung Bale,1,0.0639,0.0,508.3333
name,Camp Loli Oge,1,0.0639,0.0,508.3333
name,Camp Loli Saluran,1,0.0639,0.0,508.3333
name,Depot Darisa,1,0.0639,0.0,508.3333
name,"Dinas Perpustakaan, Arsip, dan Dokumentasi Kota Palu",1,0.0639,0.0,508.3333
name,Donggala Port,1,0.0639,0.0,508.3333
name,Donngala Port,1,0.0639,0.0,508.3333
name,Fuyul Sojol,1,0.0639,0.0,508.3333
name,Gedung Dekanat Fakultas Ekonomi,1,0.0639,0.0,508.3333
name,Geraja Bala Keselamatan,1,0.0639,0.0,508.3333
name,Geraja Bethany,1,0.0639,0.0,508.3333
name,Gereja Advent Masehi,1,0.0639,0.0,508.3333
name,Gereja Anugerah Masomba,1,0.0639,0.0,508.3333
name,Gereja GPID,1,0.0639,0.0,508.3333
name,Gereja Jemaat Eklesia,1,0.0639,0.0,508.3333
name,Gereja Kristen,1,0.0639,0.0,508.3333
name,Gereja Pantekosta,1,0.0639,0.0,508.3333
name,Gereja Pantekosta Maesa,1,0.0639,0.0,508.3333
name,Gereja Toraja Moria,1,0.0639,0.0,508.3333
name,Gereja Toraja Sion Anatapura,1,0.0639,0.0,508.3333
name,Golden Roti,1,0.0639,0.0,508.3333
name,Gubug,1,0.0639,0.0,508.3333
name,Hotel Alam Raya,1,0.0639,0.0,508.3333
name,Hotel Palu Golden,1,0.0639,0.0,508.3333
name,Hotel Wisata,1,0.0639,0.0,508.3333
name,IFRC,1,0.0639,0.0,508.3333
name,Jalan Abdul Rahman Saleh Lorong,1,0.0639,0.0,508.3333
name,Jalan Ahmad Yani I,1,0.0639,0.0,508.3333
name,Jalan Anggur,1,0.0639,0.0,508.3333
name,Jalan Anggur 1,1,0.0639,0.0,508.3333
name,Jalan Anoa 2,1,0.0639,0.0,508.3333
name,Jalan BTN Kopri Roviga,1,0.0639,0.0,508.3333
name,Jalan Balai Kota Timur,1,0.0639,0.0,508.3333
name,Jalan Bali,1,0.0639,0.0,508.3333
name,Jalan Banteng,1,0.0639,0.0,508.3333
name,Jalan Bantilan,1,0.0639,0.0,508.3333
name,Jalan Batu Merah Indah,1,0.0639,0.0,508.3333
name,Jalan Bouraq,1,0.0639,0.0,508.3333
name,Jalan Bulili,1,0.0639,0.0,508.3333
name,Jalan Cemara II,1,0.0639,0.0,508.3333
name,Jalan Cendana,1,0.0639,0.0,508.3333
name,Jalan Cik Di Tiro,1,0.0639,0.0,508.3333
name,Jalan Contoh Madi 2,1,0.0639,0.0,508.3333
name,Jalan Danau Lindu,1,0.0639,0.0,508.3333
name,Jalan Delima,1,0.0639,0.0,508.3333
name,Jalan Desa,1,0.0639,0.0,508.3333
name,Jalan Digantara,1,0.0639,0.0,508.3333
name,Jalan Elang,1,0.0639,0.0,508.3333
name,Jalan Elang 3,1,0.0639,0.0,508.3333
name,Jalan Ganogo,1,0.0639,0.0,508.3333
name,Jalan Gelatik,1,0.0639,0.0,508.3333
name,Jalan Gelatik 2,1,0.0639,0.0,508.3333
name,Jalan Gereja,1,0.0639,0.0,508.3333
name,Jalan Gumbasa,1,0.0639,0.0,508.3333
name,Jalan Haji Nahung,1,0.0639,0.0,508.3333
name,Jalan Hayam Wuruk II,1,0.0639,0.0,508.3333
name,Jalan Imam Bonjol,1,0.0639,0.0,508.3333
name,Jalan Jaba,1,0.0639,0.0,508.3333
name,Jalan Jati,1,0.0639,0.0,508.3333
name,Jalan Jati Jaya,1,0.0639,0.0,508.3333
name,Jalan Kampung Nelayan,1,0.0639,0.0,508.3333
name,Jalan Kendondong 2,1,0.0639,0.0,508.3333
name,Jalan Kesadaran,1,0.0639,0.0,508.3333
name,Jalan Kesadaran I,1,0.0639,0.0,508.3333
name,Jalan Kihajar Dewantara,1,0.0639,0.0,508.3333
name,Jalan Kijang Selatan IX,1,0.0639,0.0,508.3333
name,Jalan Kimaja,1,0.0639,0.0,508.3333
name,Jalan Kinote,1,0.0639,0.0,508.3333
name,Jalan Kompleks Yonif 711 Raksatama,1,0.0639,0.0,508.3333
name,Jalan Kue Bongo,1,0.0639,0.0,508.3333
name,Jalan Kunduri,1,0.0639,0.0,508.3333
name,Jalan Kyai Haji Ahmad Dahlan,1,0.0639,0.0,508.3333
name,Jalan Lagarutu,1,0.0639,0.0,508.3333
name,Jalan Lapangan Golf,1,0.0639,0.0,508.3333
name,Jalan Lembaga,1,0.0639,0.0,508.3333
name,Jalan Lombok,1,0.0639,0.0,508.3333
name,Jalan Malontera,1,0.0639,0.0,508.3333
name,Jalan Mangun Saskoro,1,0.0639,0.0,508.3333
name,Jalan Mantikulora,1,0.0639,0.0,508.3333
name,Jalan Marjun Habi,1,0.0639,0.0,508.3333
name,Jalan Mawar,1,0.0639,0.0,508.3333
name,Jalan Miangas,1,0.0639,0.0,508.3333
name,Jalan Nanas,1,0.0639,0.0,508.3333
