key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,water_point,143,23.0645,14200.0,14200.0
amenity,place_of_worship,113,18.2258,11200.0,11200.0
amenity,toilets,91,14.6774,9000.0,9000.0
amenity,atm,73,11.7742,7200.0,7200.0
amenity,school,60,9.6774,5900.0,5900.0
amenity,clinic,40,6.4516,3900.0,3900.0
amenity,social_facility,28,4.5161,2700.0,2700.0
amenity,kindergarten,18,2.9032,1700.0,1700.0
amenity,bank,17,2.7419,1600.0,1600.0
amenity,cafe,5,0.8065,400.0,400.0
amenity,waste_basket,5,0.8065,400.0,400.0
amenity,marketplace,4,0.6452,300.0,300.0
amenity,police,4,0.6452,300.0,300.0
amenity,hospital,3,0.4839,200.0,200.0
amenity,kitchen,3,0.4839,200.0,200.0
amenity,parking,3,0.4839,200.0,200.0
amenity,townhall,3,0.4839,200.0,200.0
amenity,restaurant,2,0.3226,100.0,100.0
amenity,community_centre,1,0.1613,0.0,0.0
amenity,fast_food,1,0.1613,0.0,0.0
amenity,library,1,0.1613,0.0,0.0
amenity,post_office,1,0.1613,0.0,0.0
amenity,toilet,1,0.1613,0.0,0.0
building,yes,3430,92.5027,342900.0,342900.0
building,school,112,3.0205,11100.0,11100.0
building,mosque,32,0.863,3100.0,3100.0
building,house,28,0.7551,2700.0,2700.0
building,public_toilet,28,0.7551,2700.0,2700.0
building,church,14,0.3776,1300.0,1300.0
building,clinic,11,0.2967,1000.0,1000.0
building,family_tent,7,0.1888,600.0,600.0
building,village_office,7,0.1888,600.0,600.0
building,residential,6,0.1618,500.0,500.0
building,construction,5,0.1348,400.0,400.0
building,kindergarten,5,0.1348,400.0,400.0
building,family tend,3,0.0809,200.0,200.0
building,family tent,3,0.0809,200.0,200.0
building,government_office,2,0.0539,100.0,100.0
building,hotel,2,0.0539,100.0,100.0
building,public,2,0.0539,100.0,100.0
building,retail,2,0.0539,100.0,100.0
building,warehouse,2,0.0539,100.0,100.0
building,atm,1,0.027,0.0,0.0
building,home,1,0.027,0.0,0.0
building,library,1,0.027,0.0,0.0
building,no,1,0.027,0.0,0.0
building,police,1,0.027,0.0,0.0
building,supermarket,1,0.027,0.0,0.0
building,unclassified,1,0.027,0.0,0.0
emergency,water_tank,9,90.0,800.0,800.0
emergency,no,1,10.0,0.0,0.0
highway,residential,20388,62.0394,2038700.0,2038700.0
highway,unclassified,3645,11.0915,364400.0,364400.0
highway,service,3078,9.3662,307700.0,307700.0
highway,track,2094,6.3719,209300.0,209300.0
highway,trunk,1396,4.2479,139500.0,139500.0
highway,path,733,2.2305,73200.0,73200.0
highway,tertiary,557,1.6949,55600.0,55600.0
highway,primary,546,1.6614,54500.0,54500.0
highway,secondary,203,0.6177,20200.0,20200.0
highway,construction,102,0.3104,10100.0,10100.0
highway,living_street,60,0.1826,5900.0,5900.0
highway,trunk_link,13,0.0396,1200.0,1200.0
highway,crossing,10,0.0304,900.0,900.0
highway,cycleway,9,0.0274,800.0,800.0
highway,primary_link,7,0.0213,600.0,600.0
highway,secondary_link,5,0.0152,400.0,400.0
highway,tertiary_link,5,0.0152,400.0,400.0
highway,traffic_signals,4,0.0122,300.0,300.0
highway,road,2,0.0061,100.0,100.0
highway,steps,2,0.0061,100.0,100.0
highway,bus_stop,1,0.003,0.0,0.0
highway,footway,1,0.003,0.0,0.0
highway,motorway_junction,1,0.003,0.0,0.0
highway,pedestrian,1,0.003,0.0,0.0
landuse,residential,7,31.8182,600.0,600.0
landuse,industrial,3,13.6364,200.0,200.0
landuse,brownfield,2,9.0909,100.0,100.0
landuse,cemetery,2,9.0909,100.0,100.0
landuse,commercial,2,9.0909,100.0,100.0
landuse,recreation_ground,2,9.0909,100.0,100.0
landuse,construction,1,4.5455,0.0,0.0
landuse,meadow,1,4.5455,0.0,0.0
landuse,military,1,4.5455,0.0,0.0
landuse,orchard,1,4.5455,0.0,0.0
leisure,park,18,60.0,1700.0,1700.0
leisure,pitch,9,30.0,800.0,800.0
leisure,playground,2,6.6667,100.0,100.0
leisure,garden,1,3.3333,0.0,0.0
name,Jalan Trans Palu-Donggala,111,3.3065,11000.0,11000.0
name,Jalan Kebonsari Tawaeli,71,2.115,7000.0,7000.0
name,Jalan Trans Sulawesi,49,1.4596,4800.0,4800.0
name,Jalan Poros Palu - Kulawi,43,1.2809,4200.0,4200.0
name,Jl. Parigi-Palu,36,1.0724,3500.0,3500.0
name,Jalan Bulu Masomba Lorong 1,33,0.983,3200.0,3200.0
name,MCK,31,0.9234,3000.0,3000.0
name,Jalan Soekarno-Hatta,29,0.8639,2800.0,2800.0
name,Jl. Donggala 8,27,0.8043,2600.0,2600.0
name,Jalan Diponegoro,26,0.7745,2500.0,2500.0
name,Jalan Komplexs Pengawu Indah,26,0.7745,2500.0,2500.0
name,Jalan Duyu,25,0.7447,2400.0,2400.0
name,Jl. Poros Palu-Palolo,24,0.7149,2300.0,2300.0
name,Jalan,22,0.6553,2100.0,2100.0
name,Jalan Gawalise,22,0.6553,2100.0,2100.0
name,Jalan Profesor Mohamad Yamin,22,0.6553,2100.0,2100.0
name,Jalan Mohamad Hatta,19,0.566,1800.0,1800.0
name,Jl. Trans Sulawesi - Palu,19,0.566,1800.0,1800.0
name,jalan re martadinata,19,0.566,1800.0,1800.0
name,Jalan Anggrek,18,0.5362,1700.0,1700.0
name,Jalan Taman Ria,17,0.5064,1600.0,1600.0
name,Jalan Tanggul Mas,17,0.5064,1600.0,1600.0
name,Jalan Veteran,17,0.5064,1600.0,1600.0
name,Jalan Buvu Bionga,16,0.4766,1500.0,1500.0
name,Jalan Lembu,16,0.4766,1500.0,1500.0
name,Jalan Mamara Lorong,16,0.4766,1500.0,1500.0
name,Jalan Pengawu,16,0.4766,1500.0,1500.0
name,Jalan Perumahan BTN Silae,16,0.4766,1500.0,1500.0
name,Jalan Raja Moili,15,0.4468,1400.0,1400.0
name,Jalan Tambang,15,0.4468,1400.0,1400.0
name,Jalan Tanggul Selatan,15,0.4468,1400.0,1400.0
name,Jalan Kompleks STQ,14,0.417,1300.0,1300.0
name,Jalan Pulau Batam,14,0.417,1300.0,1300.0
name,Jalan Jepang,13,0.3873,1200.0,1200.0
name,Jalan Kompleks BTN Palupi,13,0.3873,1200.0,1200.0
name,Jalan Komplexs Pengawu Permai,13,0.3873,1200.0,1200.0
name,Jalan Malontara,13,0.3873,1200.0,1200.0
name,Jalan Nangka,13,0.3873,1200.0,1200.0
name,Jalan Keramik,12,0.3575,1100.0,1100.0
name,Jalan Sekunder Lorong,12,0.3575,1100.0,1100.0
name,Jalan Sungai Wera,12,0.3575,1100.0,1100.0
name,Jalan Wahid Hazyim,12,0.3575,1100.0,1100.0
name,Jalan Bandea,11,0.3277,1000.0,1000.0
name,Jalan I Gusti Ngurah Rai,11,0.3277,1000.0,1000.0
name,Jalan Mamara,11,0.3277,1000.0,1000.0
name,Jalan Mawar,11,0.3277,1000.0,1000.0
name,Jalan Datu Pamusu,10,0.2979,900.0,900.0
name,Jalan Dewi Sartika Lorong,10,0.2979,900.0,900.0
name,Jalan Kalantoro,10,0.2979,900.0,900.0
name,Jalan Towua,10,0.2979,900.0,900.0
name,Jalan Angkasa,9,0.2681,800.0,800.0
name,Jalan BTN Palupi,9,0.2681,800.0,800.0
name,Jalan Cemangi,9,0.2681,800.0,800.0
name,Jalan Elang 2,9,0.2681,800.0,800.0
name,Jalan Gajah Mada,9,0.2681,800.0,800.0
name,Jalan Gumbasa,9,0.2681,800.0,800.0
name,Jalan Kampung Nelayan,9,0.2681,800.0,800.0
name,Jalan Kanna,9,0.2681,800.0,800.0
name,Jalan Kebun Sari,9,0.2681,800.0,800.0
name,Jalan Kompleks Bumi Anggur,9,0.2681,800.0,800.0
name,Jalan Lagarutu,9,0.2681,800.0,800.0
name,Jalan Nanas,9,0.2681,800.0,800.0
name,Jalan Pangeran Diponegoro,9,0.2681,800.0,800.0
name,Jalan Poboya,9,0.2681,800.0,800.0
name,Jalan Purnawirawan 1,9,0.2681,800.0,800.0
name,Jalan Soekarno-Hatta Lorong,9,0.2681,800.0,800.0
name,Jalan Teratai,9,0.2681,800.0,800.0
name,Jalan Yos Sudarso,9,0.2681,800.0,800.0
name,Jl. Keranja Lembah,9,0.2681,800.0,800.0
name,Jl. Tondei,9,0.2681,800.0,800.0
name,Jalan Abdul Rahman Saleh,8,0.2383,700.0,700.0
name,Jalan Contoh Madi 2,8,0.2383,700.0,700.0
name,Jalan Gatot Subroto,8,0.2383,700.0,700.0
name,Jalan Kompleks Samapla,8,0.2383,700.0,700.0
name,Jalan Maleo,8,0.2383,700.0,700.0
name,Jalan Miangas,8,0.2383,700.0,700.0
name,Jalan Mohammad Husni Thamrin,8,0.2383,700.0,700.0
name,Jalan Nunumbuku,8,0.2383,700.0,700.0
name,Jalan Samudra 2,8,0.2383,700.0,700.0
name,Jalan Tombolotutu,8,0.2383,700.0,700.0
name,Jalan Towua II,8,0.2383,700.0,700.0
name,Jl. Ki Hajar,8,0.2383,700.0,700.0
name,Jl. Tambuli,8,0.2383,700.0,700.0
name,Road,8,0.2383,700.0,700.0
name,Jalan Angkasa Raya,7,0.2085,600.0,600.0
name,Jalan BTN PEPABRI,7,0.2085,600.0,600.0
name,Jalan Banteng Lorong,7,0.2085,600.0,600.0
name,Jalan Bayam,7,0.2085,600.0,600.0
name,Jalan Bone,7,0.2085,600.0,600.0
name,Jalan Djaelangkara,7,0.2085,600.0,600.0
name,Jalan Jenderal Sudirman,7,0.2085,600.0,600.0
name,Jalan Kancil 2,7,0.2085,600.0,600.0
name,Jalan Keroya,7,0.2085,600.0,600.0
name,Jalan Kompleks Yonif 711 Raksatama,7,0.2085,600.0,600.0
name,Jalan Masjid Raya,7,0.2085,600.0,600.0
name,Jalan Munif Rahman,7,0.2085,600.0,600.0
name,Jalan Nusantara III,7,0.2085,600.0,600.0
name,Jalan Poros Palu-Palolo,7,0.2085,600.0,600.0
name,Jalan Pramuka,7,0.2085,600.0,600.0
name,Jalan Pulau Tabatoki,7,0.2085,600.0,600.0
name,Jalan Selar,7,0.2085,600.0,600.0
name,Jalan Sumur Yuga,7,0.2085,600.0,600.0
name,Jalan Ahmad Yani,6,0.1787,500.0,500.0
name,Jalan Beo,6,0.1787,500.0,500.0
name,Jalan Cenderawasih,6,0.1787,500.0,500.0
name,Jalan Cumi,6,0.1787,500.0,500.0
name,Jalan Dewi Sartika,6,0.1787,500.0,500.0
name,Jalan Digantara,6,0.1787,500.0,500.0
name,Jalan Durian,6,0.1787,500.0,500.0
name,Jalan Hang Tuah,6,0.1787,500.0,500.0
name,Jalan Instalasi Pengal Lumpur Tinja,6,0.1787,500.0,500.0
name,Jalan Jalur Gaza,6,0.1787,500.0,500.0
name,Jalan Kadia,6,0.1787,500.0,500.0
name,Jalan Kanuna,6,0.1787,500.0,500.0
