key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,401,31.8507,40000.0,243841.6667
amenity,fast_food,220,17.4742,21900.0,133733.3333
amenity,restaurant,109,8.6577,10800.0,66208.3333
amenity,place_of_worship,105,8.34,10400.0,63775.0
amenity,school,102,8.1017,10100.0,61950.0
amenity,fuel,49,3.892,4800.0,29708.3333
amenity,fountain,43,3.4154,4200.0,26058.3333
amenity,shelter,36,2.8594,3500.0,21800.0
amenity,grave_yard,19,1.5091,1800.0,11458.3333
amenity,pharmacy,16,1.2708,1500.0,9633.3333
amenity,fire_station,15,1.1914,1400.0,9025.0
amenity,cafe,11,0.8737,1000.0,6591.6667
amenity,hospital,11,0.8737,1000.0,6591.6667
amenity,car_wash,10,0.7943,900.0,5983.3333
amenity,bank,9,0.7149,800.0,5375.0
amenity,community_centre,9,0.7149,800.0,5375.0
amenity,clinic,8,0.6354,700.0,4766.6667
amenity,dentist,7,0.556,600.0,4158.3333
amenity,drinking_water,6,0.4766,500.0,3550.0
amenity,library,6,0.4766,500.0,3550.0
amenity,police,6,0.4766,500.0,3550.0
amenity,post_office,6,0.4766,500.0,3550.0
amenity,doctors,4,0.3177,300.0,2333.3333
amenity,parking_space,4,0.3177,300.0,2333.3333
amenity,theatre,4,0.3177,300.0,2333.3333
amenity,veterinary,4,0.3177,300.0,2333.3333
amenity,bench,3,0.2383,200.0,1725.0
amenity,college,3,0.2383,200.0,1725.0
amenity,scrapyard,3,0.2383,200.0,1725.0
amenity,bus_station,2,0.1589,100.0,1116.6667
amenity,cinema,2,0.1589,100.0,1116.6667
amenity,courthouse,2,0.1589,100.0,1116.6667
amenity,ferry_terminal,2,0.1589,100.0,1116.6667
amenity,ice_cream,2,0.1589,100.0,1116.6667
amenity,nightclub,2,0.1589,100.0,1116.6667
amenity,recycling,2,0.1589,100.0,1116.6667
amenity,university,2,0.1589,100.0,1116.6667
amenity,waste_basket,2,0.1589,100.0,1116.6667
amenity,arts_centre,1,0.0794,0.0,508.3333
amenity,atm,1,0.0794,0.0,508.3333
amenity,bicycle_parking,1,0.0794,0.0,508.3333
amenity,bicycle_repair_station,1,0.0794,0.0,508.3333
amenity,car_rental,1,0.0794,0.0,508.3333
amenity,parking_entrance,1,0.0794,0.0,508.3333
amenity,pharmacy;doctors,1,0.0794,0.0,508.3333
amenity,post_box,1,0.0794,0.0,508.3333
amenity,social_facility,1,0.0794,0.0,508.3333
amenity,telephone,1,0.0794,0.0,508.3333
amenity,waste_transfer_station,1,0.0794,0.0,508.3333
amenity,yes,1,0.0794,0.0,508.3333
building,yes,114441,75.636,11444000.0,69618175.0
building,house,29729,19.6484,2972800.0,18085041.6667
building,garage,1156,0.764,115500.0,703133.3333
building,shed,1126,0.7442,112500.0,684883.3333
