key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,151305,11.5135,1784.716,11365.3556
height,62079,4.7239,35373.7143,215698.4286
highway,42332,3.2212,-34.367,299.2677
tiger:county,21664,1.6485,-22.2286,373.1093
tiger:cfcc,21539,1.639,-22.3484,372.3805
name,19286,1.4676,-41.5381,255.6433
source,15466,1.1769,657.024,4505.2292
tiger:reviewed,14770,1.1239,-28.3218,336.0421
tiger:name_base,14258,1.085,-18.5257,395.6352
tiger:name_type,11599,0.8826,-19.7912,387.9371
tiger:zip_left,8137,0.6192,-15.2396,415.6259
tiger:zip_right,6982,0.5313,-20.2057,385.4152
oneway,5646,0.4296,-60.9921,137.2979
surface,5008,0.3811,-21.2826,378.8641
service,4909,0.3735,-48.3481,214.2159
power,4243,0.3229,-84.2268,-4.0462
man_made,2781,0.2116,537.844,3780.2179
tiger:name_base_1,2628,0.2,-37.4732,280.3712
landuse,2510,0.191,28.192,679.8349
access,2505,0.1906,5.8749,544.0723
material,2339,0.178,-85.776,-13.4705
frontage_road,2323,0.1768,232200.0,1413058.3333
ref,2313,0.176,-47.1797,221.3234
tiger:name_direction_prefix,1820,0.1385,9.7046,567.3699
lanes,1623,0.1235,-66.2227,105.4787
leisure,1395,0.1062,-25.0806,355.7599
basin,1366,0.1039,9006.6667,55298.8889
amenity,1259,0.0958,-61.6392,133.3613
name_1,1226,0.0933,4.5183,535.8198
natural,1174,0.0893,-22.0969,373.9106
addr:street,1160,0.0883,-52.8647,186.7398
old_ref,1030,0.0784,-27.1054,343.4418
layer,936,0.0712,-42.892,247.407
tiger:tlid,929,0.0707,106.4444,1155.8704
tiger:source,927,0.0705,100.6494,1120.6169
tiger:separated,918,0.0699,106.2921,1154.9438
area,906,0.0689,369.4301,2755.6995
tiger:name_type_1,891,0.0678,-43.2845,245.0191
addr:city,848,0.0645,-65.8615,107.6758
addr:housenumber,836,0.0636,-64.4255,116.4113
addr:postcode,811,0.0617,-64.9827,113.0217
waterway,760,0.0578,-4.6424,480.092
turn:lanes,716,0.0545,-55.3894,171.3811
bridge,712,0.0542,-53.8561,180.7086
addr:state,711,0.0541,-76.7571,41.3942
frequency,611,0.0465,-72.9287,64.6839
