key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
office,182,0.0157,188.8889,188.8889
outdoor_seating,176,0.0152,340.0,340.0
tiger:name_direction_suffix_2,175,0.0151,1066.6667,1066.6667
alt_name,174,0.015,-6.4516,-6.4516
wheelchair,174,0.015,104.7059,104.7059
fixme,171,0.0147,235.2941,235.2941
building:part,169,0.0146,201.7857,201.7857
shelter_type,161,0.0139,570.8333,570.8333
traffic_calming,159,0.0137,224.4898,224.4898
fee,155,0.0134,61.4583,61.4583
turn:lanes:both_ways,149,0.0128,96.0526,96.0526
lanes:both_ways,145,0.0125,76.8293,76.8293
switch,144,0.0124,14300.0,14300.0
loc_name,142,0.0122,-59.5442,-59.5442
direction,136,0.0117,94.2857,94.2857
junction,135,0.0116,-25.0,-25.0
smoothness,135,0.0116,1587.5,1587.5
destination:street,124,0.0107,1277.7778,1277.7778
communication:mobile_phone,122,0.0105,12100.0,12100.0
hazmat,119,0.0103,310.3448,310.3448
entrance,118,0.0102,337.037,337.037
gnis:county_name,116,0.01,30.3371,30.3371
playground,114,0.0098,1800.0,1800.0
sign,112,0.0097,11100.0,11100.0
tiger:state_id,110,0.0095,12.2449,12.2449
name:zh,107,0.0092,568.75,568.75
source:name,107,0.0092,64.6154,64.6154
level,106,0.0091,152.381,152.381
historic,105,0.0091,34.6154,34.6154
takeaway,103,0.0089,123.913,123.913
name:etymology:wikidata,99,0.0085,9800.0,9800.0
drive_through,96,0.0083,118.1818,118.1818
roof:shape,96,0.0083,380.0,380.0
name:zh_pinyin,93,0.008,745.4545,745.4545
tiger:name_direction_prefix_2,93,0.008,232.1429,232.1429
tiger:source,93,0.008,-79.8701,-79.8701
tiger:tlid,93,0.008,-79.3333,-79.3333
tiger:separated,91,0.0078,-79.5506,-79.5506
bus,90,0.0078,2150.0,2150.0
fax,90,0.0078,95.6522,95.6522
backrest,87,0.0075,85.1064,85.1064
gnis:Class,87,0.0075,-69.4737,-69.4737
gnis:County,87,0.0075,-69.258,-69.258
gnis:County_num,87,0.0075,-69.258,-69.258
gnis:ST_alpha,87,0.0075,-69.4737,-69.4737
gnis:ST_num,87,0.0075,-69.4737,-69.4737
gnis:id,87,0.0075,-69.4737,-69.4737
tiger:zip_left_2,87,0.0075,-53.4759,-53.4759
electrified,86,0.0074,-68.6131,-68.6131
import_uuid,86,0.0074,-69.8246,-69.8246
embankment,85,0.0073,750.0,750.0
roof:height,84,0.0072,500.0,500.0
tiger:name_type_3,84,0.0072,663.6364,663.6364
building:colour,82,0.0071,134.2857,134.2857
roof:colour,82,0.0071,8100.0,8100.0
start_date,80,0.0069,60.0,60.0
payment:cash,79,0.0068,1480.0,1480.0
gnis:import_uuid,76,0.0066,94.8718,94.8718
gnis:reviewed,74,0.0064,100.0,100.0
supervised,74,0.0064,72.093,72.093
brand,73,0.0063,108.5714,108.5714
source:maxspeed,68,0.0059,353.3333,353.3333
craft,65,0.0056,550.0,550.0
park_ride,64,0.0055,30.6122,30.6122
incline,63,0.0054,472.7273,472.7273
payment:credit_cards,62,0.0053,933.3333,933.3333
capacity,61,0.0053,96.7742,96.7742
dispensing,61,0.0053,6000.0,6000.0
compensator,59,0.0051,145.8333,145.8333
boat,58,0.005,87.0968,87.0968
destination:ref:lanes,58,0.005,5700.0,5700.0
fence_type,58,0.005,-12.1212,-12.1212
delivery,56,0.0048,93.1034,93.1034
cutting,55,0.0047,358.3333,358.3333
destination:lanes,54,0.0047,5300.0,5300.0
healthcare:speciality,53,0.0046,5200.0,5200.0
old_ref:pre_1939,53,0.0046,2550.0,2550.0
proposed,53,0.0046,-55.8333,-55.8333
railway:signal:direction,52,0.0045,5100.0,5100.0
landcover,51,0.0044,325.0,325.0
leaf_type,51,0.0044,8.5106,8.5106
noname,51,0.0044,-67.9245,-67.9245
toll:hov,50,0.0043,212.5,212.5
payment:mastercard,48,0.0041,1100.0,1100.0
cycleway:both,47,0.0041,4600.0,4600.0
destination:ref:to,47,0.0041,4600.0,4600.0
gnis:edited,47,0.0041,74.0741,74.0741
name:en,47,0.0041,-56.4815,-56.4815
payment:visa,47,0.0041,1075.0,1075.0
leaf_cycle,46,0.004,21.0526,21.0526
tiger:upload_uuid,46,0.004,76.9231,76.9231
traffic_sign,46,0.004,4500.0,4500.0
kerb,45,0.0039,80.0,80.0
exit_to,44,0.0038,57.1429,57.1429
access:bus,43,0.0037,290.9091,290.9091
beauty,43,0.0037,760.0,760.0
internet_access,43,0.0037,-6.5217,-6.5217
traffic_signals:direction,43,0.0037,4200.0,4200.0
artwork_type,42,0.0036,162.5,162.5
maxspeed:advisory,42,0.0036,162.5,162.5
payment:american_express,42,0.0036,2000.0,2000.0
public_transport,42,0.0036,500.0,500.0
shoulder,42,0.0036,500.0,500.0
history,41,0.0035,192.8571,192.8571
roof:direction,41,0.0035,4000.0,4000.0
addr:suburb,40,0.0034,3900.0,3900.0
beds,40,0.0034,3900.0,3900.0
gnis:feature_type,40,0.0034,-20.0,-20.0
name_3,40,0.0034,3900.0,3900.0
survey:date,40,0.0034,3900.0,3900.0
fitness_station,38,0.0033,3700.0,3700.0
tracktype,38,0.0033,192.3077,192.3077
atm,35,0.003,66.6667,66.6667
manhole,35,0.003,3400.0,3400.0
owner,35,0.003,-12.5,-12.5
abandoned:power,34,0.0029,1033.3333,1033.3333
bench,34,0.0029,385.7143,385.7143
tiger:zip_right_2,34,0.0029,-22.7273,-22.7273
building:height,33,0.0028,725.0,725.0
faa,33,0.0028,1550.0,1550.0
tiger:CLASSFP,33,0.0028,-46.7742,-46.7742
tiger:CPI,33,0.0028,-46.7742,-46.7742
tiger:FUNCSTAT,33,0.0028,-46.7742,-46.7742
tiger:LSAD,33,0.0028,-46.7742,-46.7742
tiger:MTFCC,33,0.0028,-46.7742,-46.7742
tiger:NAME,33,0.0028,-46.7742,-46.7742
tiger:NAMELSAD,33,0.0028,-46.7742,-46.7742
tiger:PCICBSA,33,0.0028,-46.7742,-46.7742
tiger:PCINECTA,33,0.0028,-46.7742,-46.7742
tiger:PLACEFP,33,0.0028,-46.7742,-46.7742
tiger:PLACENS,33,0.0028,-46.7742,-46.7742
tiger:PLCIDFP,33,0.0028,-46.7742,-46.7742
tiger:STATEFP,33,0.0028,-46.7742,-46.7742
payment:discover_card,32,0.0028,1500.0,1500.0
leisure_1,31,0.0027,520.0,520.0
note:old_railway_operator,31,0.0027,-47.4576,-47.4576
product,31,0.0027,3000.0,3000.0
tiger:mtfcc,30,0.0026,-79.1667,-79.1667
payment:cheque,29,0.0025,2800.0,2800.0
tract_geoid,29,0.0025,2800.0,2800.0
brand:wikidata,28,0.0024,2700.0,2700.0
contact:phone,26,0.0022,-90.2622,-90.2622
clothes,25,0.0022,1150.0,1150.0
denotation,25,0.0022,733.3333,733.3333
tiger:zip_left_3,25,0.0022,66.6667,66.6667
bin,24,0.0021,140.0,140.0
hoops,24,0.0021,500.0,500.0
population,24,0.0021,-90.7692,-90.7692
quantity,24,0.0021,2300.0,2300.0
tiger:name_base_4,24,0.0021,84.6154,84.6154
attraction,23,0.002,-4.1667,-4.1667
brewery,23,0.002,2200.0,2200.0
name:km,23,0.002,2200.0,2200.0
plant:output:electricity,22,0.0019,69.2308,69.2308
plant:source,22,0.0019,83.3333,83.3333
service_times,22,0.0019,1000.0,1000.0
substance,22,0.0019,214.2857,214.2857
note:toll:hov,21,0.0018,31.25,31.25
official_name,21,0.0018,-38.2353,-38.2353
payment:debit_cards,21,0.0018,2000.0,2000.0
min_height,20,0.0017,233.3333,233.3333
social_facility,20,0.0017,566.6667,566.6667
source:noname,20,0.0017,1900.0,1900.0
Hours,19,0.0016,46.1538,46.1538
addr:housename,19,0.0016,58.3333,58.3333
artist_name,19,0.0016,35.7143,35.7143
short_name,19,0.0016,90.0,90.0
tiger:zip,19,0.0016,-17.3913,-17.3913
toilets:disposal,19,0.0016,18.75,18.75
census:population,18,0.0016,-92.2414,-92.2414
waste,18,0.0016,1700.0,1700.0
memorial,17,0.0015,466.6667,466.6667
name:es,17,0.0015,325.0,325.0
seamark:beacon_lateral:system,17,0.0015,1600.0,1600.0
seamark:name,17,0.0015,1600.0,1600.0
stream,17,0.0015,1600.0,1600.0
transformer,17,0.0015,13.3333,13.3333
advertising,16,0.0014,1500.0,1500.0
building_1,16,0.0014,433.3333,433.3333
ford,16,0.0014,300.0,300.0
internet_access:fee,16,0.0014,-20.0,-20.0
Payments,15,0.0013,650.0,650.0
abandoned,15,0.0013,1400.0,1400.0
name:it,15,0.0013,1400.0,1400.0
seamark:beacon_lateral:category,15,0.0013,1400.0,1400.0
seamark:topmark:colour,15,0.0013,1400.0,1400.0
seamark:topmark:shape,15,0.0013,1400.0,1400.0
stop,15,0.0013,1400.0,1400.0
currency:USD,14,0.0012,1300.0,1300.0
inscription,14,0.0012,600.0,600.0
mooring,14,0.0012,1300.0,1300.0
network,14,0.0012,1300.0,1300.0
roof:levels,14,0.0012,-6.6667,-6.6667
shelter,14,0.0012,1300.0,1300.0
unisex,14,0.0012,7.6923,7.6923
designation,13,0.0011,62.5,62.5
gnis:fcode,13,0.0011,-7.1429,-7.1429
lamp_type,13,0.0011,-55.1724,-55.1724
ref:nrhp,13,0.0011,-61.7647,-61.7647
social_facility:for,13,0.0011,333.3333,333.3333
unsigned_ref,13,0.0011,1200.0,1200.0
wetland,13,0.0011,160.0,160.0
branch,12,0.001,1100.0,1100.0
contact:email,12,0.001,-52.0,-52.0
contact:facebook,12,0.001,-70.7317,-70.7317
currency:BCH,12,0.001,1100.0,1100.0
currency:BTC,12,0.001,1100.0,1100.0
currency:LTC,12,0.001,1100.0,1100.0
distance,12,0.001,1100.0,1100.0
floating,12,0.001,50.0,50.0
maxspeed:forward,12,0.001,140.0,140.0
name:vi,12,0.001,1100.0,1100.0
pipeline,12,0.001,1100.0,1100.0
tiger:name_type_4,12,0.001,100.0,100.0
ammenity,11,0.0009,1000.0,1000.0
content,11,0.0009,-21.4286,-21.4286
facebook,11,0.0009,1000.0,1000.0
indoor,11,0.0009,-73.1707,-73.1707
name:ko,11,0.0009,83.3333,83.3333
note:name,11,0.0009,37.5,37.5
placement:forward,11,0.0009,175.0,175.0
ref:expressoil,11,0.0009,1000.0,1000.0
tactile_paving,11,0.0009,-31.25,-31.25
tiger:name_direction_prefix_3,11,0.0009,1000.0,1000.0
tiger:zip_right_3,11,0.0009,22.2222,22.2222
trail_visibility,11,0.0009,-54.1667,-54.1667
amenity_1,10,0.0009,900.0,900.0
bridge:structure,10,0.0009,900.0,900.0
contact:website,10,0.0009,-96.1538,-96.1538
cycleway:left,10,0.0009,11.1111,11.1111
destination:symbol,10,0.0009,900.0,900.0
heritage,10,0.0009,-9.0909,-9.0909
heritage:operator,10,0.0009,-9.0909,-9.0909
industrial,10,0.0009,900.0,900.0
maxheight,10,0.0009,66.6667,66.6667
payment:bitcoin,10,0.0009,100.0,100.0
ramp,10,0.0009,400.0,400.0
type,10,0.0009,-41.1765,-41.1765
underground,10,0.0009,900.0,900.0
FIXME:name,9,0.0008,800.0,800.0
bicycle_parking,9,0.0008,800.0,800.0
bridge:name,9,0.0008,0.0,0.0
capacity:parent,9,0.0008,800.0,800.0
capacity:women,9,0.0008,800.0,800.0
icao,9,0.0008,-57.1429,-57.1429
is_in:state_code,9,0.0008,-40.0,-40.0
length,9,0.0008,-83.9286,-83.9286
lesiure,9,0.0008,800.0,800.0
name:hi,9,0.0008,125.0,125.0
payment:coins,9,0.0008,350.0,350.0
reg_name,9,0.0008,125.0,125.0
tidal,9,0.0008,800.0,800.0
boundary_type,8,0.0007,300.0,300.0
crop,8,0.0007,300.0,300.0
cycleway:left:oneway,8,0.0007,700.0,700.0
cycleway:right,8,0.0007,166.6667,166.6667
female,8,0.0007,700.0,700.0
iata,8,0.0007,-76.4706,-76.4706
is_in:state,8,0.0007,-46.6667,-46.6667
landu,8,0.0007,700.0,700.0
mtb:scale,8,0.0007,-63.6364,-63.6364
name:th,8,0.0007,100.0,100.0
placement:backward,8,0.0007,700.0,700.0
service:bicycle:rental,8,0.0007,700.0,700.0
communication:microwave,7,0.0006,600.0,600.0
destination:street:to,7,0.0006,600.0,600.0
disused:amenity,7,0.0006,250.0,250.0
fuel:diesel,7,0.0006,133.3333,133.3333
is_in:country,7,0.0006,-58.8235,-58.8235
is_in:country_code,7,0.0006,-58.8235,-58.8235
landuse_1,7,0.0006,75.0,75.0
recycling_type,7,0.0006,133.3333,133.3333
rooftop,7,0.0006,600.0,600.0
vehicle,7,0.0006,-46.1538,-46.1538
area:highway,6,0.0005,500.0,500.0
branch:type,6,0.0005,100.0,100.0
building:min_level,6,0.0005,500.0,500.0
disused,6,0.0005,500.0,500.0
max_age,6,0.0005,500.0,500.0
mtb:scale:imba,6,0.0005,-73.913,-73.913
parking:lane:right,6,0.0005,500.0,500.0
payment:Cash,6,0.0005,500.0,500.0
planned,6,0.0005,500.0,500.0
service:bicycle:pump,6,0.0005,500.0,500.0
service:bicycle:tools,6,0.0005,500.0,500.0
side,6,0.0005,500.0,500.0
sidewalk:right:bicycle,6,0.0005,500.0,500.0
source:note,6,0.0005,500.0,500.0
toilets:wheelchair,6,0.0005,500.0,500.0
tower:construction,6,0.0005,200.0,200.0
underpass,6,0.0005,500.0,500.0
Home,5,0.0004,400.0,400.0
UFID,5,0.0004,400.0,400.0
bicycle_road,5,0.0004,-44.4444,-44.4444
brand:wikipedia,5,0.0004,400.0,400.0
destination:ref:to:lanes,5,0.0004,400.0,400.0
diaper,5,0.0004,150.0,150.0
handrail,5,0.0004,400.0,400.0
height:official,5,0.0004,400.0,400.0
information,5,0.0004,66.6667,66.6667
mtb:scale:uphill,5,0.0004,-61.5385,-61.5385
parking:lane:left,5,0.0004,66.6667,66.6667
payment:paypal,5,0.0004,400.0,400.0
payment:visa_debit,5,0.0004,400.0,400.0
payments,5,0.0004,0.0,0.0
plant:output:steam,5,0.0004,150.0,150.0
second_hand,5,0.0004,150.0,150.0
sidewalk:both:bicycle,5,0.0004,400.0,400.0
telecom,5,0.0004,400.0,400.0
tiger:name_direction_suffix_3,5,0.0004,400.0,400.0
yes,5,0.0004,150.0,150.0
abandoned:leisure,4,0.0003,300.0,300.0
baseball:outfield_fence,4,0.0003,300.0,300.0
contact:fax,4,0.0003,33.3333,33.3333
contact:google_plus,4,0.0003,300.0,300.0
country,4,0.0003,300.0,300.0
dock,4,0.0003,300.0,300.0
flag:type,4,0.0003,300.0,300.0
fuel:gasoline,4,0.0003,300.0,300.0
generator:output:steam,4,0.0003,300.0,300.0
golf_cart,4,0.0003,-86.6667,-86.6667
government,4,0.0003,300.0,300.0
historic:civilization,4,0.0003,300.0,300.0
hours,4,0.0003,300.0,300.0
is_in:city,4,0.0003,300.0,300.0
is_in:continent,4,0.0003,-20.0,-20.0
is_in:iso_3166_2,4,0.0003,-69.2308,-69.2308
male,4,0.0003,300.0,300.0
maxspeed:night,4,0.0003,0.0,0.0
maxstay,4,0.0003,0.0,0.0
motor_vehicle:conditional,4,0.0003,300.0,300.0
motorroad,4,0.0003,100.0,100.0
name:el,4,0.0003,0.0,0.0
payment:Bitcoin,4,0.0003,300.0,300.0
private,4,0.0003,300.0,300.0
roof:orientation,4,0.0003,-73.3333,-73.3333
service:vehicle:car_repair,4,0.0003,33.3333,33.3333
sport_1,4,0.0003,300.0,300.0
tiger:rttyp,4,0.0003,-94.0299,-94.0299
train,4,0.0003,300.0,300.0
wood,4,0.0003,-33.3333,-33.3333
Payments Accepted,3,0.0003,200.0,200.0
TNRIS:OBJECTID,3,0.0003,200.0,200.0
abandoned:sport,3,0.0003,200.0,200.0
access:conditional,3,0.0003,50.0,50.0
addr:street_1,3,0.0003,200.0,200.0
color,3,0.0003,200.0,200.0
contact:twitter,3,0.0003,-50.0,-50.0
facing,3,0.0003,200.0,200.0
fire_hydrant:type,3,0.0003,-66.6667,-66.6667
fuel:octane_95,3,0.0003,0.0,0.0
fuel:octane_98,3,0.0003,200.0,200.0
gate,3,0.0003,200.0,200.0
gnis:county,3,0.0003,200.0,200.0
gnis:name,3,0.0003,200.0,200.0
ground,3,0.0003,200.0,200.0
highway_1,3,0.0003,0.0,0.0
is_in:municipality,3,0.0003,200.0,200.0
leisure_2,3,0.0003,200.0,200.0
monitoring:air_quality,3,0.0003,200.0,200.0
multi-story,3,0.0003,200.0,200.0
nam,3,0.0003,200.0,200.0
name:am,3,0.0003,-25.0,-25.0
name:ar,3,0.0003,-25.0,-25.0
name:az,3,0.0003,-25.0,-25.0
name:be,3,0.0003,-25.0,-25.0
name:bg,3,0.0003,-25.0,-25.0
name:bn,3,0.0003,-25.0,-25.0
name:ce,3,0.0003,-25.0,-25.0
name:eo,3,0.0003,-25.0,-25.0
name:fa,3,0.0003,-25.0,-25.0
name:gu,3,0.0003,-25.0,-25.0
name:he,3,0.0003,-25.0,-25.0
name:hr,3,0.0003,-25.0,-25.0
name:hy,3,0.0003,-25.0,-25.0
name:ja,3,0.0003,-25.0,-25.0
name:ka,3,0.0003,-25.0,-25.0
name:kk,3,0.0003,-25.0,-25.0
name:kn,3,0.0003,-25.0,-25.0
name:ku,3,0.0003,-25.0,-25.0
name:kw,3,0.0003,-25.0,-25.0
name:la,3,0.0003,-25.0,-25.0
name:lt,3,0.0003,-25.0,-25.0
name:lv,3,0.0003,-25.0,-25.0
name:mk,3,0.0003,-25.0,-25.0
name:ml,3,0.0003,-25.0,-25.0
name:mr,3,0.0003,-25.0,-25.0
name:my,3,0.0003,-25.0,-25.0
name:ne,3,0.0003,-25.0,-25.0
name:oc,3,0.0003,200.0,200.0
name:os,3,0.0003,-25.0,-25.0
name:pa,3,0.0003,-25.0,-25.0
name:ru,3,0.0003,-62.5,-62.5
name:sl,3,0.0003,-25.0,-25.0
name:sr,3,0.0003,-25.0,-25.0
name:ta,3,0.0003,-25.0,-25.0
name:te,3,0.0003,-25.0,-25.0
name:tl,3,0.0003,-25.0,-25.0
name:ug,3,0.0003,-25.0,-25.0
name:uk,3,0.0003,-50.0,-50.0
name:ur,3,0.0003,-25.0,-25.0
name:uz,3,0.0003,-25.0,-25.0
name:yi,3,0.0003,-25.0,-25.0
note:segment,3,0.0003,-97.4359,-97.4359
parking:lane:left:parallel,3,0.0003,200.0,200.0
payment:Amex,3,0.0003,200.0,200.0
payment:Checks,3,0.0003,200.0,200.0
payment:Discover,3,0.0003,200.0,200.0
payment:MasterCard,3,0.0003,200.0,200.0
payment:Paypal,3,0.0003,200.0,200.0
payment:Visa,3,0.0003,200.0,200.0
payment:cards,3,0.0003,200.0,200.0
payment:check,3,0.0003,50.0,50.0
payment:cryptocurrencies,3,0.0003,200.0,200.0
payment:discover,3,0.0003,200.0,200.0
payment:electronic_purses,3,0.0003,200.0,200.0
payment:free,3,0.0003,200.0,200.0
plant:output:cold_water,3,0.0003,200.0,200.0
population:date,3,0.0003,-25.0,-25.0
population:source,3,0.0003,-25.0,-25.0
railway:name,3,0.0003,200.0,200.0
rooms,3,0.0003,200.0,200.0
route_ref,3,0.0003,200.0,200.0
sac_scale,3,0.0003,-81.25,-81.25
seamark:light:character,3,0.0003,200.0,200.0
seamark:light:colour,3,0.0003,200.0,200.0
seamark:light:period,3,0.0003,200.0,200.0
service:bicycle:Bicycle_Sales_and_Service,3,0.0003,200.0,200.0
service:bicycle:clothing,3,0.0003,200.0,200.0
service:bicycle:dealer,3,0.0003,200.0,200.0
service:bicycle:mtb,3,0.0003,200.0,200.0
service:bicycle:parts,3,0.0003,200.0,200.0
service:vehicle:inspection,3,0.0003,200.0,200.0
service:vehicle:oil_change,3,0.0003,200.0,200.0
ship:type,3,0.0003,0.0,0.0
stars,3,0.0003,200.0,200.0
swimming_pool,3,0.0003,200.0,200.0
tiger:name_direction_prefixsS,3,0.0003,200.0,200.0
traffic_sign:direction,3,0.0003,200.0,200.0
traffic_sign:forward,3,0.0003,200.0,200.0
urgent_care,3,0.0003,200.0,200.0
url,3,0.0003,200.0,200.0
vending,3,0.0003,200.0,200.0
FIXME:ref,2,0.0002,100.0,100.0
Facebook,2,0.0002,100.0,100.0
Phone,2,0.0002,-77.7778,-77.7778
Servcies,2,0.0002,100.0,100.0
Services,2,0.0002,100.0,100.0
Tags,2,0.0002,100.0,100.0
Timings,2,0.0002,100.0,100.0
abandoned:railway,2,0.0002,100.0,100.0
alt_name_1,2,0.0002,100.0,100.0
amenity_2,2,0.0002,100.0,100.0
atv:sales,2,0.0002,100.0,100.0
baby,2,0.0002,100.0,100.0
beer_garden,2,0.0002,100.0,100.0
boat:rental,2,0.0002,100.0,100.0
bridge:support,2,0.0002,100.0,100.0
