key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
highway,64498,12.9192,0.0,0.0
name,32989,6.6078,0.0,0.0
tiger:county,27856,5.5797,0.0,0.0
tiger:cfcc,27738,5.556,0.0,0.0
power,26900,5.3882,0.0,0.0
tiger:reviewed,20606,4.1275,0.0,0.0
tiger:name_base,17500,3.5053,0.0,0.0
material,16444,3.2938,0.0,0.0
oneway,14474,2.8992,0.0,0.0
tiger:name_type,14461,2.8966,0.0,0.0
tiger:zip_left,9600,1.9229,0.0,0.0
service,9504,1.9037,0.0,0.0
tiger:zip_right,8750,1.7527,0.0,0.0
building,8028,1.608,0.0,0.0
railway,7686,1.5395,0.0,0.0
surface,6362,1.2743,0.0,0.0
lanes,4805,0.9625,0.0,0.0
ref,4379,0.8771,0.0,0.0
tiger:name_base_1,4203,0.8419,0.0,0.0
gauge,3917,0.7846,0.0,0.0
amenity,3282,0.6574,0.0,0.0
addr:state,3059,0.6127,0.0,0.0
is_in,2663,0.5334,0.0,0.0
addr:city,2484,0.4976,0.0,0.0
addr:street,2461,0.4929,0.0,0.0
access,2366,0.4739,0.0,0.0
addr:housenumber,2350,0.4707,0.0,0.0
addr:postcode,2316,0.4639,0.0,0.0
frequency,2257,0.4521,0.0,0.0
voltage,2250,0.4507,0.0,0.0
source,2043,0.4092,0.0,0.0
cables,1994,0.3994,0.0,0.0
landuse,1958,0.3922,0.0,0.0
leisure,1862,0.373,0.0,0.0
maxspeed,1719,0.3443,0.0,0.0
tiger:name_direction_prefix,1659,0.3323,0.0,0.0
layer,1639,0.3283,0.0,0.0
turn:lanes,1605,0.3215,0.0,0.0
tiger:name_type_1,1571,0.3147,0.0,0.0
bridge,1543,0.3091,0.0,0.0
operator,1531,0.3067,0.0,0.0
natural,1507,0.3019,0.0,0.0
old_ref,1413,0.283,0.0,0.0
name_1,1173,0.235,0.0,0.0
barrier,1122,0.2247,0.0,0.0
ele,1071,0.2145,0.0,0.0
bicycle,1052,0.2107,0.0,0.0
aeroway,1033,0.2069,0.0,0.0
foot,843,0.1689,0.0,0.0
circuits,828,0.1659,0.0,0.0
waterway,797,0.1596,0.0,0.0
NHS,742,0.1486,0.0,0.0
boundary,709,0.142,0.0,0.0
gnis:feature_id,708,0.1418,0.0,0.0
admin_level,679,0.136,0.0,0.0
phone,670,0.1342,0.0,0.0
gnis:created,663,0.1328,0.0,0.0
line,657,0.1316,0.0,0.0
website,629,0.126,0.0,0.0
border_type,627,0.1256,0.0,0.0
