key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,709,21.6027,70800.0,70800.0
amenity,school,609,18.5558,60800.0,60800.0
amenity,fast_food,281,8.5619,28000.0,28000.0
amenity,restaurant,254,7.7392,25300.0,25300.0
amenity,Convenience Store;Gas Station,199,6.0634,19800.0,19800.0
amenity,fuel,160,4.8751,15900.0,15900.0
amenity,grave_yard,158,4.8141,15700.0,15700.0
amenity,place_of_worship,125,3.8087,12400.0,12400.0
amenity,fountain,79,2.4071,7800.0,7800.0
amenity,bench,62,1.8891,6100.0,6100.0
amenity,bank,50,1.5235,4900.0,4900.0
amenity,pharmacy,44,1.3406,4300.0,4300.0
amenity,cafe,38,1.1578,3700.0,3700.0
amenity,toilets,37,1.1274,3600.0,3600.0
amenity,shelter,36,1.0969,3500.0,3500.0
amenity,fire_station,32,0.975,3100.0,3100.0
amenity,hospital,28,0.8531,2700.0,2700.0
amenity,drinking_water,27,0.8227,2600.0,2600.0
amenity,Family Restaurant,22,0.6703,2100.0,2100.0
amenity,bar,19,0.5789,1800.0,1800.0
amenity,parking_space,18,0.5484,1700.0,1700.0
amenity,police,18,0.5484,1700.0,1700.0
amenity,community_centre,15,0.457,1400.0,1400.0
amenity,doctors,15,0.457,1400.0,1400.0
amenity,library,15,0.457,1400.0,1400.0
amenity,clinic,14,0.4266,1300.0,1300.0
amenity,dentist,14,0.4266,1300.0,1300.0
amenity,prison,14,0.4266,1300.0,1300.0
amenity,Furniture Store,13,0.3961,1200.0,1200.0
amenity,car_wash,13,0.3961,1200.0,1200.0
amenity,cinema,13,0.3961,1200.0,1200.0
amenity,Furniture Store;Mattress Store;Bedroom Furniture Store;Children's Furniture Store;Outdoor Furniture Store,12,0.3656,1100.0,1100.0
amenity,post_office,12,0.3656,1100.0,1100.0
amenity,Family Restaurant;Restaurant;Southern Restaurant (US);Traditional American Restaurant,11,0.3352,1000.0,1000.0
amenity,theatre,11,0.3352,1000.0,1000.0
amenity,courthouse,9,0.2742,800.0,800.0
amenity,car_rental,8,0.2438,700.0,700.0
amenity,pub,7,0.2133,600.0,600.0
amenity,atm,6,0.1828,500.0,500.0
amenity,charging_station,5,0.1523,400.0,400.0
amenity,college,5,0.1523,400.0,400.0
amenity,ice_cream,5,0.1523,400.0,400.0
amenity,social_facility,5,0.1523,400.0,400.0
amenity,Portable Toilet Supplier;Trailer Rental Service;Construction Equipment Supplier;Fence Contractor,4,0.1219,300.0,300.0
amenity,bbq,4,0.1219,300.0,300.0
amenity,townhall,4,0.1219,300.0,300.0
amenity,university,4,0.1219,300.0,300.0
amenity,post_box,3,0.0914,200.0,200.0
amenity,recycling,3,0.0914,200.0,200.0
amenity,storage,3,0.0914,200.0,200.0
amenity,veterinary,3,0.0914,200.0,200.0
amenity,waste_basket,3,0.0914,200.0,200.0
amenity,childcare,2,0.0609,100.0,100.0
amenity,food_court,2,0.0609,100.0,100.0
amenity,nightclub,2,0.0609,100.0,100.0
amenity,parking_entrance,2,0.0609,100.0,100.0
amenity,arts_centre,1,0.0305,0.0,0.0
amenity,bicycle_parking,1,0.0305,0.0,0.0
amenity,bicycle_rental,1,0.0305,0.0,0.0
amenity,bicycle_repair_station,1,0.0305,0.0,0.0
amenity,boat_storage,1,0.0305,0.0,0.0
amenity,bureau_de_change,1,0.0305,0.0,0.0
amenity,bus_station;parking,1,0.0305,0.0,0.0
amenity,casino,1,0.0305,0.0,0.0
amenity,dojo,1,0.0305,0.0,0.0
amenity,driving_school,1,0.0305,0.0,0.0
amenity,kindergarten,1,0.0305,0.0,0.0
amenity,marketplace,1,0.0305,0.0,0.0
amenity,ranger_station,1,0.0305,0.0,0.0
amenity,shop,1,0.0305,0.0,0.0
amenity,shopping,1,0.0305,0.0,0.0
amenity,swimming_pool,1,0.0305,0.0,0.0
building,yes,6071,75.6228,607000.0,607000.0
building,house,767,9.5541,76600.0,76600.0
building,apartments,192,2.3916,19100.0,19100.0
building,school,177,2.2048,17600.0,17600.0
building,residential,163,2.0304,16200.0,16200.0
building,roof,156,1.9432,15500.0,15500.0
building,retail,126,1.5695,12500.0,12500.0
building,commercial,93,1.1584,9200.0,9200.0
building,industrial,72,0.8969,7100.0,7100.0
