key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,2942,32.2871,294100.0,294100.0
amenity,restaurant,805,8.8345,80400.0,80400.0
amenity,school,732,8.0334,73100.0,73100.0
amenity,bench,569,6.2445,56800.0,56800.0
amenity,fountain,515,5.6519,51400.0,51400.0
amenity,fast_food,444,4.8727,44300.0,44300.0
amenity,place_of_worship,396,4.3459,39500.0,39500.0
amenity,shelter,356,3.9069,35500.0,35500.0
amenity,fuel,299,3.2814,29800.0,29800.0
amenity,waste_basket,226,2.4802,22500.0,22500.0
amenity,hospital,198,2.173,19700.0,19700.0
amenity,pharmacy,154,1.6901,15300.0,15300.0
amenity,toilets,108,1.1853,10700.0,10700.0
amenity,bank,105,1.1523,10400.0,10400.0
amenity,bar,97,1.0645,9600.0,9600.0
amenity,bbq,92,1.0097,9100.0,9100.0
amenity,cafe,69,0.7572,6800.0,6800.0
amenity,car_wash,65,0.7133,6400.0,6400.0
amenity,clinic,57,0.6255,5600.0,5600.0
amenity,bus_station,55,0.6036,5400.0,5400.0
amenity,drinking_water,52,0.5707,5100.0,5100.0
amenity,dentist,50,0.5487,4900.0,4900.0
amenity,doctors,44,0.4829,4300.0,4300.0
amenity,fire_station,44,0.4829,4300.0,4300.0
amenity,library,42,0.4609,4100.0,4100.0
amenity,post_office,39,0.428,3800.0,3800.0
amenity,atm,33,0.3622,3200.0,3200.0
amenity,community_centre,32,0.3512,3100.0,3100.0
amenity,police,29,0.3183,2800.0,2800.0
amenity,grave_yard,28,0.3073,2700.0,2700.0
amenity,college,27,0.2963,2600.0,2600.0
amenity,parking_space,24,0.2634,2300.0,2300.0
amenity,theatre,23,0.2524,2200.0,2200.0
amenity,bicycle_parking,22,0.2414,2100.0,2100.0
amenity,pub,22,0.2414,2100.0,2100.0
amenity,university,21,0.2305,2000.0,2000.0
amenity,veterinary,21,0.2305,2000.0,2000.0
amenity,social_facility,20,0.2195,1900.0,1900.0
amenity,post_box,19,0.2085,1800.0,1800.0
amenity,childcare,18,0.1975,1700.0,1700.0
amenity,townhall,15,0.1646,1400.0,1400.0
amenity,car_rental,14,0.1536,1300.0,1300.0
