period1,period2,key,kendall_rank_correlation,kendall_p_value,cosine_similarity,pearson_correlation,pearson_p_value
imm,post,building,1.0,1.0,0.961,1.0,1.0
imm,post,highway,0.0556,0.9194555,0.5782,0.1899,0.6245166438643532
imm,post,surface,0.0667,1.0,0.2338,-0.1627,0.7581093851662987
imm,post,amenity,0.3333,1.0,0.8442,0.4012,0.7372203850229818
imm,post,landuse,0.7143,0.0141369,0.9994,0.9993,9.449160084208707e-10
imm,post,waterway,0.9297,0.0005415,0.9863,0.983,2.062207209724582e-06
imm,post,natural,0.4444,0.1194389,0.4568,0.1784,0.6460029804768876
