start_date,creates,edits,deletes,total
2016-01-26,335,154,6,495
2016-01-27,20,1969,0,1989
2016-01-28,4143,434,84,4661
2016-01-29,1095,174,22,1291
2016-01-30,1084,693,164,1941
2016-01-31,263,22,0,285
2016-02-01,8119,743,255,9117
2016-02-02,2380,77,34,2491
2016-02-03,1284,32,0,1316
2016-02-04,150,11,80,241
2016-02-05,3147,131,6,3284
2016-02-06,386,329,48,763
2016-02-07,3,1,0,4
2016-02-08,45,6,0,51
2016-02-09,22,28,0,50
2016-02-10,1382,1611,176,3169
2016-02-11,3448,6021,2026,11495
2016-02-12,2623,356,150,3129
2016-02-13,15,4,4,23
2016-02-14,733,172,25,930
2016-02-15,1762,184,34,1980
2016-02-16,214,73,0,287
2016-02-17,639,64,11,714
2016-02-18,318,233,54,605
2016-02-19,13046,218,1140,14404
2016-02-20,10,2,0,12
2016-02-21,4,9,7,20
2016-02-22,340,74,100,514
2016-02-23,186,56,12,254
2016-02-24,593,212,27,832
2016-02-25,930,503,587,2020
2016-02-26,9,3,45,57
2016-02-27,329,839,282,1450
2016-02-28,1,1,0,2
2016-02-29,14,17,43,74
2016-03-01,303,108,9,420
2016-03-02,401,508,56,965
2016-03-03,7,5,18,30
2016-03-04,529,307,200,1036
2016-03-05,1898,1482,294,3674
2016-03-06,730,1557,42,2329
2016-03-07,1391,450,161,2002
2016-03-08,1428,189,127,1744
2016-03-09,3470,1077,1195,5742
2016-03-10,6121,1524,1063,8708
2016-03-11,4608,2544,755,7907
2016-03-12,16,16,0,32
2016-03-13,8,31,1,40
2016-03-14,336,198,108,642
2016-03-15,175,53,6,234
2016-03-16,179,16,0,195
2016-03-17,753,305,208,1266
2016-03-18,4557,211,343,5111
2016-03-19,2,10,0,12
2016-03-20,90,5,0,95
2016-03-21,543,172,447,1162
2016-03-22,1116,447,389,1952
2016-03-23,275,43,45,363
2016-03-24,1577,200,321,2098
2016-03-25,799,3,4,806
2016-03-26,4,3,0,7
2016-03-27,1,1,0,2
2016-03-28,149,55,219,423
2016-03-29,92,11,0,103
2016-03-30,1558,994,1353,3905
2016-03-31,1007,159,513,1679
2016-04-01,2167,287,40,2494
2016-04-02,2413,160,30,2603
2016-04-03,1,0,58,59
2016-04-04,562,684,66,1312
2016-04-05,31,3,0,34
2016-04-06,6,1,0,7
2016-04-07,9,4,0,13
2016-04-08,103,349,16,468
2016-04-09,3,0,0,3
2016-04-10,9,104,35,148
2016-04-11,5,2,0,7
2016-04-12,697,1036,202,1935
2016-04-13,7,17,5,29
2016-04-14,20,459,1531,2010
2016-04-15,137,818,523,1478
2016-04-16,5,0,0,5
2016-04-17,6,11,0,17
2016-04-18,98,868,334,1300
2016-04-19,140,1170,781,2091
2016-04-20,377,445,78,900
2016-04-21,286,898,65,1249
2016-04-22,112,374,5,491
2016-04-23,5,6,0,11
2016-04-24,3,1,0,4
2016-04-25,300,63,131,494
2016-04-26,78,206,0,284
2016-04-27,223,755,5,983
2016-04-28,156,867,16,1039
2016-04-29,229,907,98,1234
2016-04-30,4,4,0,8
2016-05-01,4,0,0,4
2016-05-02,596,1430,91,2117
2016-05-03,511,1509,37,2057
2016-05-04,87,226,0,313
2016-05-05,137,570,12,719
2016-05-06,219,643,53,915
2016-05-07,47,38,3,88
2016-05-08,4,0,0,4
2016-05-09,365,941,39,1345
2016-05-10,137,514,3,654
2016-05-11,1589,335,9,1933
2016-05-12,155,481,14,650
2016-05-13,94,188,14,296
2016-05-14,4,0,0,4
2016-05-15,3,2,0,5
2016-05-16,149,679,48,876
2016-05-17,447,952,54,1453
2016-05-18,226,353,65,644
2016-05-19,123,264,7,394
2016-05-20,199,371,71,641
2016-05-21,2,1,0,3
2016-05-22,4,1,0,5
2016-05-23,655,1664,209,2528
2016-05-24,1175,1941,196,3312
2016-05-25,979,1572,255,2806
2016-05-26,5311,1204,63,6578
2016-05-27,766,933,4,1703
2016-05-28,1,2,0,3
2016-05-29,2,2,0,4
2016-05-30,581,1151,42,1774
2016-05-31,654,836,39,1529
2016-06-01,294,249,13,556
2016-06-02,149,112,0,261
2016-06-03,128,274,3,405
2016-06-04,3,3,0,6
2016-06-05,1,0,0,1
2016-06-06,888,525,209,1622
2016-06-07,935,609,283,1827
2016-06-08,6,4,10,20
2016-06-09,1,1,0,2
2016-06-10,4,0,0,4
2016-06-11,4,1,0,5
2016-06-12,2,1,0,3
2016-06-13,5,0,0,5
2016-06-14,4,1,4,9
2016-06-15,228,12,4,244
2016-06-16,4,1,0,5
2016-06-17,7,32,0,39
2016-06-18,6,10,0,16
2016-06-19,36,82,27,145
2016-06-20,7,3,0,10
2016-06-21,964,833,361,2158
2016-06-22,23,16,0,39
2016-06-23,108,1,4,113
2016-06-24,5,11,0,16
2016-06-25,3,7,0,10
2016-06-26,10,2,6,18
2016-06-27,7,1,0,8
2016-06-28,391,706,154,1251
2016-06-29,3,4,0,7
2016-06-30,8,2,0,10
2016-07-01,444,6,2,452
2016-07-02,23,42,2,67
2016-07-03,52,146,0,198
2016-07-04,2,0,0,2
2016-07-05,28,17,0,45
2016-07-06,1209,802,731,2742
2016-07-07,1031,281,0,1312
2016-07-08,395,79,35,509
2016-07-09,1,3,0,4
2016-07-10,3,0,0,3
2016-07-11,547,124,7,678
2016-07-12,19,1,0,20
2016-07-13,1053,167,411,1631
2016-07-14,4,0,0,4
2016-07-15,7,0,0,7
2016-07-16,4,1,5,10
2016-07-17,7,0,0,7
2016-07-18,2,3,0,5
2016-07-19,3,3,0,6
2016-07-20,5,2,0,7
2016-07-21,1578,1415,50,3043
2016-07-22,466,582,43,1091
2016-07-23,70,4,4,78
2016-07-24,538,644,28,1210
2016-07-25,663,623,23,1309
2016-07-26,1538,1109,89,2736
2016-07-27,380,645,151,1176
2016-07-28,556,641,65,1262
2016-07-29,206,395,43,644
2016-07-30,6,0,0,6
2016-07-31,3,0,0,3
2016-08-01,549,474,28,1051
2016-08-02,361,708,25,1094
2016-08-03,8442,840,63,9345
2016-08-04,858,399,9,1266
2016-08-05,539,515,17,1071
2016-08-06,4,2,0,6
2016-08-07,11,1,0,12
2016-08-08,3,1,0,4
2016-08-09,498,219,11,728
2016-08-10,2249,361,10,2620
2016-08-11,1960,159,66,2185
2016-08-12,1436,53,3,1492
2016-08-13,3,1,0,4
2016-08-14,6,4,0,10
2016-08-15,2,2,0,4
2016-08-16,2,1,0,3
2016-08-17,150,15,3,168
2016-08-18,1222,434,1,1657
2016-08-19,972,194,5,1171
2016-08-20,5,2,0,7
2016-08-21,9,4,0,13
2016-08-22,3,4,0,7
2016-08-23,14,2361,2,2377
2016-08-24,658,281,18,957
2016-08-25,323,85,30,438
2016-08-26,694,443,20,1157
2016-08-27,3,1,0,4
2016-08-28,29,9,0,38
2016-08-29,950,382,116,1448
2016-08-30,1,0,5,6
2016-08-31,869,153,7,1029
2016-09-01,6,1,0,7
2016-09-02,1805,1019,63,2887
2016-09-03,5,11,1,17
2016-09-04,2,2,0,4
2016-09-05,28,2,0,30
2016-09-06,437,306,12,755
2016-09-07,1954,833,6,2793
2016-09-08,20,3,1,24
2016-09-09,1506,421,1,1928
2016-09-10,3,7,5,15
2016-09-11,4,8,33,45
2016-09-12,7,1,0,8
2016-09-13,8,1,0,9
2016-09-14,3,11,0,14
2016-09-15,369,98,15,482
2016-09-16,4,5,0,9
2016-09-17,2,1,0,3
2016-09-18,3,1902,0,1905
2016-09-19,6,2,0,8
2016-09-20,4,0,0,4
2016-09-21,512,689,29,1230
2016-09-22,22,24,0,46
2016-09-23,19572,5963,690,26225
2016-09-24,6,25,2,33
2016-09-25,8,25,8,41
2016-09-26,3,1248,0,1251
2016-09-27,227,0,0,227
2016-09-28,1098,31,0,1129
2016-09-29,2232,548,12,2792
2016-09-30,9986,2555,154,12695
2016-10-01,217,10,0,227
2016-10-02,70774,4190,743,75707
2016-10-03,141787,8160,2353,152300
2016-10-04,415060,41389,7839,464288
2016-10-05,286368,39887,7499,333754
2016-10-06,236429,34123,8470,279022
2016-10-07,198030,38846,18426,255302
2016-10-08,175647,26557,6319,208523
2016-10-09,129853,20939,3141,153933
2016-10-10,159658,21719,6878,188255
2016-10-11,155830,24234,4202,184266
2016-10-12,172181,40390,12113,224684
2016-10-13,368188,30691,9922,408801
2016-10-14,38975,21886,5549,66410
2016-10-15,26839,14038,2972,43849
2016-10-16,9683,10246,6641,26570
2016-10-17,13685,8305,1652,23642
2016-10-18,35587,8160,1616,45363
2016-10-19,50446,11278,1694,63418
2016-10-20,20253,3144,881,24278
2016-10-21,49887,11153,1705,62745
2016-10-22,5672,4373,796,10841
2016-10-23,29435,5835,1467,36737
2016-10-24,31294,14877,5157,51328
2016-10-25,30373,17824,6857,55054
2016-10-26,11606,15059,1879,28544
2016-10-27,9945,9748,2034,21727
2016-10-28,8660,8467,1209,18336
2016-10-29,7751,2406,658,10815
2016-10-30,2702,1663,471,4836
2016-10-31,2608,1829,292,4729
2016-11-01,2574,2102,276,4952
2016-11-02,2731,2093,92,4916
2016-11-03,1228,637,19,1884
2016-11-04,5256,1311,183,6750
2016-11-05,12819,3855,317,16991
2016-11-06,5463,2806,965,9234
2016-11-07,3530,1001,52,4583
2016-11-08,1790,1186,346,3322
2016-11-09,3318,2008,340,5666
2016-11-10,16520,1996,576,19092
2016-11-11,910,867,41,1818
2016-11-12,678,204,19,901
2016-11-13,1298,1332,77,2707
2016-11-14,1213,1230,120,2563
2016-11-15,1786,1187,97,3070
2016-11-16,2210,1019,211,3440
2016-11-17,3689,15176,138,19003
2016-11-18,2142,1741,161,4044
2016-11-19,1809,1101,30,2940
2016-11-20,89,2547,5,2641
2016-11-21,334,398,135,867
2016-11-22,63,458,28,549
2016-11-23,2325,1432,108,3865
2016-11-24,682,921,96,1699
2016-11-25,1223,937,42,2202
2016-11-26,2661,466,65,3192
2016-11-27,6,38,24,68
2016-11-28,118,433,16,567
2016-11-29,30199,2192,2317,34708
2016-11-30,26823,4074,3430,34327
2016-12-01,24084,5353,929,30366
2016-12-02,9116,1627,1094,11837
2016-12-03,7562,576,202,8340
2016-12-04,10770,1238,468,12476
2016-12-05,3258,637,375,4270
2016-12-06,28023,3622,1135,32780
2016-12-07,11009,2584,384,13977
2016-12-08,10619,1416,1044,13079
2016-12-09,26435,3455,1010,30900
2016-12-10,6547,1028,791,8366
2016-12-11,6172,1760,900,8832
2016-12-12,10896,2139,1062,14097
2016-12-13,14470,2559,1124,18153
2016-12-14,9012,990,508,10510
2016-12-15,5313,1584,1036,7933
2016-12-16,2136,961,148,3245
2016-12-17,295,539,39,873
2016-12-18,1195,1638,225,3058
2016-12-19,2016,2420,183,4619
2016-12-20,7882,4716,3129,15727
2016-12-21,3436,1891,259,5586
2016-12-22,2848,1022,139,4009
2016-12-23,630,261,64,955
2016-12-24,3088,2779,165,6032
2016-12-25,2101,1925,509,4535
2016-12-26,2708,1460,170,4338
2016-12-27,1551,693,43,2287
2016-12-28,885,546,67,1498
2016-12-29,1928,1105,39,3072
2016-12-30,2620,2685,107,5412
2016-12-31,3034,1751,98,4883
2017-01-01,914,507,15,1436
2017-01-02,1024,477,151,1652
2017-01-03,3324,1479,671,5474
2017-01-04,589,510,12,1111
2017-01-05,827,437,24,1288
2017-01-06,159,359,17,535
2017-01-07,3351,2572,126,6049
2017-01-08,2713,2444,466,5623
2017-01-09,2651,2030,82,4763
2017-01-10,3371,1662,71,5104
2017-01-11,1230,1828,20,3078
2017-01-12,1714,2995,77,4786
2017-01-13,1634,987,179,2800
2017-01-14,161,56,99,316
2017-01-15,1295,1338,71,2704
2017-01-16,347,349,42,738
2017-01-17,2534,1854,142,4530
2017-01-18,922,1271,73,2266
2017-01-19,1569,933,39,2541
2017-01-20,1173,1056,49,2278
2017-01-21,115,49,19,183
2017-01-22,4,5,0,9
2017-01-23,538,412,101,1051
2017-01-24,342,302,8,652
2017-01-25,844,403,67,1314
2017-01-26,2437,1046,362,3845
2017-01-27,281,3,0,284
2017-01-28,306,134,52,492
2017-01-29,13,22,9,44
2017-01-30,569,303,120,992
2017-01-31,707,749,122,1578
2017-02-01,904,463,112,1479
2017-02-02,814,178,36,1028
2017-02-03,261,266,4,531
2017-02-04,6,6,0,12
2017-02-05,1,3,0,4
2017-02-06,1362,1192,52,2606
2017-02-07,659,296,26,981
2017-02-08,12969,2357,551,15877
2017-02-09,1316,647,108,2071
2017-02-10,1690,715,123,2528
2017-02-11,3,4,0,7
2017-02-12,1729,471,52,2252
2017-02-13,386,197,7,590
2017-02-14,717,380,16,1113
2017-02-15,687,321,53,1061
2017-02-16,28,43,176,247
2017-02-17,519,234,109,862
2017-02-18,4,0,0,4
2017-02-19,1430,227,121,1778
2017-02-20,3050,846,977,4873
2017-02-21,542,782,63,1387
2017-02-22,2650,2920,822,6392
2017-02-23,2801,1656,345,4802
2017-02-24,954,401,75,1430
2017-02-25,251,934,11,1196
2017-02-26,920,2174,296,3390
2017-02-27,318,80,29,427
2017-02-28,2887,2096,144,5127
2017-03-01,1738,1631,695,4064
2017-03-02,256,195,16,467
2017-03-03,1143,1489,311,2943
2017-03-04,2406,1129,102,3637
2017-03-05,580,208,16,804
2017-03-06,626,928,52,1606
2017-03-07,606,344,41,991
2017-03-08,488,789,115,1392
2017-03-09,23,14,1,38
2017-03-10,29,46,0,75
2017-03-11,5,20,3,28
2017-03-12,2,7,2,11
2017-03-13,100,72,107,279
2017-03-14,7,3,0,10
2017-03-15,424,40,55,519
2017-03-16,2344,450,19,2813
2017-03-17,1138,679,61,1878
2017-03-18,546,955,309,1810
2017-03-19,4,8,0,12
2017-03-20,99,78,14,191
2017-03-21,25,16,3,44
2017-03-22,7,16,0,23
2017-03-23,234,29,1,264
2017-03-24,22,216,311,549
2017-03-25,5,2,0,7
2017-03-26,1096,37,8,1141
2017-03-27,143,101,2,246
2017-03-28,7,2,0,9
2017-03-29,3,2,0,5
2017-03-30,90,15,1,106
2017-03-31,39,38,28,105
2017-04-01,1075,374,99,1548
2017-04-02,1,11,4,16
2017-04-03,32,24,0,56
2017-04-04,1,8,2,11
2017-04-05,327,12,0,339
2017-04-06,21,2,4,27
2017-04-07,21,27,4,52
2017-04-08,4,11,8,23
2017-04-09,25,2,0,27
2017-04-10,424,147,281,852
2017-04-11,10,55,7,72
2017-04-12,4367,221,39,4627
2017-04-13,1536,323,21,1880
2017-04-14,152,29,1,182
2017-04-15,6849,383,65,7297
2017-04-16,758,61,4,823
2017-04-17,8,74,0,82
2017-04-18,3486,257,83,3826
2017-04-19,2291,551,59,2901
2017-04-20,1426,275,59,1760
2017-04-21,824,93,23,940
2017-04-22,1254,168,63,1485
2017-04-23,659,544,108,1311
2017-04-24,754,897,106,1757
2017-04-25,1541,7,0,1548
2017-04-26,6,2,0,8
2017-04-27,182,612,136,930
2017-04-28,1016,541,182,1739
2017-04-29,225,4,2,231
2017-04-30,11,62,13,86
2017-05-01,2490,133,46,2669
2017-05-02,21,198,34,253
2017-05-03,177,15,21,213
2017-05-04,113,82,25,220
2017-05-05,58,26,12,96
2017-05-06,5,0,0,5
2017-05-07,5,4,0,9
2017-05-08,92,385,135,612
2017-05-09,9,52,28,89
2017-05-10,5,52,77,134
2017-05-11,3,14,3,20
2017-05-12,9,15,6,30
2017-05-13,8,10,0,18
2017-05-14,5,19,13,37
2017-05-15,24,391,11,426
2017-05-16,23,66,28,117
2017-05-17,12,26,19,57
2017-05-18,7,23,5,35
2017-05-19,327,187,37,551
2017-05-20,11,6,0,17
2017-05-21,3,3,0,6
2017-05-22,2135,6568,191,8894
2017-05-23,1562,334,46,1942
2017-05-24,562,182,93,837
2017-05-25,24,3,1,28
2017-05-26,12,11,0,23
2017-05-27,31,45,8,84
2017-05-28,4,4,2,10
2017-05-29,6,6,2,14
2017-05-30,8,2,0,10
2017-05-31,17,2,3,22
2017-06-01,7,6,0,13
2017-06-02,10,9,3,22
2017-06-03,37,12,0,49
2017-06-04,4,0,0,4
2017-06-05,18,9,2,29
2017-06-06,2151,1,1,2153
2017-06-07,11,15,5,31
2017-06-08,88,34,2,124
2017-06-09,8,14,3,25
2017-06-10,4,3,0,7
2017-06-11,1,1,0,2
2017-06-12,368,1167,397,1932
2017-06-13,4,5,0,9
2017-06-14,155,459,39,653
2017-06-15,9,27,3,39
2017-06-16,13,2,2,17
2017-06-17,6,4,1,11
2017-06-18,7,14,0,21
2017-06-19,6,7,0,13
2017-06-20,5,2,0,7
2017-06-21,4,1,0,5
2017-06-22,82,9,0,91
2017-06-23,11,13,2,26
2017-06-24,1,5,0,6
2017-06-25,1,5,0,6
2017-06-26,54,55,4,113
2017-06-27,50,59,0,109
2017-06-28,7,1,0,8
2017-06-29,1,0,0,1
2017-06-30,27,118,31,176
2017-07-01,386,198,59,643
2017-07-02,219,1517,69,1805
2017-07-03,5,1,0,6
2017-07-04,1,1,0,2
2017-07-05,8,19,3,30
2017-07-06,6,1,0,7
2017-07-07,23,146,111,280
2017-07-08,10,1,0,11
2017-07-09,12,158,233,403
2017-07-10,6,0,0,6
2017-07-11,10,122,7,139
2017-07-12,2414,107,3,2524
2017-07-13,27,105,74,206
2017-07-14,3,15,0,18
2017-07-15,0,7,0,7
2017-07-16,0,0,0,0
2017-07-17,8125,231,239,8595
2017-07-18,5,2,2,9
2017-07-19,165,135,12,312
2017-07-20,5,1,0,6
2017-07-21,3,5,13,21
2017-07-22,17,1,4,22
2017-07-23,2,0,7,9
2017-07-24,16,27,0,43
2017-07-25,5,3,0,8
2017-07-26,2218,433,0,2651
2017-07-27,8289,2205,22,10516
2017-07-28,109,16,0,125
2017-07-29,2,0,0,2
2017-07-30,243,5,0,248
2017-07-31,2177,114,14,2305
2017-08-01,2271,84,1,2356
2017-08-02,968,370,24,1362
2017-08-03,6932,320,83,7335
2017-08-04,10468,245,9,10722
2017-08-05,66,14,36,116
2017-08-06,4861,24,0,4885
2017-08-07,111,23,0,134
2017-08-08,34,113,3,150
2017-08-09,2351,399,16,2766
2017-08-10,3360,99,42,3501
2017-08-11,2501,98,156,2755
2017-08-12,13,8,0,21
2017-08-13,68,9,0,77
2017-08-14,5522,210,93,5825
2017-08-15,4,1,0,5
2017-08-16,4608,359,101,5068
2017-08-17,39,31,0,70
2017-08-18,333,1345,24,1702
2017-08-19,1009,84,3,1096
2017-08-20,3739,753,92,4584
2017-08-21,2660,238,6,2904
2017-08-22,3035,67,4,3106
2017-08-23,330,106,7,443
2017-08-24,2450,228,74,2752
2017-08-25,1144,1741,85,2970
2017-08-26,16,44,0,60
2017-08-27,22,8,1,31
2017-08-28,585,118,3,706
2017-08-29,5,3,4,12
2017-08-30,99,11,38,148
2017-08-31,130,252,25,407
2017-09-01,1084,214,47,1345
2017-09-02,5,1,0,6
2017-09-03,2,4,0,6
2017-09-04,226,106,327,659
2017-09-05,173,141,39,353
2017-09-06,14,99,4,117
2017-09-07,506,93,43,642
2017-09-08,843,86,3,932
2017-09-09,5,0,0,5
2017-09-10,8,4,0,12
2017-09-11,6,62,0,68
2017-09-12,107,58,3,168
2017-09-13,919,78,78,1075
2017-09-14,748,410,2136,3294
2017-09-15,8,20,21,49
2017-09-16,57,53,1149,1259
2017-09-17,2501,404,1350,4255
2017-09-18,132,0,0,132
2017-09-19,149,11,0,160
2017-09-20,19,16,0,35
2017-09-21,70,66,0,136
2017-09-22,1418,26,7,1451
2017-09-23,6,3,0,9
2017-09-24,0,0,0,0
2017-09-25,2316,13,0,2329
2017-09-26,7,1,31,39
2017-09-27,39,13,42,94
2017-09-28,75,13,0,88
2017-09-29,11807,1050,577,13434
2017-09-30,4,4,0,8
2017-10-01,3,1,0,4
2017-10-02,634,168,2,804
2017-10-03,1128,127,135,1390
2017-10-04,0,0,0,0
total,4126452,1002896,265585,5394933
