start_date,creates,edits,deletes,total
2009-01-12,52,2299,146,2497
2009-01-13,2,2,0,4
2009-01-14,0,7,0,7
2009-01-15,0,0,0,0
2009-01-16,0,1,0,1
2009-01-17,0,4,0,4
2009-01-18,1,1,0,2
2009-01-19,0,0,0,0
2009-01-20,6,0,0,6
2009-01-21,0,2,0,2
2009-01-22,1,0,0,1
2009-01-23,0,0,0,0
2009-01-24,0,0,0,0
2009-01-25,0,0,0,0
2009-01-26,3,0,0,3
2009-01-27,0,5,0,5
2009-01-28,0,1,0,1
2009-01-29,0,0,0,0
2009-01-30,1,0,0,1
2009-01-31,1,0,0,1
2009-02-01,0,0,0,0
2009-02-02,0,3,0,3
2009-02-03,0,1,1,2
2009-02-04,0,2,0,2
2009-02-05,1,3,0,4
2009-02-06,8,11320,233,11561
2009-02-07,9,16,0,25
2009-02-08,2,1,0,3
2009-02-09,1,5,0,6
2009-02-10,4,15,54,73
2009-02-11,0,7,0,7
2009-02-12,0,0,0,0
2009-02-13,3,3,0,6
2009-02-14,1,4,0,5
2009-02-15,1,109,0,110
2009-02-16,1,1,0,2
2009-02-17,1,2,0,3
2009-02-18,1,29,0,30
2009-02-19,1,186,0,187
2009-02-20,0,0,0,0
2009-02-21,0,0,0,0
2009-02-22,4,11,0,15
2009-02-23,1,2,0,3
2009-02-24,0,0,0,0
2009-02-25,0,0,0,0
2009-02-26,0,2,0,2
2009-02-27,6,191,0,197
2009-02-28,4,314,3,321
2009-03-01,2,19,0,21
2009-03-02,2,7,0,9
2009-03-03,0,61,0,61
2009-03-04,0,2,0,2
2009-03-05,1,6,0,7
2009-03-06,2,5,0,7
2009-03-07,1,3,0,4
2009-03-08,2,830,0,832
2009-03-09,0,0,0,0
2009-03-10,2,13,0,15
2009-03-11,0,0,0,0
2009-03-12,5,119,0,124
2009-03-13,0,2,0,2
2009-03-14,3,9,0,12
2009-03-15,0,1,0,1
2009-03-16,295,1,0,296
2009-03-17,4,0,0,4
2009-03-18,1,2,0,3
2009-03-19,1,6,0,7
2009-03-20,3,1,0,4
2009-03-21,15,8,0,23
2009-03-22,2,1,0,3
2009-03-23,1,4,0,5
2009-03-24,0,2,0,2
2009-03-25,30,2,0,32
2009-03-26,0,0,0,0
2009-03-27,0,1,0,1
2009-03-28,0,0,0,0
2009-03-29,0,1,0,1
2009-03-30,13,9,0,22
2009-03-31,0,4,0,4
2009-04-01,8,7,0,15
