key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,93496,13.6933,0.0,0.0
highway,9378,1.3735,0.0,0.0
name,1085,0.1589,0.0,0.0
surface,851,0.1246,0.0,0.0
landuse,728,0.1066,0.0,0.0
amenity,456,0.0668,0.0,0.0
layer,408,0.0598,0.0,0.0
source,319,0.0467,0.0,0.0
waterway,298,0.0436,0.0,0.0
building:roof,211,0.0309,0.0,0.0
ref,169,0.0248,0.0,0.0
building:levels,112,0.0164,0.0,0.0
natural,90,0.0132,0.0,0.0
railway,87,0.0127,0.0,0.0
place,81,0.0119,0.0,0.0
barrier,80,0.0117,0.0,0.0
addr:city,78,0.0114,0.0,0.0
description,62,0.0091,0.0,0.0
ford,62,0.0091,0.0,0.0
bridge,57,0.0083,0.0,0.0
fixme,51,0.0075,0.0,0.0
lanes,50,0.0073,0.0,0.0
gauge,47,0.0069,0.0,0.0
boat,43,0.0063,0.0,0.0
electrified,42,0.0062,0.0,0.0
tourism,42,0.0062,0.0,0.0
RA,40,0.0059,0.0,0.0
leisure,34,0.005,0.0,0.0
shop,34,0.005,0.0,0.0
religion,32,0.0047,0.0,0.0
addr:street,30,0.0044,0.0,0.0
oneway,25,0.0037,0.0,0.0
area,24,0.0035,0.0,0.0
foot,22,0.0032,0.0,0.0
opening_hours,20,0.0029,0.0,0.0
access,19,0.0028,0.0,0.0
service,19,0.0028,0.0,0.0
water,18,0.0026,0.0,0.0
addr:state,17,0.0025,0.0,0.0
construction,17,0.0025,0.0,0.0
horse,17,0.0025,0.0,0.0
intermittent,17,0.0025,0.0,0.0
bicycle,16,0.0023,0.0,0.0
motor_vehicle,16,0.0023,0.0,0.0
smoothness,16,0.0023,0.0,0.0
sport,16,0.0023,0.0,0.0
power,15,0.0022,0.0,0.0
website,15,0.0022,0.0,0.0
width,15,0.0022,0.0,0.0
wikidata,15,0.0022,0.0,0.0
office,14,0.0021,0.0,0.0
tunnel,14,0.0021,0.0,0.0
operator,13,0.0019,0.0,0.0
boundary,12,0.0018,0.0,0.0
maxspeed,11,0.0016,0.0,0.0
note,11,0.0016,0.0,0.0
admin_level,10,0.0015,0.0,0.0
healthcare,10,0.0015,0.0,0.0
height,10,0.0015,0.0,0.0
man_made,10,0.0015,0.0,0.0
denomination,9,0.0013,0.0,0.0
historic,9,0.0013,0.0,0.0
internet_access,9,0.0013,0.0,0.0
public_transport,9,0.0013,0.0,0.0
tracktype,9,0.0013,0.0,0.0
usage,9,0.0013,0.0,0.0
alt_name,8,0.0012,0.0,0.0
passenger_lines,8,0.0012,0.0,0.0
addr:postcode,7,0.001,0.0,0.0
building:material,7,0.001,0.0,0.0
bus,7,0.001,0.0,0.0
design,7,0.001,0.0,0.0
material,7,0.001,0.0,0.0
phone,7,0.001,0.0,0.0
residential,7,0.001,0.0,0.0
bicycle_parking,6,0.0009,0.0,0.0
cables,6,0.0009,0.0,0.0
footway,6,0.0009,0.0,0.0
frequency,6,0.0009,0.0,0.0
voltage,6,0.0009,0.0,0.0
air_conditioning,5,0.0007,0.0,0.0
type,5,0.0007,0.0,0.0
wikipedia,5,0.0007,0.0,0.0
addr:village,4,0.0006,0.0,0.0
bar,4,0.0006,0.0,0.0
building:condition,4,0.0006,0.0,0.0
craft,4,0.0006,0.0,0.0
crossing,4,0.0006,0.0,0.0
noexit,4,0.0006,0.0,0.0
operator:type,4,0.0006,0.0,0.0
parking,4,0.0006,0.0,0.0
service:bicycle:repair,4,0.0006,0.0,0.0
disused:railway,3,0.0004,0.0,0.0
drinking_water,3,0.0004,0.0,0.0
fee,3,0.0004,0.0,0.0
leaf_type,3,0.0004,0.0,0.0
lit,3,0.0004,0.0,0.0
name:de,3,0.0004,0.0,0.0
name:en,3,0.0004,0.0,0.0
name:ja,3,0.0004,0.0,0.0
