key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,233011,9.237,149.2203,149.2203
highway,42379,1.68,351.8981,351.8981
surface,16072,0.6371,1788.6016,1788.6016
waterway,5650,0.224,1795.9732,1795.9732
landuse,4761,0.1887,553.9835,553.9835
source,4123,0.1634,1192.4765,1192.4765
intermittent,2485,0.0985,14517.6471,14517.6471
building:levels,1692,0.0671,1410.7143,1410.7143
ford,1603,0.0635,2485.4839,2485.4839
name,1513,0.06,39.447,39.447
building:roof,1449,0.0574,586.7299,586.7299
building:material,1389,0.0551,19742.8571,19742.8571
status,1243,0.0493,41333.3333,41333.3333
source:date,938,0.0372,93700.0,93700.0
natural,821,0.0325,812.2222,812.2222
railway,675,0.0268,675.8621,675.8621
layer,663,0.0263,62.5,62.5
access,636,0.0252,3247.3684,3247.3684
wheelchair,616,0.0244,61500.0,61500.0
foot,576,0.0228,2518.1818,2518.1818
bicycle,542,0.0215,3287.5,3287.5
lit,520,0.0206,17233.3333,17233.3333
motor_vehicle,517,0.0205,3131.25,3131.25
ref,512,0.0203,202.9586,202.9586
width,505,0.02,3266.6667,3266.6667
motorcycle,504,0.02,50300.0,50300.0
fixme,402,0.0159,688.2353,688.2353
amenity,379,0.015,-16.886,-16.886
barrier,313,0.0124,291.25,291.25
smoothness,302,0.012,1787.5,1787.5
oneway,235,0.0093,840.0,840.0
bridge,234,0.0093,310.5263,310.5263
service,196,0.0078,931.5789,931.5789
note,179,0.0071,1527.2727,1527.2727
tunnel,176,0.007,1157.1429,1157.1429
lanes,172,0.0068,244.0,244.0
gauge,160,0.0063,240.4255,240.4255
operator:type,157,0.0062,3825.0,3825.0
electrified,154,0.0061,266.6667,266.6667
water,150,0.0059,733.3333,733.3333
condition,110,0.0044,10900.0,10900.0
boat,109,0.0043,153.4884,153.4884
maxspeed,105,0.0042,854.5455,854.5455
toilets:disposal,99,0.0039,9800.0,9800.0
informal,95,0.0038,9400.0,9400.0
sidewalk,89,0.0035,8800.0,8800.0
emergency,85,0.0034,8400.0,8400.0
shop,80,0.0032,135.2941,135.2941
unisex,74,0.0029,7300.0,7300.0
crossing,73,0.0029,1725.0,1725.0
seasonal,68,0.0027,6700.0,6700.0
leisure,63,0.0025,85.2941,85.2941
msfk,61,0.0024,6000.0,6000.0
shinsegaei&c,61,0.0024,6000.0,6000.0
usage,59,0.0023,555.5556,555.5556
place,57,0.0023,-29.6296,-29.6296
boundary,56,0.0022,366.6667,366.6667
passenger_lines,54,0.0021,575.0,575.0
residential,53,0.0021,657.1429,657.1429
area,51,0.002,112.5,112.5
Road,49,0.0019,4800.0,4800.0
construction,47,0.0019,176.4706,176.4706
supervised,45,0.0018,4400.0,4400.0
crossing:barrier,44,0.0017,2100.0,2100.0
road,43,0.0017,4200.0,4200.0
tracktype,42,0.0017,366.6667,366.6667
power,41,0.0016,173.3333,173.3333
operator,40,0.0016,207.6923,207.6923
frequency,34,0.0013,466.6667,466.6667
addr:city,33,0.0013,-57.6923,-57.6923
horse,33,0.0013,94.1176,94.1176
access:conditional,32,0.0013,3100.0,3100.0
opening_hours,32,0.0013,60.0,60.0
religion,32,0.0013,0.0,0.0
wikidata,31,0.0012,106.6667,106.6667
drinking_water,30,0.0012,900.0,900.0
admin_level,28,0.0011,180.0,180.0
operational_status,28,0.0011,2700.0,2700.0
voltage,28,0.0011,366.6667,366.6667
water_place_access,28,0.0011,2700.0,2700.0
water_place_durability,28,0.0011,2700.0,2700.0
water_supply,28,0.0011,2700.0,2700.0
water_purification,26,0.001,2500.0,2500.0
addr:street,24,0.001,-20.0,-20.0
cables,24,0.001,300.0,300.0
historic,24,0.001,166.6667,166.6667
tidal,24,0.001,2300.0,2300.0
denomination,21,0.0008,133.3333,133.3333
is_in,21,0.0008,950.0,950.0
pump,21,0.0008,600.0,600.0
toilets:position,21,0.0008,2000.0,2000.0
description,19,0.0008,-69.3548,-69.3548
livestock:housing,18,0.0007,1700.0,1700.0
RA,17,0.0007,-57.5,-57.5
disused:railway,17,0.0007,466.6667,466.6667
man_made,17,0.0007,70.0,70.0
wikipedia,17,0.0007,240.0,240.0
ele,16,0.0006,700.0,700.0
public_transport,16,0.0006,77.7778,77.7778
roof,16,0.0006,1500.0,1500.0
practicability,15,0.0006,1400.0,1400.0
train,15,0.0006,650.0,650.0
bridge:support,14,0.0006,1300.0,1300.0
tourism,14,0.0006,-66.6667,-66.6667
leaf_type,13,0.0005,333.3333,333.3333
trail_visibility,13,0.0005,1200.0,1200.0
website,11,0.0004,-26.6667,-26.6667
cutting,10,0.0004,900.0,900.0
destroyed:highway,10,0.0004,900.0,900.0
fence_type,10,0.0004,900.0,900.0
node,10,0.0004,900.0,900.0
tap,10,0.0004,900.0,900.0
abandoned:railway,9,0.0004,800.0,800.0
hiking,9,0.0004,800.0,800.0
leaf_cycle,9,0.0004,800.0,800.0
phone,9,0.0004,28.5714,28.5714
toilets:type,9,0.0004,800.0,800.0
building:part,8,0.0003,700.0,700.0
healthcare,8,0.0003,-20.0,-20.0
motorcar,8,0.0003,700.0,700.0
office,8,0.0003,-42.8571,-42.8571
parking,8,0.0003,100.0,100.0
alt_name,7,0.0003,-12.5,-12.5
sport,7,0.0003,-56.25,-56.25
crop,6,0.0002,200.0,200.0
footway,6,0.0002,0.0,0.0
genus,6,0.0002,500.0,500.0
height,6,0.0002,-40.0,-40.0
location,6,0.0002,500.0,500.0
produce,6,0.0002,500.0,500.0
species,6,0.0002,500.0,500.0
trees,6,0.0002,500.0,500.0
FIXME,5,0.0002,400.0,400.0
Nature,5,0.0002,400.0,400.0
attribution,5,0.0002,400.0,400.0
email,5,0.0002,400.0,400.0
embankment,5,0.0002,400.0,400.0
fee,5,0.0002,66.6667,66.6667
incline,5,0.0002,400.0,400.0
material,5,0.0002,-28.5714,-28.5714
population,5,0.0002,400.0,400.0
right:region,5,0.0002,400.0,400.0
addr:postcode,4,0.0002,-42.8571,-42.8571
hazard_prone,4,0.0002,300.0,300.0
hazard_type,4,0.0002,300.0,300.0
junction,4,0.0002,300.0,300.0
level,4,0.0002,300.0,300.0
name:en,4,0.0002,33.3333,33.3333
narrow,4,0.0002,300.0,300.0
pump:number,4,0.0002,300.0,300.0
source:hazard,4,0.0002,300.0,300.0
aeroway,3,0.0001,200.0,200.0
bar,3,0.0001,-25.0,-25.0
canoe,3,0.0001,200.0,200.0
cuisine,3,0.0001,50.0,50.0
female,3,0.0001,200.0,200.0
grassland,3,0.0001,200.0,200.0
internet_access,3,0.0001,-66.6667,-66.6667
male,3,0.0001,200.0,200.0
motorboat,3,0.0001,200.0,200.0
name:pt,3,0.0001,0.0,0.0
name:ru,3,0.0001,0.0,0.0
name:zh,3,0.0001,0.0,0.0
