key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
path,3,0.0001,200.0,200.0
payment:cash,3,0.0001,50.0,50.0
reservation,3,0.0001,200.0,200.0
rooms,3,0.0001,50.0,50.0
segregated,3,0.0001,200.0,200.0
service_times,3,0.0001,200.0,200.0
ship,3,0.0001,200.0,200.0
tactile_paving,3,0.0001,200.0,200.0
type,3,0.0001,-40.0,-40.0
usable,3,0.0001,200.0,200.0
wall,3,0.0001,200.0,200.0
Surface,2,0.0001,100.0,100.0
addr:housenumber,2,0.0001,0.0,0.0
building_1,2,0.0001,100.0,100.0
colour,2,0.0001,100.0,100.0
contact:facebook,2,0.0001,100.0,100.0
covered,2,0.0001,100.0,100.0
crossing:island,2,0.0001,100.0,100.0
culvert,2,0.0001,100.0,100.0
damage:landuse,2,0.0001,100.0,100.0
disused,2,0.0001,100.0,100.0
icao,2,0.0001,100.0,100.0
industrial,2,0.0001,100.0,100.0
internet_access:fee,2,0.0001,100.0,100.0
irrigation,2,0.0001,100.0,100.0
key,2,0.0001,100.0,100.0
name:de,2,0.0001,-33.3333,-33.3333
name:it,2,0.0001,0.0,0.0
name:ja,2,0.0001,-33.3333,-33.3333
name:ko,2,0.0001,100.0,100.0
noexit,2,0.0001,-50.0,-50.0
noname,2,0.0001,100.0,100.0
payment:credit_cards,2,0.0001,100.0,100.0
payment:debit_cards,2,0.0001,100.0,100.0
payment:maestro,2,0.0001,100.0,100.0
payment:visa,2,0.0001,0.0,0.0
payment:visa_electron,2,0.0001,100.0,100.0
restaurant,2,0.0001,100.0,100.0
route,2,0.0001,100.0,100.0
source:population,2,0.0001,100.0,100.0
start_date,2,0.0001,100.0,100.0
structure,2,0.0001,100.0,100.0
studio,2,0.0001,100.0,100.0
substance,2,0.0001,100.0,100.0
swimming_pool,2,0.0001,100.0,100.0
tower:type,2,0.0001,0.0,0.0
traffic_calming,2,0.0001,100.0,100.0
Condition,1,0.0,0.0,0.0
This,1,0.0,0.0,0.0
When,1,0.0,0.0,0.0
abandoned:man_made,1,0.0,0.0,0.0
alt_phone,1,0.0,0.0,0.0
architect,1,0.0,0.0,0.0
bicycle_parking,1,0.0,-83.3333,-83.3333
bin,1,0.0,0.0,0.0
brand,1,0.0,-50.0,-50.0
camp_site,1,0.0,0.0,0.0
check_date,1,0.0,0.0,0.0
club,1,0.0,0.0,0.0
contact:linkedin,1,0.0,0.0,0.0
crossing:markings,1,0.0,0.0,0.0
cycleway:right,1,0.0,0.0,0.0
damaged:landuse,1,0.0,0.0,0.0
denotation,1,0.0,0.0,0.0
disused:amenity,1,0.0,0.0,0.0
disused:highway,1,0.0,0.0,0.0
disused:tourism,1,0.0,0.0,0.0
field,1,0.0,0.0,0.0
fishing,1,0.0,0.0,0.0
government,1,0.0,0.0,0.0
guidepost:hiking,1,0.0,0.0,0.0
house,1,0.0,0.0,0.0
iata,1,0.0,0.0,0.0
intermitant,1,0.0,0.0,0.0
is_in:country,1,0.0,0.0,0.0
is_in:district,1,0.0,0.0,0.0
is_in:province,1,0.0,0.0,0.0
lanes:backward,1,0.0,0.0,0.0
lanes:forward,1,0.0,0.0,0.0
lifeguard,1,0.0,0.0,0.0
lift_gate:type,1,0.0,0.0,0.0
livestock:type,1,0.0,0.0,0.0
loc_name,1,0.0,0.0,0.0
minor,1,0.0,0.0,0.0
motorroad,1,0.0,0.0,0.0
name:af,1,0.0,-50.0,-50.0
name:ar,1,0.0,0.0,0.0
name:ast,1,0.0,-50.0,-50.0
name:avk,1,0.0,-50.0,-50.0
name:az,1,0.0,-50.0,-50.0
name:ca,1,0.0,-50.0,-50.0
name:da,1,0.0,-50.0,-50.0
name:el,1,0.0,-50.0,-50.0
name:es,1,0.0,-50.0,-50.0
name:fa,1,0.0,-50.0,-50.0
name:fi,1,0.0,-50.0,-50.0
name:fr,1,0.0,-50.0,-50.0
name:hi,1,0.0,-50.0,-50.0
name:hu,1,0.0,-50.0,-50.0
name:hy,1,0.0,-50.0,-50.0
name:ka,1,0.0,-50.0,-50.0
name:lt,1,0.0,-50.0,-50.0
name:ml,1,0.0,-50.0,-50.0
name:my,1,0.0,-50.0,-50.0
name:no,1,0.0,-50.0,-50.0
name:pl,1,0.0,0.0,0.0
name:tr,1,0.0,-50.0,-50.0
name:vi,1,0.0,-50.0,-50.0
old_name,1,0.0,0.0,0.0
operator_type,1,0.0,0.0,0.0
organic,1,0.0,0.0,0.0
par,1,0.0,0.0,0.0
phone_1,1,0.0,0.0,0.0
protect_class,1,0.0,-50.0,-50.0
salt,1,0.0,0.0,0.0
shelter_type,1,0.0,0.0,0.0
takeaway,1,0.0,0.0,0.0
traffic_signals,1,0.0,0.0,0.0
wetland,1,0.0,-66.6667,-66.6667
wikipedia:en,1,0.0,0.0,0.0
