key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,school,285,62.5,28400.0,28400.0
amenity,place_of_worship,35,7.6754,3400.0,3400.0
amenity,parking,19,4.1667,1800.0,1800.0
amenity,marketplace,12,2.6316,1100.0,1100.0
amenity,hospital,10,2.193,900.0,900.0
amenity,motorcycle_taxi,10,2.193,900.0,900.0
amenity,taxi,9,1.9737,800.0,800.0
amenity,toilets,9,1.9737,800.0,800.0
amenity,bicycle_parking,7,1.5351,600.0,600.0
amenity,clinic,7,1.5351,600.0,600.0
amenity,grave_yard,7,1.5351,600.0,600.0
amenity,bar,6,1.3158,500.0,500.0
amenity,fuel,5,1.0965,400.0,400.0
amenity,police,4,0.8772,300.0,300.0
amenity,college,3,0.6579,200.0,200.0
amenity,post_office,3,0.6579,200.0,200.0
amenity,restaurant,3,0.6579,200.0,200.0
amenity,shelter,3,0.6579,200.0,200.0
amenity,university,3,0.6579,200.0,200.0
amenity,cafe,2,0.4386,100.0,100.0
amenity,townhall,2,0.4386,100.0,100.0
amenity,bank,1,0.2193,0.0,0.0
amenity,car_rental,1,0.2193,0.0,0.0
amenity,childcare,1,0.2193,0.0,0.0
amenity,community_centre,1,0.2193,0.0,0.0
amenity,doctors,1,0.2193,0.0,0.0
amenity,driving_school,1,0.2193,0.0,0.0
amenity,fast_food,1,0.2193,0.0,0.0
amenity,library,1,0.2193,0.0,0.0
amenity,pharmacy,1,0.2193,0.0,0.0
amenity,public_building,1,0.2193,0.0,0.0
amenity,shower,1,0.2193,0.0,0.0
amenity,water_point,1,0.2193,0.0,0.0
building,yes,91213,97.5582,9121200.0,9121200.0
building,house,2061,2.2044,206000.0,206000.0
building,school,64,0.0685,6300.0,6300.0
building,commercial,50,0.0535,4900.0,4900.0
building,residential,29,0.031,2800.0,2800.0
building,church,23,0.0246,2200.0,2200.0
building,construction,9,0.0096,800.0,800.0
building,roof,8,0.0086,700.0,700.0
building,industrial,7,0.0075,600.0,600.0
building,greenhouse,5,0.0053,400.0,400.0
building,office,3,0.0032,200.0,200.0
building,public,3,0.0032,200.0,200.0
building,farm_auxiliary,2,0.0021,100.0,100.0
building,retail,2,0.0021,100.0,100.0
building,stadium,2,0.0021,100.0,100.0
building,apartments,1,0.0011,0.0,0.0
building,barn,1,0.0011,0.0,0.0
building,container,1,0.0011,0.0,0.0
building,garage,1,0.0011,0.0,0.0
building,hospital,1,0.0011,0.0,0.0
building,"house,poytechnic cafetaria",1,0.0011,0.0,0.0
building,house;public,1,0.0011,0.0,0.0
building,hut,1,0.0011,0.0,0.0
building,pool,1,0.0011,0.0,0.0
building,public;school,1,0.0011,0.0,0.0
building,ruins,1,0.0011,0.0,0.0
building,semidetached_house,1,0.0011,0.0,0.0
building,shed,1,0.0011,0.0,0.0
building,university,1,0.0011,0.0,0.0
building,warehouse,1,0.0011,0.0,0.0
emergency,yes,1,100.0,0.0,0.0
highway,path,4377,46.6731,437600.0,437600.0
highway,unclassified,2193,23.3845,219200.0,219200.0
highway,residential,1396,14.8859,139500.0,139500.0
highway,footway,444,4.7345,44300.0,44300.0
highway,track,340,3.6255,33900.0,33900.0
highway,service,305,3.2523,30400.0,30400.0
highway,tertiary,137,1.4609,13600.0,13600.0
highway,trunk,64,0.6824,6300.0,6300.0
highway,primary,41,0.4372,4000.0,4000.0
highway,secondary,41,0.4372,4000.0,4000.0
highway,construction,14,0.1493,1300.0,1300.0
highway,crossing,11,0.1173,1000.0,1000.0
highway,bus_stop,7,0.0746,600.0,600.0
highway,motorway,2,0.0213,100.0,100.0
highway,motorway_junction,2,0.0213,100.0,100.0
highway,living_street,1,0.0107,0.0,0.0
highway,toll_gantry,1,0.0107,0.0,0.0
highway,traffic_mirror,1,0.0107,0.0,0.0
highway,turning_circle,1,0.0107,0.0,0.0
landuse,residential,683,93.8187,68200.0,68200.0
landuse,farmland,20,2.7473,1900.0,1900.0
landuse,industrial,6,0.8242,500.0,500.0
landuse,orchard,4,0.5495,300.0,300.0
landuse,quarry,4,0.5495,300.0,300.0
landuse,forest,3,0.4121,200.0,200.0
landuse,grass,3,0.4121,200.0,200.0
