key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
country,4,0.0002,300.0,2333.3333
cutting,4,0.0002,300.0,2333.3333
electrified,4,0.0002,-90.4762,-42.0635
fixme:type,4,0.0002,300.0,2333.3333
footway,4,0.0002,-33.3333,305.5556
gauge,4,0.0002,-91.4894,-48.227
height,4,0.0002,-60.0,143.3333
operational_status,4,0.0002,300.0,2333.3333
path,4,0.0002,300.0,2333.3333
water_place_access,4,0.0002,300.0,2333.3333
water_place_durability,4,0.0002,300.0,2333.3333
water_purification,4,0.0002,300.0,2333.3333
water_supply,4,0.0002,300.0,2333.3333
addr:housenumber,3,0.0002,50.0,812.5
cuisine,3,0.0002,50.0,812.5
driving_side,3,0.0002,200.0,1725.0
harbour,3,0.0002,200.0,1725.0
lanes:backward,3,0.0002,200.0,1725.0
lanes:forward,3,0.0002,200.0,1725.0
location,3,0.0002,200.0,1725.0
name:en,3,0.0002,0.0,508.3333
opening_hours,3,0.0002,-85.0,-8.75
pump,3,0.0002,0.0,508.3333
ruins,3,0.0002,200.0,1725.0
shop,3,0.0002,-91.1765,-46.3235
sport,3,0.0002,-81.25,14.0625
addr:postcode,2,0.0001,-71.4286,73.8095
cemetery,2,0.0001,100.0,1116.6667
damage,2,0.0001,100.0,1116.6667
denomination,2,0.0001,-77.7778,35.1852
disused:highway,2,0.0001,100.0,1116.6667
junction,2,0.0001,100.0,1116.6667
livestock:housing,2,0.0001,100.0,1116.6667
maxheight,2,0.0001,100.0,1116.6667
motorcar,2,0.0001,100.0,1116.6667
motorcycle,2,0.0001,100.0,1116.6667
name:af,2,0.0001,0.0,508.3333
name:ast,2,0.0001,0.0,508.3333
name:avk,2,0.0001,0.0,508.3333
name:az,2,0.0001,0.0,508.3333
name:ca,2,0.0001,0.0,508.3333
name:da,2,0.0001,0.0,508.3333
name:de,2,0.0001,-33.3333,305.5556
name:el,2,0.0001,0.0,508.3333
name:es,2,0.0001,0.0,508.3333
name:fa,2,0.0001,0.0,508.3333
name:fi,2,0.0001,0.0,508.3333
name:fr,2,0.0001,0.0,508.3333
name:hi,2,0.0001,0.0,508.3333
name:hu,2,0.0001,0.0,508.3333
name:hy,2,0.0001,0.0,508.3333
name:it,2,0.0001,0.0,508.3333
name:ja,2,0.0001,-33.3333,305.5556
name:ka,2,0.0001,0.0,508.3333
name:lt,2,0.0001,0.0,508.3333
name:ml,2,0.0001,0.0,508.3333
name:my,2,0.0001,0.0,508.3333
name:no,2,0.0001,0.0,508.3333
name:pt,2,0.0001,-33.3333,305.5556
name:ru,2,0.0001,-33.3333,305.5556
name:tr,2,0.0001,0.0,508.3333
name:vi,2,0.0001,0.0,508.3333
name:zh,2,0.0001,-33.3333,305.5556
noname,2,0.0001,100.0,1116.6667
operator_type,2,0.0001,100.0,1116.6667
phone,2,0.0001,-71.4286,73.8095
plant:output:electricity,2,0.0001,100.0,1116.6667
plant:source,2,0.0001,100.0,1116.6667
protect_class,2,0.0001,0.0,508.3333
roof:levels,2,0.0001,100.0,1116.6667
roof:shape,2,0.0001,100.0,1116.6667
seamark:harbour:category,2,0.0001,100.0,1116.6667
seamark:type,2,0.0001,100.0,1116.6667
service_times,2,0.0001,100.0,1116.6667
smoking,2,0.0001,100.0,1116.6667
studio,2,0.0001,100.0,1116.6667
swimming_pool,2,0.0001,100.0,1116.6667
tap,2,0.0001,100.0,1116.6667
tower:type,2,0.0001,0.0,508.3333
type,2,0.0001,-60.0,143.3333
Natural,1,0.0001,0.0,508.3333
abandoned,1,0.0001,0.0,508.3333
basin,1,0.0001,0.0,508.3333
bridge:structure,1,0.0001,0.0,508.3333
bridge:support,1,0.0001,0.0,508.3333
building:use,1,0.0001,0.0,508.3333
camp_site,1,0.0001,0.0,508.3333
canoe,1,0.0001,0.0,508.3333
covered,1,0.0001,0.0,508.3333
crossing:markings,1,0.0001,0.0,508.3333
currency:MWK,1,0.0001,0.0,508.3333
demolished,1,0.0001,0.0,508.3333
diet:healthy,1,0.0001,0.0,508.3333
diet:non-vegetarian,1,0.0001,0.0,508.3333
diet:vegetarian,1,0.0001,0.0,508.3333
disused:highway=,1,0.0001,0.0,508.3333
ele,1,0.0001,-50.0,204.1667
email,1,0.0001,0.0,508.3333
embankment,1,0.0001,0.0,508.3333
farmland,1,0.0001,0.0,508.3333
fee,1,0.0001,-66.6667,102.7778
fence,1,0.0001,0.0,508.3333
fence_type,1,0.0001,0.0,508.3333
hazard_prone,1,0.0001,0.0,508.3333
hazard_type,1,0.0001,0.0,508.3333
healthcare,1,0.0001,-90.0,-39.1667
hiking,1,0.0001,0.0,508.3333
historic,1,0.0001,-88.8889,-32.4074
id,1,0.0001,0.0,508.3333
incline,1,0.0001,0.0,508.3333
internet_access,1,0.0001,-88.8889,-32.4074
irrigated,1,0.0001,0.0,508.3333
key,1,0.0001,0.0,508.3333
lit,1,0.0001,-66.6667,102.7778
loc_name,1,0.0001,0.0,508.3333
military,1,0.0001,0.0,508.3333
motorboat,1,0.0001,0.0,508.3333
name:nl,1,0.0001,0.0,508.3333
noexit,1,0.0001,-75.0,52.0833
office,1,0.0001,-92.8571,-56.5476
payment:cash,1,0.0001,-50.0,204.1667
payment:mastercard,1,0.0001,0.0,508.3333
payment:telephone_cards,1,0.0001,0.0,508.3333
payment:visa,1,0.0001,-50.0,204.1667
pump:number,1,0.0001,0.0,508.3333
segregated,1,0.0001,0.0,508.3333
ship,1,0.0001,0.0,508.3333
source:hazard,1,0.0001,0.0,508.3333
toilets:position,1,0.0001,0.0,508.3333
track,1,0.0001,0.0,508.3333
trees,1,0.0001,0.0,508.3333
was:landuse,1,0.0001,0.0,508.3333
website,1,0.0001,-93.3333,-59.4444
wetland,1,0.0001,-66.6667,102.7778
yes,1,0.0001,0.0,508.3333
