start_date,end_date,creates,edits,deletes,total
2020-08-14 00:00:00,2020-09-13 00:00:00,13424,4349,2133,19906
2020-09-13 00:00:00,2020-10-13 00:00:00,91606,66123,15018,172747
2020-10-13 00:00:00,2020-11-12 00:00:00,22107,18327,7714,48148
2020-11-12 00:00:00,2020-12-12 00:00:00,14100,5486,2758,22344
2020-12-12 00:00:00,2021-01-11 00:00:00,10566,3891,3089,17546
2021-01-11 00:00:00,2021-02-10 00:00:00,20397,16433,10916,47746
2021-02-10 00:00:00,2021-03-12 00:00:00,14594,5822,4146,24562
2021-03-12 00:00:00,2021-04-11 00:00:00,17093,7982,2470,27545
2021-04-11 00:00:00,2021-05-11 00:00:00,33373,13750,9209,56332
2021-05-11 00:00:00,2021-06-10 00:00:00,19609,21276,7825,48710
2021-06-10 00:00:00,2021-07-10 00:00:00,80129,79406,16492,176027
2021-07-10 00:00:00,2021-08-09 00:00:00,17207,23193,4392,44792
2021-08-09 00:00:00,2021-09-08 00:00:00,652512,218414,64543,935469
2021-09-08 00:00:00,2021-10-08 00:00:00,397457,160575,56789,614821
2021-10-08 00:00:00,2021-11-07 00:00:00,177128,66467,20819,264414
2021-11-07 00:00:00,2021-12-07 00:00:00,23410,12986,8998,45394
2021-12-07 00:00:00,2022-01-06 00:00:00,15062,22916,9705,47683
2022-01-06 00:00:00,2022-02-05 00:00:00,81444,75727,13718,170889
2022-02-05 00:00:00,2022-03-07 00:00:00,215519,77389,74622,367530
2022-03-07 00:00:00,2022-04-06 00:00:00,19169,25271,5602,50042
2022-04-06 00:00:00,2022-05-06 00:00:00,3113,3110,1911,8134
2022-05-06 00:00:00,2022-06-05 00:00:00,4899,3208,2689,10796
2022-06-05 00:00:00,2022-07-05 00:00:00,3243,4260,2143,9646
2022-07-05 00:00:00,2022-08-04 00:00:00,5414,2368,816,8598
2022-08-04 00:00:00,2022-09-03 00:00:00,617,508,309,1434
2020-08-14 00:00:00,2022-09-03 00:00:00,1953192,939237,348826,3241255
