start_date,end_date,creates,edits,deletes,total
2022-05-02 00:00:00,2022-06-01 00:00:00,19333,26175,4841,50349
2022-06-01 00:00:00,2022-07-01 00:00:00,19232,15929,2006,37167
2022-07-01 00:00:00,2022-07-31 00:00:00,18065,10903,2873,31841
2022-07-31 00:00:00,2022-08-30 00:00:00,19898,14418,2844,37160
2022-08-30 00:00:00,2022-09-29 00:00:00,23597,26562,3088,53247
2022-09-29 00:00:00,2022-10-29 00:00:00,35269,35286,5727,76282
2022-10-29 00:00:00,2022-11-28 00:00:00,35292,34357,5287,74936
2022-11-28 00:00:00,2022-12-28 00:00:00,31807,31253,7155,70215
2022-12-28 00:00:00,2023-01-27 00:00:00,36902,27659,8781,73342
2023-01-27 00:00:00,2023-02-26 00:00:00,41975,29464,9804,81243
2023-02-26 00:00:00,2023-03-28 00:00:00,27915,23160,4406,55481
2023-03-28 00:00:00,2023-04-27 00:00:00,46502,35346,6787,88635
2023-04-27 00:00:00,2023-05-27 00:00:00,113688,71278,23891,208857
2023-05-27 00:00:00,2023-06-26 00:00:00,60835,48728,18813,128376
2023-06-26 00:00:00,2023-07-26 00:00:00,73805,76347,11426,161578
2023-07-26 00:00:00,2023-08-25 00:00:00,83214,53423,19330,155967
2023-08-25 00:00:00,2023-09-24 00:00:00,54766,30474,6713,91953
2023-09-24 00:00:00,2023-10-24 00:00:00,60702,38117,10942,109761
2023-10-24 00:00:00,2023-11-23 00:00:00,49103,112400,9076,170579
2023-11-23 00:00:00,2023-12-23 00:00:00,48776,34771,9387,92934
2023-12-23 00:00:00,2024-01-22 00:00:00,47868,26869,8970,83707
2024-01-22 00:00:00,2024-02-21 00:00:00,59920,39932,14674,114526
2024-02-21 00:00:00,2024-03-22 00:00:00,77145,41691,12914,131750
2024-03-22 00:00:00,2024-04-21 00:00:00,204074,52143,13571,269788
2024-04-21 00:00:00,2024-05-21 00:00:00,109599,92056,15068,216723
2022-05-02 00:00:00,2024-05-21 00:00:00,1399282,1028741,238374,2666397
