start_date,end_date,creates,edits,deletes,total
2022-05-02 00:00:00,2022-05-03 00:00:00,1866,2250,137,4253
2022-05-03 00:00:00,2022-05-04 00:00:00,232,478,25,735
2022-05-04 00:00:00,2022-05-05 00:00:00,1068,1768,326,3162
2022-05-05 00:00:00,2022-05-06 00:00:00,850,3066,500,4416
2022-05-06 00:00:00,2022-05-07 00:00:00,911,630,104,1645
2022-05-07 00:00:00,2022-05-08 00:00:00,494,674,132,1300
2022-05-08 00:00:00,2022-05-09 00:00:00,181,318,4,503
2022-05-09 00:00:00,2022-05-10 00:00:00,681,1067,361,2109
2022-05-10 00:00:00,2022-05-11 00:00:00,535,500,247,1282
2022-05-11 00:00:00,2022-05-12 00:00:00,826,808,138,1772
2022-05-12 00:00:00,2022-05-13 00:00:00,123,167,3,293
2022-05-13 00:00:00,2022-05-14 00:00:00,380,490,58,928
2022-05-14 00:00:00,2022-05-15 00:00:00,1423,457,22,1902
2022-05-15 00:00:00,2022-05-16 00:00:00,415,349,48,812
2022-05-16 00:00:00,2022-05-17 00:00:00,1101,582,56,1739
2022-05-17 00:00:00,2022-05-18 00:00:00,351,149,9,509
2022-05-18 00:00:00,2022-05-19 00:00:00,192,398,120,710
2022-05-19 00:00:00,2022-05-20 00:00:00,514,977,275,1766
2022-05-20 00:00:00,2022-05-21 00:00:00,232,374,38,644
2022-05-21 00:00:00,2022-05-22 00:00:00,188,286,65,539
2022-05-22 00:00:00,2022-05-23 00:00:00,318,656,307,1281
2022-05-23 00:00:00,2022-05-24 00:00:00,264,753,154,1171
2022-05-24 00:00:00,2022-05-25 00:00:00,369,329,652,1350
2022-05-25 00:00:00,2022-05-26 00:00:00,1116,631,252,1999
2022-05-26 00:00:00,2022-05-27 00:00:00,697,541,278,1516
2022-05-27 00:00:00,2022-05-28 00:00:00,854,422,200,1476
2022-05-28 00:00:00,2022-05-29 00:00:00,1002,989,47,2038
2022-05-29 00:00:00,2022-05-30 00:00:00,739,3146,111,3996
2022-05-30 00:00:00,2022-05-31 00:00:00,744,1971,99,2814
2022-05-31 00:00:00,2022-06-01 00:00:00,667,949,73,1689
2022-06-01 00:00:00,2022-06-02 00:00:00,549,307,180,1036
2022-06-02 00:00:00,2022-06-03 00:00:00,103,331,19,453
2022-06-03 00:00:00,2022-06-04 00:00:00,990,2209,418,3617
2022-06-04 00:00:00,2022-06-05 00:00:00,242,165,57,464
2022-06-05 00:00:00,2022-06-06 00:00:00,1745,324,109,2178
2022-06-06 00:00:00,2022-06-07 00:00:00,93,167,3,263
2022-06-07 00:00:00,2022-06-08 00:00:00,657,610,46,1313
2022-06-08 00:00:00,2022-06-09 00:00:00,1835,1023,74,2932
2022-06-09 00:00:00,2022-06-10 00:00:00,935,803,54,1792
2022-06-10 00:00:00,2022-06-11 00:00:00,1531,1777,21,3329
2022-06-11 00:00:00,2022-06-12 00:00:00,719,776,7,1502
2022-06-12 00:00:00,2022-06-13 00:00:00,226,117,7,350
2022-06-13 00:00:00,2022-06-14 00:00:00,2133,1987,11,4131
2022-06-14 00:00:00,2022-06-15 00:00:00,230,343,44,617
2022-06-15 00:00:00,2022-06-16 00:00:00,399,184,17,600
2022-06-16 00:00:00,2022-06-17 00:00:00,953,520,127,1600
2022-06-17 00:00:00,2022-06-18 00:00:00,1200,559,90,1849
2022-06-18 00:00:00,2022-06-19 00:00:00,358,137,386,881
2022-06-19 00:00:00,2022-06-20 00:00:00,150,211,20,381
2022-06-20 00:00:00,2022-06-21 00:00:00,496,197,29,722
2022-06-21 00:00:00,2022-06-22 00:00:00,632,214,6,852
2022-06-22 00:00:00,2022-06-23 00:00:00,643,483,11,1137
2022-06-23 00:00:00,2022-06-24 00:00:00,240,584,60,884
2022-06-24 00:00:00,2022-06-25 00:00:00,213,68,3,284
2022-06-25 00:00:00,2022-06-26 00:00:00,17,64,1,82
2022-06-26 00:00:00,2022-06-27 00:00:00,240,489,40,769
2022-06-27 00:00:00,2022-06-28 00:00:00,437,369,62,868
2022-06-28 00:00:00,2022-06-29 00:00:00,307,236,35,578
2022-06-29 00:00:00,2022-06-30 00:00:00,856,447,31,1334
2022-06-30 00:00:00,2022-07-01 00:00:00,103,228,38,369
2022-07-01 00:00:00,2022-07-02 00:00:00,191,420,5,616
2022-07-02 00:00:00,2022-07-03 00:00:00,311,223,112,646
2022-07-03 00:00:00,2022-07-04 00:00:00,142,173,108,423
2022-07-04 00:00:00,2022-07-05 00:00:00,397,417,59,873
2022-07-05 00:00:00,2022-07-06 00:00:00,1697,190,29,1916
2022-07-06 00:00:00,2022-07-07 00:00:00,514,268,138,920
2022-07-07 00:00:00,2022-07-08 00:00:00,400,371,39,810
2022-07-08 00:00:00,2022-07-09 00:00:00,766,382,230,1378
2022-07-09 00:00:00,2022-07-10 00:00:00,23,99,3,125
2022-07-10 00:00:00,2022-07-11 00:00:00,469,561,142,1172
2022-07-11 00:00:00,2022-07-12 00:00:00,759,651,104,1514
2022-07-12 00:00:00,2022-07-13 00:00:00,472,453,35,960
2022-07-13 00:00:00,2022-07-14 00:00:00,1747,629,160,2536
2022-07-14 00:00:00,2022-07-15 00:00:00,698,440,186,1324
2022-07-15 00:00:00,2022-07-16 00:00:00,1010,532,113,1655
2022-07-16 00:00:00,2022-07-17 00:00:00,777,531,358,1666
2022-07-17 00:00:00,2022-07-18 00:00:00,511,172,49,732
2022-07-18 00:00:00,2022-07-19 00:00:00,796,441,51,1288
