start_date,end_date,creates,edits,deletes,total
2020-08-14 00:00:00,2020-08-21 00:00:00,1098,319,162,1579
2020-08-21 00:00:00,2020-08-28 00:00:00,2496,188,27,2711
2020-08-28 00:00:00,2020-09-04 00:00:00,3433,1741,430,5604
2020-09-04 00:00:00,2020-09-11 00:00:00,3266,1249,1176,5691
2020-09-11 00:00:00,2020-09-18 00:00:00,5576,5202,850,11628
2020-09-18 00:00:00,2020-09-25 00:00:00,41961,22955,5653,70569
2020-09-25 00:00:00,2020-10-02 00:00:00,23582,16813,4827,45222
2020-10-02 00:00:00,2020-10-09 00:00:00,17113,17705,2806,37624
2020-10-09 00:00:00,2020-10-16 00:00:00,10809,8374,1979,21162
2020-10-16 00:00:00,2020-10-23 00:00:00,9981,8292,3823,22096
2020-10-23 00:00:00,2020-10-30 00:00:00,2494,2364,1210,6068
2020-10-30 00:00:00,2020-11-06 00:00:00,2843,2213,1243,6299
2020-11-06 00:00:00,2020-11-13 00:00:00,2574,1390,679,4643
2020-11-13 00:00:00,2020-11-20 00:00:00,1786,624,535,2945
2020-11-20 00:00:00,2020-11-27 00:00:00,1305,1058,502,2865
2020-11-27 00:00:00,2020-12-04 00:00:00,2444,1309,841,4594
2020-12-04 00:00:00,2020-12-11 00:00:00,8323,2488,810,11621
2020-12-11 00:00:00,2020-12-18 00:00:00,1773,370,459,2602
2020-12-18 00:00:00,2020-12-25 00:00:00,3684,1119,699,5502
2020-12-25 00:00:00,2021-01-01 00:00:00,1097,176,54,1327
2021-01-01 00:00:00,2021-01-08 00:00:00,3107,1948,1413,6468
2021-01-08 00:00:00,2021-01-15 00:00:00,4899,1331,4549,10779
2021-01-15 00:00:00,2021-01-22 00:00:00,4742,6050,2322,13114
2021-01-22 00:00:00,2021-01-29 00:00:00,5481,7338,3225,16044
2021-01-29 00:00:00,2021-02-05 00:00:00,3315,1117,1098,5530
2021-02-05 00:00:00,2021-02-12 00:00:00,5004,1151,486,6641
2021-02-12 00:00:00,2021-02-19 00:00:00,2901,1705,733,5339
2021-02-19 00:00:00,2021-02-26 00:00:00,2517,887,969,4373
2021-02-26 00:00:00,2021-03-05 00:00:00,2483,1155,846,4484
2021-03-05 00:00:00,2021-03-12 00:00:00,4707,1800,1368,7875
2021-03-12 00:00:00,2021-03-19 00:00:00,3071,2276,898,6245
2021-03-19 00:00:00,2021-03-26 00:00:00,2865,1415,470,4750
2021-03-26 00:00:00,2021-04-02 00:00:00,3723,1438,300,5461
2021-04-02 00:00:00,2021-04-09 00:00:00,4623,2472,736,7831
2021-04-09 00:00:00,2021-04-16 00:00:00,6000,1218,520,7738
2021-04-16 00:00:00,2021-04-23 00:00:00,3575,1368,405,5348
2021-04-23 00:00:00,2021-04-30 00:00:00,2523,1230,767,4520
2021-04-30 00:00:00,2021-05-07 00:00:00,17149,6677,5650,29476
2021-05-07 00:00:00,2021-05-14 00:00:00,10976,5252,3355,19583
2021-05-14 00:00:00,2021-05-21 00:00:00,4530,5813,1817,12160
2021-05-21 00:00:00,2021-05-28 00:00:00,4608,6526,2851,13985
2021-05-28 00:00:00,2021-06-04 00:00:00,4298,3162,1163,8623
2021-06-04 00:00:00,2021-06-11 00:00:00,3221,4337,1070,8628
2021-06-11 00:00:00,2021-06-18 00:00:00,51355,51249,11434,114038
2021-06-18 00:00:00,2021-06-25 00:00:00,8460,10263,1128,19851
2021-06-25 00:00:00,2021-07-02 00:00:00,5594,12855,1493,19942
2021-07-02 00:00:00,2021-07-09 00:00:00,13442,4819,1896,20157
2021-07-09 00:00:00,2021-07-16 00:00:00,2108,1604,281,3993
2021-07-16 00:00:00,2021-07-23 00:00:00,7031,17769,2543,27343
2021-07-23 00:00:00,2021-07-30 00:00:00,5682,2009,968,8659
2021-07-30 00:00:00,2021-08-06 00:00:00,2413,1659,623,4695
2021-08-06 00:00:00,2021-08-13 00:00:00,1255,1050,356,2661
2021-08-13 00:00:00,2021-08-20 00:00:00,341560,102350,24172,468082
2021-08-20 00:00:00,2021-08-27 00:00:00,193635,65982,19783,279400
2021-08-27 00:00:00,2021-09-03 00:00:00,100115,38955,17403,156473
2021-09-03 00:00:00,2021-09-10 00:00:00,58674,18591,9141,86406
2021-09-10 00:00:00,2021-09-17 00:00:00,47835,39220,13502,100557
2021-09-17 00:00:00,2021-09-24 00:00:00,45260,20823,5502,71585
2021-09-24 00:00:00,2021-10-01 00:00:00,154576,61564,19662,235802
2021-10-01 00:00:00,2021-10-08 00:00:00,107223,30650,11831,149704
2021-10-08 00:00:00,2021-10-15 00:00:00,77639,28309,8333,114281
2021-10-15 00:00:00,2021-10-22 00:00:00,75211,23423,6437,105071
2021-10-22 00:00:00,2021-10-29 00:00:00,18643,7983,3403,30029
2021-10-29 00:00:00,2021-11-05 00:00:00,4919,5417,1875,12211
2021-11-05 00:00:00,2021-11-12 00:00:00,4179,5321,2329,11829
2021-11-12 00:00:00,2021-11-19 00:00:00,8274,3653,2863,14790
2021-11-19 00:00:00,2021-11-26 00:00:00,7919,2954,2013,12886
2021-11-26 00:00:00,2021-12-03 00:00:00,3117,1825,1890,6832
2021-12-03 00:00:00,2021-12-10 00:00:00,1080,949,926,2955
2021-12-10 00:00:00,2021-12-17 00:00:00,2843,9882,1719,14444
2021-12-17 00:00:00,2021-12-24 00:00:00,3354,9932,3521,16807
2021-12-24 00:00:00,2021-12-31 00:00:00,7826,1722,3381,12929
2021-12-31 00:00:00,2022-01-07 00:00:00,734,1091,990,2815
2022-01-07 00:00:00,2022-01-14 00:00:00,10331,23204,2957,36492
2022-01-14 00:00:00,2022-01-21 00:00:00,22362,18352,4314,45028
2022-01-21 00:00:00,2022-01-28 00:00:00,12250,8596,3808,24654
2022-01-28 00:00:00,2022-02-04 00:00:00,32842,21642,1523,56007
2022-02-04 00:00:00,2022-02-11 00:00:00,63833,28016,3392,95241
2022-02-11 00:00:00,2022-02-18 00:00:00,53857,24440,2156,80453
2022-02-18 00:00:00,2022-02-25 00:00:00,76662,9710,2534,88906
2022-02-25 00:00:00,2022-03-04 00:00:00,23298,18336,66700,108334
2022-03-04 00:00:00,2022-03-11 00:00:00,7574,7050,3324,17948
2022-03-11 00:00:00,2022-03-18 00:00:00,9188,7887,2414,19489
2022-03-18 00:00:00,2022-03-25 00:00:00,1452,6376,512,8340
2022-03-25 00:00:00,2022-04-01 00:00:00,674,2160,85,2919
2022-04-01 00:00:00,2022-04-08 00:00:00,2377,3514,68,5959
2022-04-08 00:00:00,2022-04-15 00:00:00,369,555,68,992
2022-04-15 00:00:00,2022-04-22 00:00:00,1021,419,1504,2944
2022-04-22 00:00:00,2022-04-29 00:00:00,743,893,289,1925
2022-04-29 00:00:00,2022-05-06 00:00:00,274,255,47,576
2022-05-06 00:00:00,2022-05-13 00:00:00,3168,667,845,4680
2022-05-13 00:00:00,2022-05-20 00:00:00,660,218,33,911
2022-05-20 00:00:00,2022-05-27 00:00:00,239,827,291,1357
2022-05-27 00:00:00,2022-06-03 00:00:00,232,111,816,1159
2022-06-03 00:00:00,2022-06-10 00:00:00,1512,2922,1751,6185
2022-06-10 00:00:00,2022-06-17 00:00:00,1074,2263,841,4178
2022-06-17 00:00:00,2022-06-24 00:00:00,1056,386,143,1585
2022-06-24 00:00:00,2022-07-01 00:00:00,179,60,103,342
2022-07-01 00:00:00,2022-07-08 00:00:00,38,21,9,68
2022-07-08 00:00:00,2022-07-15 00:00:00,362,62,253,677
2022-07-15 00:00:00,2022-07-22 00:00:00,4847,1893,551,7291
2022-07-22 00:00:00,2022-07-29 00:00:00,146,351,10,507
2022-07-29 00:00:00,2022-08-05 00:00:00,47,60,2,109
2022-08-05 00:00:00,2022-08-12 00:00:00,384,195,82,661
2022-08-12 00:00:00,2022-08-19 00:00:00,95,53,219,367
2020-08-14 00:00:00,2022-08-19 00:00:00,1953058,938982,348818,3240858
