start_date,end_date,creates,edits,deletes,total
2009-01-12 00:00:00,2009-02-11 00:00:00,0,0,0,0
2009-02-11 00:00:00,2009-03-13 00:00:00,0,0,0,0
2009-03-13 00:00:00,2009-04-12 00:00:00,0,0,0,0
2009-04-12 00:00:00,2009-05-12 00:00:00,0,0,0,0
2009-05-12 00:00:00,2009-06-11 00:00:00,0,0,0,0
2009-06-11 00:00:00,2009-07-11 00:00:00,0,0,0,0
2009-07-11 00:00:00,2009-08-10 00:00:00,0,0,0,0
2009-08-10 00:00:00,2009-09-09 00:00:00,0,0,0,0
2009-09-09 00:00:00,2009-10-09 00:00:00,0,0,0,0
2009-10-09 00:00:00,2009-11-08 00:00:00,0,0,0,0
2009-11-08 00:00:00,2009-12-08 00:00:00,0,0,0,0
2009-12-08 00:00:00,2010-01-07 00:00:00,0,0,0,0
2010-01-07 00:00:00,2010-02-06 00:00:00,0,0,0,0
2010-02-06 00:00:00,2010-03-08 00:00:00,0,0,0,0
2010-03-08 00:00:00,2010-04-07 00:00:00,0,0,0,0
2010-04-07 00:00:00,2010-05-07 00:00:00,0,0,0,0
2010-05-07 00:00:00,2010-06-06 00:00:00,0,0,0,0
2010-06-06 00:00:00,2010-07-06 00:00:00,0,0,0,0
2010-07-06 00:00:00,2010-08-05 00:00:00,0,0,0,0
2010-08-05 00:00:00,2010-09-04 00:00:00,0,0,0,0
2010-09-04 00:00:00,2010-10-04 00:00:00,0,0,0,0
2010-10-04 00:00:00,2010-11-03 00:00:00,0,0,0,0
2010-11-03 00:00:00,2010-12-03 00:00:00,0,0,0,0
2010-12-03 00:00:00,2011-01-02 00:00:00,0,0,0,0
2011-01-02 00:00:00,2011-02-01 00:00:00,0,0,0,0
2009-01-12 00:00:00,2011-02-01 00:00:00,0,0,0,0
