start_date,end_date,creates,edits,deletes,total
2023-08-16 00:00:00,2023-09-15 00:00:00,0,0,0,0
2023-09-15 00:00:00,2023-10-15 00:00:00,0,0,0,0
2023-10-15 00:00:00,2023-11-14 00:00:00,0,0,0,0
2023-11-14 00:00:00,2023-12-14 00:00:00,0,0,0,0
2023-12-14 00:00:00,2024-01-13 00:00:00,0,0,0,0
2024-01-13 00:00:00,2024-02-12 00:00:00,0,0,0,0
2024-02-12 00:00:00,2024-03-13 00:00:00,0,0,0,0
2024-03-13 00:00:00,2024-04-12 00:00:00,0,0,0,0
2024-04-12 00:00:00,2024-05-12 00:00:00,0,0,0,0
2024-05-12 00:00:00,2024-06-11 00:00:00,57,104,49,210
2024-06-11 00:00:00,2024-07-11 00:00:00,41,100,47,188
2024-07-11 00:00:00,2024-08-10 00:00:00,250,214,150,614
2024-08-10 00:00:00,2024-09-09 00:00:00,905,361,246,1512
2024-09-09 00:00:00,2024-10-09 00:00:00,1165,733,237,2135
2024-10-09 00:00:00,2024-11-08 00:00:00,11,15,52,78
2024-11-08 00:00:00,2024-12-08 00:00:00,0,0,0,0
2024-12-08 00:00:00,2025-01-07 00:00:00,0,0,0,0
2025-01-07 00:00:00,2025-02-06 00:00:00,0,0,0,0
2025-02-06 00:00:00,2025-03-08 00:00:00,0,0,0,0
2025-03-08 00:00:00,2025-04-07 00:00:00,0,0,0,0
2025-04-07 00:00:00,2025-05-07 00:00:00,0,0,0,0
2025-05-07 00:00:00,2025-06-06 00:00:00,0,0,0,0
2025-06-06 00:00:00,2025-07-06 00:00:00,0,0,0,0
2025-07-06 00:00:00,2025-08-05 00:00:00,0,0,0,0
2025-08-05 00:00:00,2025-09-04 00:00:00,0,0,0,0
2023-08-16 00:00:00,2025-09-04 00:00:00,2429,1527,781,4737
