start_date,end_date,creates,edits,deletes,total
2023-06-12 00:00:00,2023-06-19 00:00:00,18531,10991,5551,35073
2023-06-19 00:00:00,2023-06-26 00:00:00,14174,6966,2263,23403
2023-06-26 00:00:00,2023-07-03 00:00:00,19104,26916,2903,48923
2023-07-03 00:00:00,2023-07-10 00:00:00,16188,25537,3078,44803
2023-07-10 00:00:00,2023-07-17 00:00:00,14648,8156,2143,24947
2023-07-17 00:00:00,2023-07-24 00:00:00,14948,8327,2040,25315
2023-07-24 00:00:00,2023-07-31 00:00:00,22445,17987,3031,43463
2023-07-31 00:00:00,2023-08-07 00:00:00,16331,9465,2346,28142
2023-08-07 00:00:00,2023-08-14 00:00:00,17273,15388,3743,36404
2023-08-14 00:00:00,2023-08-21 00:00:00,22347,11587,8004,41938
2023-08-21 00:00:00,2023-08-28 00:00:00,20141,11278,4645,36064
2023-08-28 00:00:00,2023-09-04 00:00:00,10093,6940,1543,18576
2023-09-04 00:00:00,2023-09-11 00:00:00,16715,6187,947,23849
2023-09-11 00:00:00,2023-09-18 00:00:00,16338,8526,2114,26978
2023-09-18 00:00:00,2023-09-25 00:00:00,6492,5448,1149,13089
2023-09-25 00:00:00,2023-10-02 00:00:00,11269,5215,1736,18220
2023-10-02 00:00:00,2023-10-09 00:00:00,15204,8942,2820,26966
2023-10-09 00:00:00,2023-10-16 00:00:00,11663,8783,1935,22381
2023-10-16 00:00:00,2023-10-23 00:00:00,19711,12112,3789,35612
2023-10-23 00:00:00,2023-10-30 00:00:00,13450,9609,2751,25810
2023-10-30 00:00:00,2023-11-06 00:00:00,12056,10189,1938,24183
2023-11-06 00:00:00,2023-11-13 00:00:00,12818,15138,2729,30685
2023-11-13 00:00:00,2023-11-20 00:00:00,9226,76384,1657,87267
2023-11-20 00:00:00,2023-11-27 00:00:00,8416,8077,1331,17824
2023-11-27 00:00:00,2023-12-04 00:00:00,6114,6283,933,13330
2023-12-04 00:00:00,2023-12-11 00:00:00,18509,9903,3778,32190
2023-12-11 00:00:00,2023-12-18 00:00:00,11832,9779,2458,24069
2023-12-18 00:00:00,2023-12-25 00:00:00,9945,5732,2427,18104
2023-12-25 00:00:00,2024-01-01 00:00:00,9659,6389,1350,17398
2024-01-01 00:00:00,2024-01-08 00:00:00,13238,7755,2025,23018
2024-01-08 00:00:00,2024-01-15 00:00:00,9051,5939,1967,16957
2024-01-15 00:00:00,2024-01-22 00:00:00,13010,4430,2534,19974
2024-01-22 00:00:00,2024-01-29 00:00:00,10021,5403,1721,17145
2024-01-29 00:00:00,2024-02-05 00:00:00,7916,5090,1538,14544
2024-02-05 00:00:00,2024-02-12 00:00:00,16873,19410,4530,40813
2024-02-12 00:00:00,2024-02-19 00:00:00,23705,8167,6637,38509
2024-02-19 00:00:00,2024-02-26 00:00:00,20796,11450,3668,35914
2024-02-26 00:00:00,2024-03-04 00:00:00,20208,9160,2907,32275
2024-03-04 00:00:00,2024-03-11 00:00:00,18000,7668,2528,28196
2024-03-11 00:00:00,2024-03-18 00:00:00,13759,10470,2113,26342
2024-03-18 00:00:00,2024-03-25 00:00:00,23649,13050,5141,41840
2024-03-25 00:00:00,2024-04-01 00:00:00,14743,10135,2273,27151
2024-04-01 00:00:00,2024-04-08 00:00:00,20828,12838,2558,36224
2024-04-08 00:00:00,2024-04-15 00:00:00,86447,11938,2604,100989
2024-04-15 00:00:00,2024-04-22 00:00:00,66006,9616,3338,78960
2024-04-22 00:00:00,2024-04-29 00:00:00,22790,20765,2712,46267
2024-04-29 00:00:00,2024-05-06 00:00:00,30711,33424,4560,68695
2022-05-02 00:00:00,2024-05-06 00:00:00,1344996,991503,230975,2567474
