period1,period2,key,kendall_rank_correlation,kendall_p_value,cosine_similarity,pearson_correlation,pearson_p_value
imm,post,building,0.619,0.0690476,0.9996,0.9997,3.492679344102284e-09
imm,post,highway,0.1111,0.7274895,0.7423,0.4117,0.23713184461455078
imm,post,surface,0.2857,0.3987599,0.5819,0.2384,0.5696379497856481
imm,post,amenity,0.0,1.0,0.2395,-0.3423,0.572863448958904
imm,post,landuse,0.4286,0.2388889,0.8404,0.786,0.036127734817696426
imm,post,waterway,0.6857,0.0114247,0.9432,0.949,9.387707164302312e-05
imm,post,natural,0.5,0.1086806,0.8998,0.7778,0.023055962011275105
