key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
type,12,0.0008,-29.4118,329.4118
wall,12,0.0008,140.0,1360.0
wikipedia:arz,12,0.0008,100.0,1116.6667
addr:country,11,0.0007,-38.8889,271.7593
destination:ref,11,0.0007,-92.4138,-53.8506
fence_type,11,0.0007,1000.0,6591.6667
generator:output:electricity,11,0.0007,-94.1799,-64.5944
hgv,11,0.0007,-38.8889,271.7593
indoor,11,0.0007,266.6667,2130.5556
location,11,0.0007,57.1429,855.9524
tram,11,0.0007,0.0,508.3333
fuel:diesel,10,0.0006,42.8571,769.0476
toll,10,0.0006,-95.3917,-71.9662
atm,9,0.0006,-30.7692,321.1538
cables,9,0.0006,350.0,2637.5
dispensing,9,0.0006,125.0,1268.75
ford,9,0.0006,800.0,5375.0
fuel:lpg,9,0.0006,50.0,812.5
government,9,0.0006,350.0,2637.5
highspeed,9,0.0006,200.0,1725.0
motorroad,9,0.0006,125.0,1268.75
name:ru,9,0.0006,-59.0909,148.8636
operator:wikipedia,9,0.0006,800.0,5375.0
parking:lane,9,0.0006,800.0,5375.0
takeaway,9,0.0006,-40.0,265.0
tsunami:damage,9,0.0006,800.0,5375.0
wikimedia_commons,9,0.0006,800.0,5375.0
button_operated,8,0.0005,700.0,4766.6667
fax,8,0.0005,33.3333,711.1111
operator:wikidata,8,0.0005,700.0,4766.6667
bicycle_parking,7,0.0004,600.0,4158.3333
contact:phone,7,0.0004,-12.5,432.2917
incline,7,0.0004,-22.2222,373.1481
maxheight,7,0.0004,-65.0,112.9167
opening_hours:motor_vehicle,7,0.0004,250.0,2029.1667
self_service,7,0.0004,600.0,4158.3333
sidewalk,7,0.0004,-46.1538,227.5641
MCM,6,0.0004,500.0,3550.0
blind,6,0.0004,-66.6667,102.7778
colour,6,0.0004,500.0,3550.0
crossing:island,6,0.0004,-57.1429,160.7143
operator:wikipedia:de,6,0.0004,500.0,3550.0
operator:wikipedia:en,6,0.0004,500.0,3550.0
operator:wikipedia:ru,6,0.0004,500.0,3550.0
operator:wikipedia:uk,6,0.0004,500.0,3550.0
operator:wikipedia:zh,6,0.0004,500.0,3550.0
psv,6,0.0004,100.0,1116.6667
supervised,6,0.0004,50.0,812.5
addr:housename,5,0.0003,0.0,508.3333
advertising,5,0.0003,400.0,2941.6667
contact:fax,5,0.0003,-16.6667,406.9444
ferry,5,0.0003,-16.6667,406.9444
fuel:octane_95,5,0.0003,150.0,1420.8333
old_name,5,0.0003,-54.5455,176.5152
parking:lane:both,5,0.0003,400.0,2941.6667
substance,5,0.0003,0.0,508.3333
brand:wikipedia:en,4,0.0003,300.0,2333.3333
building:roof:shape,4,0.0003,100.0,1116.6667
conveying,4,0.0003,-55.5556,170.3704
door,4,0.0003,0.0,508.3333
healthcare:speciality,4,0.0003,-20.0,386.6667
industrial,4,0.0003,33.3333,711.1111
name:ar,4,0.0003,-60.0,143.3333
proposed,4,0.0003,0.0,508.3333
school_level,4,0.0003,100.0,1116.6667
substation,4,0.0003,0.0,508.3333
wikipedia:fr,4,0.0003,-50.0,204.1667
abandoned:aeroway,3,0.0002,200.0,1725.0
building:part,3,0.0002,200.0,1725.0
city,3,0.0002,0.0,508.3333
craft,3,0.0002,-25.0,356.25
disused:highway,3,0.0002,200.0,1725.0
fuel:adblue,3,0.0002,200.0,1725.0
fuel:octane_97,3,0.0002,200.0,1725.0
handrail,3,0.0002,-25.0,356.25
iata,3,0.0002,200.0,1725.0
icao,3,0.0002,200.0,1725.0
internet_access:fee,3,0.0002,-85.7143,-13.0952
military,3,0.0002,0.0,508.3333
museum,3,0.0002,200.0,1725.0
name:de,3,0.0002,-85.0,-8.75
name:es,3,0.0002,-50.0,204.1667
name:ko,3,0.0002,200.0,1725.0
oneway:foot,3,0.0002,50.0,812.5
passenger_information_display,3,0.0002,-76.9231,40.3846
payment:credit_cards,3,0.0002,-40.0,265.0
planned,3,0.0002,200.0,1725.0
plant:output:electricity,3,0.0002,-57.1429,160.7143
public_transport:version,3,0.0002,200.0,1725.0
second_hand,3,0.0002,200.0,1725.0
traffic_sign,3,0.0002,200.0,1725.0
addr:unit,2,0.0001,0.0,508.3333
amenity:police,2,0.0001,100.0,1116.6667
artwork_type,2,0.0001,-60.0,143.3333
bicycle_road,2,0.0001,100.0,1116.6667
bollard,2,0.0001,100.0,1116.6667
capacity:disabled,2,0.0001,100.0,1116.6667
cash_in,2,0.0001,100.0,1116.6667
club,2,0.0001,100.0,1116.6667
colonnade:left,2,0.0001,100.0,1116.6667
colonnade:right,2,0.0001,100.0,1116.6667
country,2,0.0001,0.0,508.3333
currency:EUR,2,0.0001,100.0,1116.6667
currency:USD,2,0.0001,100.0,1116.6667
destination:lanes,2,0.0001,-98.7805,-92.5813
direction,2,0.0001,-81.8182,10.6061
disused:amenity,2,0.0001,100.0,1116.6667
flag:type,2,0.0001,100.0,1116.6667
geonames:id,2,0.0001,100.0,1116.6667
house,2,0.0001,100.0,1116.6667
maxweight,2,0.0001,100.0,1116.6667
mtb:scale:uphill,2,0.0001,100.0,1116.6667
name:ca,2,0.0001,-50.0,204.1667
name:el,2,0.0001,-92.5926,-54.9383
name:it,2,0.0001,-50.0,204.1667
name:uk,2,0.0001,-66.6667,102.7778
natural_1,2,0.0001,100.0,1116.6667
not:highway,2,0.0001,100.0,1116.6667
official_name,2,0.0001,-75.0,52.0833
opening_date,2,0.0001,-92.0,-51.3333
opening_hours:covid19,2,0.0001,-66.6667,102.7778
park_ride,2,0.0001,0.0,508.3333
payment:cash,2,0.0001,-80.0,21.6667
police,2,0.0001,100.0,1116.6667
population,2,0.0001,-91.3043,-47.1014
service:vehicle:car_repair,2,0.0001,100.0,1116.6667
service:vehicle:new_car_sales,2,0.0001,100.0,1116.6667
service:vehicle:used_car_sales,2,0.0001,100.0,1116.6667
shelter_type,2,0.0001,100.0,1116.6667
smoothness,2,0.0001,-80.0,21.6667
street,2,0.0001,0.0,508.3333
swimming_pool,2,0.0001,-50.0,204.1667
tactile_paving,2,0.0001,-85.7143,-13.0952
townhall:type,2,0.0001,100.0,1116.6667
turn:lanes,2,0.0001,-98.7805,-92.5813
vehicle,2,0.0001,100.0,1116.6667
voltage-high,2,0.0001,100.0,1116.6667
voltage-low,2,0.0001,100.0,1116.6667
wikipedia:de,2,0.0001,-66.6667,102.7778
wikipedia:pl,2,0.0001,100.0,1116.6667
wikipedia:zh,2,0.0001,-66.6667,102.7778
abandoned,1,0.0001,0.0,508.3333
addr:province,1,0.0001,-92.8571,-56.5476
addr:subdistrict,1,0.0001,0.0,508.3333
aerialway,1,0.0001,0.0,508.3333
aerodrome:type,1,0.0001,0.0,508.3333
air_conditioning,1,0.0001,-66.6667,102.7778
architect,1,0.0001,0.0,508.3333
attraction,1,0.0001,-66.6667,102.7778
beauty,1,0.0001,0.0,508.3333
charge,1,0.0001,0.0,508.3333
city_limit,1,0.0001,0.0,508.3333
city_served,1,0.0001,0.0,508.3333
clothes,1,0.0001,-50.0,204.1667
commons,1,0.0001,0.0,508.3333
community_centre,1,0.0001,0.0,508.3333
contact:facebook,1,0.0001,-66.6667,102.7778
contact:instagram,1,0.0001,0.0,508.3333
contact:twitter,1,0.0001,0.0,508.3333
contact:website,1,0.0001,0.0,508.3333
currency:TRY,1,0.0001,0.0,508.3333
currency:try,1,0.0001,0.0,508.3333
designation,1,0.0001,0.0,508.3333
destination:ref:lanes,1,0.0001,-97.3684,-83.9912
diplomatic,1,0.0001,0.0,508.3333
district,1,0.0001,0.0,508.3333
disused,1,0.0001,0.0,508.3333
disused:building,1,0.0001,-50.0,204.1667
disused:railway,1,0.0001,0.0,508.3333
duration,1,0.0001,-85.7143,-13.0952
fuel:biodiesel,1,0.0001,0.0,508.3333
fuel:octane_98,1,0.0001,-50.0,204.1667
handrail:left,1,0.0001,0.0,508.3333
hazmat,1,0.0001,-75.0,52.0833
historic:civilization,1,0.0001,-93.3333,-59.4444
horse_scale,1,0.0001,0.0,508.3333
informal,1,0.0001,-50.0,204.1667
information,1,0.0001,-50.0,204.1667
is_in:city,1,0.0001,0.0,508.3333
kerb,1,0.0001,0.0,508.3333
maxspeed:hgv,1,0.0001,-95.4545,-72.3485
maxstay,1,0.0001,0.0,508.3333
maxwidth,1,0.0001,-50.0,204.1667
microbrewery,1,0.0001,0.0,508.3333
mtb:scale,1,0.0001,0.0,508.3333
mtb:scale:imba,1,0.0001,0.0,508.3333
name:cs,1,0.0001,-83.3333,1.3889
name:fi,1,0.0001,-75.0,52.0833
name:fr,1,0.0001,0.0,508.3333
name:he,1,0.0001,-75.0,52.0833
name:hi,1,0.0001,-75.0,52.0833
name:kn,1,0.0001,-75.0,52.0833
name:ku,1,0.0001,-75.0,52.0833
name:lt,1,0.0001,-75.0,52.0833
name:mk,1,0.0001,-75.0,52.0833
name:oc,1,0.0001,-75.0,52.0833
name:pl,1,0.0001,-75.0,52.0833
name:pt,1,0.0001,-75.0,52.0833
name:ro,1,0.0001,0.0,508.3333
name:sr,1,0.0001,-75.0,52.0833
name:wikipedia,1,0.0001,0.0,508.3333
name_2,1,0.0001,0.0,508.3333
nonsquare,1,0.0001,0.0,508.3333
not,1,0.0001,-66.6667,102.7778
note:en,1,0.0001,-90.9091,-44.697
oneway:conditional,1,0.0001,-50.0,204.1667
outdoor_seating,1,0.0001,-91.6667,-49.3056
overtaking,1,0.0001,0.0,508.3333
owner,1,0.0001,0.0,508.3333
parking_space,1,0.0001,0.0,508.3333
parts,1,0.0001,-50.0,204.1667
plant:method,1,0.0001,-92.3077,-53.2051
plant:source,1,0.0001,-93.3333,-59.4444
playground,1,0.0001,0.0,508.3333
protect_class,1,0.0001,0.0,508.3333
r,1,0.0001,0.0,508.3333
repair,1,0.0001,-50.0,204.1667
rest,1,0.0001,0.0,508.3333
roof:colour,1,0.0001,0.0,508.3333
roof:shape,1,0.0001,-75.0,52.0833
route,1,0.0001,-90.9091,-44.697
sac_scale,1,0.0001,0.0,508.3333
salb:id,1,0.0001,-87.5,-23.9583
salb:name,1,0.0001,-75.0,52.0833
sale,1,0.0001,0.0,508.3333
service:bicycle:chain_tool,1,0.0001,0.0,508.3333
service:bicycle:parts,1,0.0001,0.0,508.3333
service:bicycle:pump,1,0.0001,0.0,508.3333
service:bicycle:repair,1,0.0001,0.0,508.3333
service:bicycle:second_hand,1,0.0001,0.0,508.3333
service:vehicle:air_conditioning,1,0.0001,0.0,508.3333
service:vehicle:body_repair,1,0.0001,0.0,508.3333
service:vehicle:brakes,1,0.0001,0.0,508.3333
service:vehicle:car_parts,1,0.0001,0.0,508.3333
service:vehicle:diagnostics,1,0.0001,0.0,508.3333
service:vehicle:electrical,1,0.0001,0.0,508.3333
service:vehicle:glass,1,0.0001,0.0,508.3333
service:vehicle:inspection,1,0.0001,0.0,508.3333
service:vehicle:motor,1,0.0001,0.0,508.3333
service:vehicle:oil_change,1,0.0001,0.0,508.3333
service:vehicle:repairs,1,0.0001,0.0,508.3333
service:vehicle:sale,1,0.0001,0.0,508.3333
service:vehicle:tires,1,0.0001,0.0,508.3333
service:vehicle:tyres,1,0.0001,0.0,508.3333
service:vehicle:wheels,1,0.0001,0.0,508.3333
smoothness:date,1,0.0001,-90.0,-39.1667
social_facility,1,0.0001,0.0,508.3333
social_facility:for,1,0.0001,0.0,508.3333
source:name:oc,1,0.0001,-75.0,52.0833
source:position,1,0.0001,-92.8571,-56.5476
start_date,1,0.0001,-93.75,-61.9792
telephone,1,0.0001,0.0,508.3333
theatre:type,1,0.0001,0.0,508.3333
traffic_sign:direction,1,0.0001,0.0,508.3333
tree,1,0.0001,0.0,508.3333
trees,1,0.0001,-94.4444,-66.2037
url,1,0.0001,0.0,508.3333
was:highway,1,0.0001,0.0,508.3333
wikipedia:tr,1,0.0001,-93.75,-61.9792
