key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,place_of_worship,251,26.3655,25000.0,25000.0
amenity,parking,174,18.2773,17300.0,17300.0
amenity,school,88,9.2437,8700.0,8700.0
amenity,bank,54,5.6723,5300.0,5300.0
amenity,cafe,51,5.3571,5000.0,5000.0
amenity,fuel,49,5.1471,4800.0,4800.0
amenity,restaurant,49,5.1471,4800.0,4800.0
amenity,fast_food,27,2.8361,2600.0,2600.0
amenity,university,20,2.1008,1900.0,1900.0
amenity,hospital,17,1.7857,1600.0,1600.0
amenity,bus_station,14,1.4706,1300.0,1300.0
amenity,atm,13,1.3655,1200.0,1200.0
amenity,charging_station,12,1.2605,1100.0,1100.0
amenity,clinic,11,1.1555,1000.0,1000.0
amenity,pharmacy,10,1.0504,900.0,900.0
amenity,marketplace,9,0.9454,800.0,800.0
amenity,bar,8,0.8403,700.0,700.0
amenity,ferry_terminal,7,0.7353,600.0,600.0
amenity,taxi,7,0.7353,600.0,600.0
amenity,bench,6,0.6303,500.0,500.0
amenity,toilets,6,0.6303,500.0,500.0
amenity,community_centre,5,0.5252,400.0,400.0
amenity,fountain,5,0.5252,400.0,400.0
amenity,police,5,0.5252,400.0,400.0
amenity,pub,5,0.5252,400.0,400.0
amenity,waste_disposal,5,0.5252,400.0,400.0
amenity,college,4,0.4202,300.0,300.0
amenity,library,4,0.4202,300.0,300.0
amenity,car_wash,3,0.3151,200.0,200.0
amenity,food_court,3,0.3151,200.0,200.0
amenity,theatre,3,0.3151,200.0,200.0
amenity,bicycle_rental,2,0.2101,100.0,100.0
amenity,conference_centre,2,0.2101,100.0,100.0
amenity,driving_school,2,0.2101,100.0,100.0
amenity,animal_shelter,1,0.105,0.0,0.0
amenity,arts_centre,1,0.105,0.0,0.0
amenity,biergarten,1,0.105,0.0,0.0
amenity,bureau_de_change,1,0.105,0.0,0.0
amenity,car_rental,1,0.105,0.0,0.0
amenity,dentist,1,0.105,0.0,0.0
amenity,fire_station,1,0.105,0.0,0.0
amenity,grave_yard,1,0.105,0.0,0.0
amenity,ice_cream,1,0.105,0.0,0.0
amenity,kindergarten,1,0.105,0.0,0.0
amenity,language_school,1,0.105,0.0,0.0
amenity,nightclub,1,0.105,0.0,0.0
amenity,nursing_home,1,0.105,0.0,0.0
amenity,post_office,1,0.105,0.0,0.0
amenity,recycling,1,0.105,0.0,0.0
amenity,shelter,1,0.105,0.0,0.0
amenity,social_centre,1,0.105,0.0,0.0
amenity,telephone,1,0.105,0.0,0.0
amenity,townhall,1,0.105,0.0,0.0
amenity,veterinary,1,0.105,0.0,0.0
amenity,water_point,1,0.105,0.0,0.0
building,yes,21299,93.5397,2129800.0,2129800.0
building,apartments,916,4.0228,91500.0,91500.0
building,house,187,0.8213,18600.0,18600.0
building,school,108,0.4743,10700.0,10700.0
building,residential,69,0.303,6800.0,6800.0
building,roof,34,0.1493,3300.0,3300.0
building,mosque,33,0.1449,3200.0,3200.0
building,commercial,18,0.0791,1700.0,1700.0
building,university,18,0.0791,1700.0,1700.0
building,industrial,17,0.0747,1600.0,1600.0
building,greenhouse,11,0.0483,1000.0,1000.0
building,dormitory,7,0.0307,600.0,600.0
building,hut,6,0.0264,500.0,500.0
