key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,22770,7.5361,0.0,0.0
highway,21727,7.1909,0.0,0.0
name,10371,3.4324,0.0,0.0
source,5688,1.8825,0.0,0.0
oneway,4539,1.5022,0.0,0.0
leisure,2127,0.704,0.0,0.0
boundary,1999,0.6616,0.0,0.0
maxspeed,1662,0.5501,0.0,0.0
admin_level,1595,0.5279,0.0,0.0
ref,1529,0.506,0.0,0.0
lanes,1107,0.3664,0.0,0.0
surface,1049,0.3472,0.0,0.0
amenity,952,0.3151,0.0,0.0
public_transport,679,0.2247,0.0,0.0
int_ref,617,0.2042,0.0,0.0
operator,587,0.1943,0.0,0.0
landuse,586,0.1939,0.0,0.0
layer,564,0.1867,0.0,0.0
bus,506,0.1675,0.0,0.0
place,460,0.1522,0.0,0.0
railway,440,0.1456,0.0,0.0
minspeed,426,0.141,0.0,0.0
power,418,0.1383,0.0,0.0
natural,374,0.1238,0.0,0.0
bridge,356,0.1178,0.0,0.0
generator:source,332,0.1099,0.0,0.0
generator:method,327,0.1082,0.0,0.0
foot,271,0.0897,0.0,0.0
religion,267,0.0884,0.0,0.0
access,264,0.0874,0.0,0.0
addr:city,264,0.0874,0.0,0.0
shop,257,0.0851,0.0,0.0
addr:street,252,0.0834,0.0,0.0
alt_name,252,0.0834,0.0,0.0
generator:type,237,0.0784,0.0,0.0
destination,236,0.0781,0.0,0.0
toll,217,0.0718,0.0,0.0
addr:district,198,0.0655,0.0,0.0
denomination,196,0.0649,0.0,0.0
addr:postcode,195,0.0645,0.0,0.0
generator:output:electricity,189,0.0626,0.0,0.0
addr:housenumber,184,0.0609,0.0,0.0
addr:neighbourhood,183,0.0606,0.0,0.0
voltage,178,0.0589,0.0,0.0
wikidata,166,0.0549,0.0,0.0
destination:lanes,164,0.0543,0.0,0.0
turn:lanes,164,0.0543,0.0,0.0
service,161,0.0533,0.0,0.0
junction,156,0.0516,0.0,0.0
electrified,155,0.0513,0.0,0.0
gauge,151,0.05,0.0,0.0
brand,150,0.0496,0.0,0.0
barrier,149,0.0493,0.0,0.0
tunnel,147,0.0487,0.0,0.0
destination:ref,145,0.048,0.0,0.0
name:en,138,0.0457,0.0,0.0
waterway,132,0.0437,0.0,0.0
frequency,130,0.043,0.0,0.0
