key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,189542,15.2505,732.4199,732.4199
highway,22766,1.8317,4.7821,4.7821
name,14007,1.127,35.0593,35.0593
oneway,4304,0.3463,-5.1774,-5.1774
source,3654,0.294,-35.7595,-35.7595
natural,1996,0.1606,433.6898,433.6898
amenity,1882,0.1514,97.6891,97.6891
surface,1729,0.1391,64.8236,64.8236
maxspeed,1624,0.1307,-2.2864,-2.2864
layer,1437,0.1156,154.7872,154.7872
railway,1276,0.1027,190.0,190.0
public_transport,1164,0.0937,71.4286,71.4286
ref,1129,0.0908,-26.1609,-26.1609
lanes,1030,0.0829,-6.9557,-6.9557
landuse,1012,0.0814,72.6962,72.6962
operator,1007,0.081,71.5503,71.5503
addr:city,934,0.0751,253.7879,253.7879
addr:district,869,0.0699,338.8889,338.8889
power,846,0.0681,102.3923,102.3923
addr:postcode,835,0.0672,328.2051,328.2051
bus,818,0.0658,61.6601,61.6601
addr:street,794,0.0639,215.0794,215.0794
wikidata,761,0.0612,358.4337,358.4337
ele,754,0.0607,10671.4286,10671.4286
boundary,727,0.0585,-63.6318,-63.6318
admin_level,708,0.057,-55.6113,-55.6113
wikipedia,668,0.0537,475.8621,475.8621
religion,651,0.0524,143.8202,143.8202
shop,647,0.0521,151.751,151.751
tunnel,631,0.0508,329.2517,329.2517
place,614,0.0494,33.4783,33.4783
access,596,0.048,125.7576,125.7576
electrified,588,0.0473,279.3548,279.3548
gauge,583,0.0469,286.0927,286.0927
addr:housenumber,565,0.0455,207.0652,207.0652
brand,558,0.0449,272.0,272.0
brand:wikidata,555,0.0447,347.5806,347.5806
brand:wikipedia,544,0.0438,345.9016,345.9016
waterway,514,0.0414,289.3939,289.3939
bridge,484,0.0389,35.9551,35.9551
leisure,470,0.0378,-77.9031,-77.9031
voltage,444,0.0357,149.4382,149.4382
int_ref,436,0.0351,-29.3355,-29.3355
toll,412,0.0331,89.8618,89.8618
lit,398,0.032,231.6667,231.6667
height,394,0.0317,1213.3333,1213.3333
smoothness,393,0.0316,3830.0,3830.0
frequency,374,0.0301,187.6923,187.6923
addr:province,365,0.0294,2507.1429,2507.1429
minspeed,318,0.0256,-25.3521,-25.3521
addr:neighbourhood,315,0.0253,72.1311,72.1311
barrier,311,0.025,108.7248,108.7248
denomination,309,0.0249,57.6531,57.6531
wheelchair,305,0.0245,271.9512,271.9512
building:levels,302,0.0243,371.875,371.875
usage,296,0.0238,401.6949,401.6949
addr:country,251,0.0202,1294.4444,1294.4444
material,236,0.019,1715.3846,1715.3846
Hight,223,0.0179,22200.0,22200.0
area,222,0.0179,174.0741,174.0741
