key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,place_of_worship,631,33.5282,63000.0,63000.0
amenity,fuel,172,9.1392,17100.0,17100.0
amenity,parking,154,8.1828,15300.0,15300.0
amenity,school,120,6.3762,11900.0,11900.0
amenity,bank,114,6.0574,11300.0,11300.0
amenity,restaurant,90,4.7821,8900.0,8900.0
amenity,cafe,65,3.4538,6400.0,6400.0
amenity,atm,60,3.1881,5900.0,5900.0
amenity,fast_food,49,2.6036,4800.0,4800.0
amenity,hospital,47,2.4973,4600.0,4600.0
amenity,bicycle_rental,43,2.2848,4200.0,4200.0
amenity,bus_station,32,1.7003,3100.0,3100.0
amenity,pharmacy,24,1.2752,2300.0,2300.0
amenity,taxi,17,0.9033,1600.0,1600.0
amenity,university,17,0.9033,1600.0,1600.0
amenity,clinic,15,0.797,1400.0,1400.0
amenity,ferry_terminal,15,0.797,1400.0,1400.0
amenity,waste_disposal,15,0.797,1400.0,1400.0
amenity,marketplace,14,0.7439,1300.0,1300.0
amenity,post_office,14,0.7439,1300.0,1300.0
amenity,bar,12,0.6376,1100.0,1100.0
amenity,theatre,12,0.6376,1100.0,1100.0
amenity,bench,11,0.5845,1000.0,1000.0
amenity,library,10,0.5313,900.0,900.0
amenity,police,9,0.4782,800.0,800.0
amenity,car_wash,8,0.4251,700.0,700.0
amenity,drinking_water,7,0.3719,600.0,600.0
amenity,charging_station,6,0.3188,500.0,500.0
amenity,internet_cafe,6,0.3188,500.0,500.0
amenity,parking_entrance,6,0.3188,500.0,500.0
amenity,townhall,6,0.3188,500.0,500.0
amenity,community_centre,5,0.2657,400.0,400.0
amenity,toilets,5,0.2657,400.0,400.0
amenity,vehicle_inspection,5,0.2657,400.0,400.0
amenity,car_rental,4,0.2125,300.0,300.0
amenity,doctors,4,0.2125,300.0,300.0
amenity,driving_school,4,0.2125,300.0,300.0
amenity,fountain,4,0.2125,300.0,300.0
amenity,prison,4,0.2125,300.0,300.0
amenity,shelter,4,0.2125,300.0,300.0
amenity,waste_basket,4,0.2125,300.0,300.0
amenity,dentist,3,0.1594,200.0,200.0
amenity,ice_cream,3,0.1594,200.0,200.0
amenity,social_facility,3,0.1594,200.0,200.0
amenity,bicycle_parking,2,0.1063,100.0,100.0
amenity,cinema,2,0.1063,100.0,100.0
amenity,college,2,0.1063,100.0,100.0
amenity,fire_station,2,0.1063,100.0,100.0
amenity,nightclub,2,0.1063,100.0,100.0
amenity,studio,2,0.1063,100.0,100.0
amenity,bicycle_repair_station,1,0.0531,0.0,0.0
amenity,exhibition_centre,1,0.0531,0.0,0.0
amenity,grave_yard,1,0.0531,0.0,0.0
amenity,kindergarten,1,0.0531,0.0,0.0
amenity,music_school,1,0.0531,0.0,0.0
amenity,office,1,0.0531,0.0,0.0
amenity,parking_space,1,0.0531,0.0,0.0
amenity,pub,1,0.0531,0.0,0.0
amenity,public_bath,1,0.0531,0.0,0.0
amenity,ranger_station,1,0.0531,0.0,0.0
amenity,recycling,1,0.0531,0.0,0.0
amenity,stable,1,0.0531,0.0,0.0
amenity,stock_exchange,1,0.0531,0.0,0.0
amenity,telephone,1,0.0531,0.0,0.0
amenity,veterinary,1,0.0531,0.0,0.0
amenity,warehouse,1,0.0531,0.0,0.0
amenity,water_point,1,0.0531,0.0,0.0
building,yes,187374,98.8562,18737300.0,18737300.0
building,apartments,605,0.3192,60400.0,60400.0
building,mosque,533,0.2812,53200.0,53200.0
building,detached,224,0.1182,22300.0,22300.0
building,roof,164,0.0865,16300.0,16300.0
building,house,159,0.0839,15800.0,15800.0
building,semidetached_house,80,0.0422,7900.0,7900.0
building,school,73,0.0385,7200.0,7200.0
building,greenhouse,54,0.0285,5300.0,5300.0
building,hangar,27,0.0142,2600.0,2600.0
building,university,26,0.0137,2500.0,2500.0
building,industrial,25,0.0132,2400.0,2400.0
building,residential,25,0.0132,2400.0,2400.0
building,train_station,21,0.0111,2000.0,2000.0
building,commercial,20,0.0106,1900.0,1900.0
building,retail,18,0.0095,1700.0,1700.0
building,hospital,16,0.0084,1500.0,1500.0
building,transportation,12,0.0063,1100.0,1100.0
building,dormitory,10,0.0053,900.0,900.0
building,hut,9,0.0047,800.0,800.0
building,church,7,0.0037,600.0,600.0
building,detached_house,7,0.0037,600.0,600.0
building,kiosk,7,0.0037,600.0,600.0
building,service,7,0.0037,600.0,600.0
building,construction,6,0.0032,500.0,500.0
building,hotel,5,0.0026,400.0,400.0
building,carport,4,0.0021,300.0,300.0
building,stadium,4,0.0021,300.0,300.0
building,office,3,0.0016,200.0,200.0
building,shed,3,0.0016,200.0,200.0
building,cafe,2,0.0011,100.0,100.0
building,dam,2,0.0011,100.0,100.0
building,parking,2,0.0011,100.0,100.0
building,public,2,0.0011,100.0,100.0
building,civic,1,0.0005,0.0,0.0
building,fire_station,1,0.0005,0.0,0.0
building,government,1,0.0005,0.0,0.0
building,manufacture,1,0.0005,0.0,0.0
building,yesq,1,0.0005,0.0,0.0
building,yesww,1,0.0005,0.0,0.0
emergency,yes,26,68.4211,2500.0,2500.0
emergency,no,6,15.7895,500.0,500.0
emergency,fire_lookout,4,10.5263,300.0,300.0
emergency,destination,1,2.6316,0.0,0.0
emergency,fire_hydrant,1,2.6316,0.0,0.0
highway,residential,12089,53.1011,1208800.0,1208800.0
highway,living_street,1250,5.4906,124900.0,124900.0
highway,tertiary,1210,5.3149,120900.0,120900.0
highway,secondary,1052,4.6209,105100.0,105100.0
highway,service,1012,4.4452,101100.0,101100.0
highway,footway,953,4.1861,95200.0,95200.0
highway,primary,930,4.085,92900.0,92900.0
highway,bus_stop,717,3.1494,71600.0,71600.0
highway,track,637,2.798,63600.0,63600.0
highway,motorway,446,1.9591,44500.0,44500.0
highway,unclassified,420,1.8449,41900.0,41900.0
highway,steps,319,1.4012,31800.0,31800.0
highway,trunk_link,231,1.0147,23000.0,23000.0
highway,primary_link,216,0.9488,21500.0,21500.0
highway,trunk,202,0.8873,20100.0,20100.0
highway,traffic_signals,153,0.6721,15200.0,15200.0
highway,pedestrian,139,0.6106,13800.0,13800.0
highway,path,124,0.5447,12300.0,12300.0
highway,elevator,104,0.4568,10300.0,10300.0
highway,crossing,102,0.448,10100.0,10100.0
highway,motorway_link,95,0.4173,9400.0,9400.0
highway,secondary_link,69,0.3031,6800.0,6800.0
highway,cycleway,68,0.2987,6700.0,6700.0
highway,construction,53,0.2328,5200.0,5200.0
highway,tertiary_link,53,0.2328,5200.0,5200.0
highway,street_lamp,45,0.1977,4400.0,4400.0
highway,corridor,34,0.1493,3300.0,3300.0
highway,motorway_junction,16,0.0703,1500.0,1500.0
highway,platform,12,0.0527,1100.0,1100.0
highway,give_way,4,0.0176,300.0,300.0
highway,speed_camera,3,0.0132,200.0,200.0
highway,turning_circle,3,0.0132,200.0,200.0
highway,stop,2,0.0088,100.0,100.0
highway,escape,1,0.0044,0.0,0.0
highway,planned,1,0.0044,0.0,0.0
highway,raceway,1,0.0044,0.0,0.0
landuse,residential,204,20.1581,20300.0,20300.0
landuse,farmland,190,18.7747,18900.0,18900.0
landuse,orchard,132,13.0435,13100.0,13100.0
landuse,forest,90,8.8933,8900.0,8900.0
landuse,grass,61,6.0277,6000.0,6000.0
landuse,industrial,49,4.8419,4800.0,4800.0
landuse,railway,43,4.249,4200.0,4200.0
landuse,construction,39,3.8538,3800.0,3800.0
landuse,recreation_ground,26,2.5692,2500.0,2500.0
landuse,military,25,2.4704,2400.0,2400.0
landuse,cemetery,24,2.3715,2300.0,2300.0
landuse,farmyard,24,2.3715,2300.0,2300.0
landuse,greenfield,21,2.0751,2000.0,2000.0
landuse,commercial,16,1.581,1500.0,1500.0
landuse,quarry,16,1.581,1500.0,1500.0
landuse,block,10,0.9881,900.0,900.0
landuse,landfill,9,0.8893,800.0,800.0
landuse,meadow,9,0.8893,800.0,800.0
landuse,allotments,6,0.5929,500.0,500.0
landuse,religious,3,0.2964,200.0,200.0
landuse,civic,2,0.1976,100.0,100.0
landuse,education,2,0.1976,100.0,100.0
landuse,reservoir,2,0.1976,100.0,100.0
landuse,retail,2,0.1976,100.0,100.0
landuse,FIXME,1,0.0988,0.0,0.0
landuse,brownfield,1,0.0988,0.0,0.0
landuse,flowerbed,1,0.0988,0.0,0.0
landuse,government,1,0.0988,0.0,0.0
landuse,greenhouse_horticulture,1,0.0988,0.0,0.0
landuse,harbour,1,0.0988,0.0,0.0
landuse,training,1,0.0988,0.0,0.0
leisure,park,192,40.8511,19100.0,19100.0
leisure,pitch,102,21.7021,10100.0,10100.0
leisure,swimming_pool,91,19.3617,9000.0,9000.0
leisure,playground,48,10.2128,4700.0,4700.0
leisure,sports_centre,10,2.1277,900.0,900.0
leisure,stadium,5,1.0638,400.0,400.0
leisure,garden,4,0.8511,300.0,300.0
leisure,marina,4,0.8511,300.0,300.0
leisure,fitness_centre,3,0.6383,200.0,200.0
leisure,picnic_table,2,0.4255,100.0,100.0
leisure,adult_gaming_centre,1,0.2128,0.0,0.0
leisure,amusement_arcade,1,0.2128,0.0,0.0
leisure,bowling_alley,1,0.2128,0.0,0.0
leisure,nature_reserve,1,0.2128,0.0,0.0
leisure,outdoor_seating,1,0.2128,0.0,0.0
leisure,resort,1,0.2128,0.0,0.0
leisure,sauna,1,0.2128,0.0,0.0
leisure,track,1,0.2128,0.0,0.0
leisure,water_park,1,0.2128,0.0,0.0
name,İzmir Çevre Yolu,207,1.4778,20600.0,20600.0
name,Mithatpaşa Caddesi,115,0.821,11400.0,11400.0
name,İzmir-Çeşme Otoyolu,113,0.8067,11200.0,11200.0
name,Cami,96,0.6854,9500.0,9500.0
name,BİM,60,0.4284,5900.0,5900.0
