key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,school,3436,13.3142,0.0,0.0
amenity,parking,2989,11.5821,0.0,0.0
amenity,place_of_worship,2733,10.5901,0.0,0.0
amenity,pharmacy,1939,7.5135,0.0,0.0
amenity,drinking_water,1646,6.3781,0.0,0.0
amenity,restaurant,1414,5.4791,0.0,0.0
amenity,toilets,947,3.6695,0.0,0.0
amenity,fuel,827,3.2046,0.0,0.0
amenity,bank,705,2.7318,0.0,0.0
amenity,hospital,606,2.3482,0.0,0.0
amenity,bench,557,2.1583,0.0,0.0
amenity,fast_food,530,2.0537,0.0,0.0
amenity,cafe,500,1.9375,0.0,0.0
amenity,gambling,381,1.4763,0.0,0.0
amenity,bicycle_parking,377,1.4608,0.0,0.0
amenity,shelter,324,1.2555,0.0,0.0
amenity,library,295,1.1431,0.0,0.0
amenity,recycling,292,1.1315,0.0,0.0
amenity,bar,238,0.9222,0.0,0.0
amenity,grave_yard,216,0.837,0.0,0.0
amenity,police,213,0.8254,0.0,0.0
amenity,waste_basket,212,0.8215,0.0,0.0
amenity,college,211,0.8176,0.0,0.0
amenity,clinic,209,0.8099,0.0,0.0
amenity,Convenience Store;Gas Station,199,0.7711,0.0,0.0
amenity,kindergarten,192,0.744,0.0,0.0
amenity,university,191,0.7401,0.0,0.0
amenity,shower,182,0.7052,0.0,0.0
amenity,charging_station,147,0.5696,0.0,0.0
amenity,atm,146,0.5657,0.0,0.0
amenity,marketplace,146,0.5657,0.0,0.0
amenity,fountain,129,0.4999,0.0,0.0
amenity,community_centre,129,0.4999,0.0,0.0
amenity,post_office,111,0.4301,0.0,0.0
amenity,waste_disposal,92,0.3565,0.0,0.0
amenity,public_building,84,0.3255,0.0,0.0
amenity,vending_machine,83,0.3216,0.0,0.0
amenity,bus_station,82,0.3177,0.0,0.0
amenity,parking_space,80,0.31,0.0,0.0
amenity,ice_cream,76,0.2945,0.0,0.0
amenity,dentist,71,0.2751,0.0,0.0
amenity,doctors,68,0.2635,0.0,0.0
amenity,cinema,67,0.2596,0.0,0.0
amenity,townhall,64,0.248,0.0,0.0
amenity,tap,54,0.2092,0.0,0.0
amenity,pub,52,0.2015,0.0,0.0
amenity,embassy,50,0.1937,0.0,0.0
amenity,car_wash,49,0.1899,0.0,0.0
amenity,parking_entrance,45,0.1744,0.0,0.0
amenity,veterinary,44,0.1705,0.0,0.0
amenity,fire_station,44,0.1705,0.0,0.0
amenity,bicycle_repair_station,43,0.1666,0.0,0.0
amenity,post_box,42,0.1627,0.0,0.0
amenity,social_facility,41,0.1589,0.0,0.0
amenity,shop,38,0.1472,0.0,0.0
amenity,motorcycle_parking,34,0.1317,0.0,0.0
amenity,theatre,33,0.1279,0.0,0.0
amenity,taxi,30,0.1162,0.0,0.0
amenity,telephone,29,0.1124,0.0,0.0
amenity,bureau_de_change,29,0.1124,0.0,0.0
amenity,car_rental,28,0.1085,0.0,0.0
amenity,arts_centre,28,0.1085,0.0,0.0
amenity,food_court,28,0.1085,0.0,0.0
amenity,studio,28,0.1085,0.0,0.0
amenity,water_point,28,0.1085,0.0,0.0
amenity,courthouse,28,0.1085,0.0,0.0
amenity,utc,27,0.1046,0.0,0.0
amenity,nightclub,26,0.1007,0.0,0.0
amenity,prison,25,0.0969,0.0,0.0
amenity,cro,22,0.0852,0.0,0.0
amenity,Family Restaurant,22,0.0852,0.0,0.0
amenity,parcel_locker,20,0.0775,0.0,0.0
amenity,ferry_terminal,20,0.0775,0.0,0.0
amenity,childcare,19,0.0736,0.0,0.0
amenity,social_centre,17,0.0659,0.0,0.0
amenity,driving_school,16,0.062,0.0,0.0
amenity,bicycle_rental,15,0.0581,0.0,0.0
amenity,hunting_stand,14,0.0542,0.0,0.0
amenity,ctc,13,0.0504,0.0,0.0
amenity,Furniture Store,13,0.0504,0.0,0.0
