key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,99702,11.1734,30672.2222,30672.2222
highway,14314,1.6041,620.3825,620.3825
landuse,3877,0.4345,1050.4451,1050.4451
natural,1702,0.1907,1730.1075,1730.1075
surface,1566,0.1755,353.913,353.913
name,1450,0.1625,445.1128,445.1128
power,1097,0.1229,-24.9658,-24.9658
lanes,987,0.1106,470.5202,470.5202
leisure,953,0.1068,3429.6296,3429.6296
barrier,871,0.0976,1455.3571,1455.3571
water,714,0.08,4100.0,4100.0
oneway,682,0.0764,229.4686,229.4686
source,612,0.0686,441.5929,441.5929
access,567,0.0635,218.5393,218.5393
public_transport,553,0.062,55200.0,55200.0
bus,551,0.0617,55000.0,55000.0
network,550,0.0616,54900.0,54900.0
network:wikidata,547,0.0613,54600.0,54600.0
ref,515,0.0577,425.5102,425.5102
old_ref,451,0.0505,384.9462,384.9462
waterway,413,0.0463,664.8148,664.8148
layer,399,0.0447,1040.0,1040.0
maxspeed,376,0.0421,496.8254,496.8254
intermittent,375,0.042,1685.7143,1685.7143
tracktype,351,0.0393,290.0,290.0
amenity,250,0.028,187.3563,187.3563
operator,196,0.022,493.9394,493.9394
ford,173,0.0194,143.662,143.662
generator:solar:tracking,151,0.0169,15000.0,15000.0
construction,133,0.0149,565.0,565.0
junction,130,0.0146,420.0,420.0
crossing,121,0.0136,764.2857,764.2857
bench,120,0.0134,11900.0,11900.0
name:ar,112,0.0126,194.7368,194.7368
generator:source,107,0.012,10600.0,10600.0
name:fr,104,0.0117,52.9412,52.9412
material,100,0.0112,233.3333,233.3333
place,92,0.0103,384.2105,384.2105
bridge,88,0.0099,388.8889,388.8889
area,80,0.009,788.8889,788.8889
admin_level,77,0.0086,7600.0,7600.0
boundary,76,0.0085,7500.0,7500.0
name:en,71,0.008,162.963,162.963
service,69,0.0077,-18.8235,-18.8235
residential,64,0.0072,6300.0,6300.0
reservoir_type,62,0.0069,6100.0,6100.0
noname,52,0.0058,642.8571,642.8571
social_facility,51,0.0057,5000.0,5000.0
generator:method,50,0.0056,4900.0,4900.0
generator:output:electricity,50,0.0056,4900.0,4900.0
generator:type,50,0.0056,4900.0,4900.0
sport,47,0.0053,370.0,370.0
building:levels,44,0.0049,1000.0,1000.0
shop,43,0.0048,138.8889,138.8889
solar,41,0.0046,4000.0,4000.0
wikidata,36,0.004,800.0,800.0
religion,35,0.0039,337.5,337.5
smoothness,34,0.0038,325.0,325.0
addr:city,32,0.0036,1500.0,1500.0
addr:street,30,0.0034,328.5714,328.5714
voltage,27,0.003,-25.0,-25.0
tourism,26,0.0029,-60.0,-60.0
loc_name:ar,25,0.0028,2400.0,2400.0
addr:postcode,24,0.0027,2300.0,2300.0
foot,24,0.0027,118.1818,118.1818
tunnel,24,0.0027,2300.0,2300.0
height,23,0.0026,155.5556,155.5556
note,22,0.0025,37.5,37.5
office,22,0.0025,2100.0,2100.0
covered,21,0.0024,2000.0,2000.0
ele,21,0.0024,-22.2222,-22.2222
motor_vehicle,21,0.0024,250.0,250.0
name:ber,21,0.0024,2000.0,2000.0
cuisine,18,0.002,500.0,500.0
description,18,0.002,157.1429,157.1429
fixme,18,0.002,1700.0,1700.0
footway,18,0.002,125.0,125.0
plant:method,18,0.002,1700.0,1700.0
man_made,17,0.0019,466.6667,466.6667
phone,17,0.0019,30.7692,30.7692
plant:source,17,0.0019,1600.0,1600.0
plant:output:electricity,16,0.0018,1500.0,1500.0
ruins,16,0.0018,1500.0,1500.0
website,16,0.0018,-11.1111,-11.1111
bicycle,15,0.0017,50.0,50.0
healthcare,14,0.0016,600.0,600.0
name:de,14,0.0016,-12.5,-12.5
ref:ar,14,0.0016,180.0,180.0
width,14,0.0016,0.0,0.0
denotation,13,0.0015,1200.0,1200.0
genus,13,0.0015,1200.0,1200.0
motorcycle,13,0.0015,160.0,160.0
species,13,0.0015,1200.0,1200.0
wikipedia,13,0.0015,1200.0,1200.0
brand,12,0.0013,-29.4118,-29.4118
cables,12,0.0013,100.0,100.0
horse,12,0.0013,140.0,140.0
int_name,12,0.0013,1100.0,1100.0
route,11,0.0012,1000.0,1000.0
activité,10,0.0011,900.0,900.0
sac_scale,10,0.0011,-78.2609,-78.2609
traffic_calming,10,0.0011,900.0,900.0
brand:wikidata,9,0.001,0.0,0.0
dispensing,9,0.001,800.0,800.0
drive_through,9,0.001,800.0,800.0
internet_access,9,0.001,-25.0,-25.0
relief,9,0.001,800.0,800.0
shoulder,9,0.001,800.0,800.0
source:maxspeed,9,0.001,800.0,800.0
alt_name:ar,8,0.0009,0.0,0.0
cycleway:right,8,0.0009,100.0,100.0
email,8,0.0009,33.3333,33.3333
location,8,0.0009,700.0,700.0
seasonal,8,0.0009,700.0,700.0
capital,7,0.0008,600.0,600.0
cycleway:both,7,0.0008,-22.2222,-22.2222
lit,7,0.0008,-36.3636,-36.3636
addr:place,6,0.0007,500.0,500.0
bicycle_parking,6,0.0007,500.0,500.0
building:part,6,0.0007,500.0,500.0
cycleway:both:lane,6,0.0007,-25.0,-25.0
cycleway:left,6,0.0007,500.0,500.0
incline,6,0.0007,-62.5,-62.5
name:zgh,6,0.0007,500.0,500.0
operator:wikidata,6,0.0007,-40.0,-40.0
parking,6,0.0007,50.0,50.0
population,6,0.0007,50.0,50.0
air_conditioning,5,0.0006,400.0,400.0
brand:ar,5,0.0006,-54.5455,-54.5455
brand:wikipedia,5,0.0006,-37.5,-37.5
crossing:markings,5,0.0006,400.0,400.0
damage:date,5,0.0006,400.0,400.0
damage:event,5,0.0006,400.0,400.0
damage:type,5,0.0006,400.0,400.0
description:fr,5,0.0006,150.0,150.0
fence_type,5,0.0006,400.0,400.0
internet_access:fee,5,0.0006,66.6667,66.6667
name:es,5,0.0006,-58.3333,-58.3333
opening_hours,5,0.0006,-37.5,-37.5
operator:ar,5,0.0006,-50.0,-50.0
Activité,4,0.0004,300.0,300.0
addr:housenumber,4,0.0004,300.0,300.0
brand:en,4,0.0004,300.0,300.0
brand:wikipedia:ar,4,0.0004,100.0,100.0
comment,4,0.0004,300.0,300.0
crop,4,0.0004,300.0,300.0
cycleway:left:oneway,4,0.0004,-33.3333,-33.3333
cycleway:right:oneway,4,0.0004,-33.3333,-33.3333
fax,4,0.0004,300.0,300.0
motorcar,4,0.0004,300.0,300.0
name:ary,4,0.0004,-50.0,-50.0
operator:wikipedia,4,0.0004,-60.0,-60.0
operator:wikipedia:ar,4,0.0004,100.0,100.0
ref:code_mecano,4,0.0004,300.0,300.0
wall,4,0.0004,-50.0,-50.0
wheelchair,4,0.0004,300.0,300.0
wikimedia_commons,4,0.0004,300.0,300.0
addr:full,3,0.0003,200.0,200.0
addr:suburb,3,0.0003,200.0,200.0
aeroway,3,0.0003,200.0,200.0
area:highway,3,0.0003,200.0,200.0
entrance,3,0.0003,200.0,200.0
guest_house,3,0.0003,200.0,200.0
level,3,0.0003,200.0,200.0
license_classes,3,0.0003,200.0,200.0
post_office:type,3,0.0003,200.0,200.0
produce,3,0.0003,-62.5,-62.5
road,3,0.0003,200.0,200.0
source:population,3,0.0003,200.0,200.0
stars,3,0.0003,200.0,200.0
substance,3,0.0003,200.0,200.0
tidal,3,0.0003,200.0,200.0
toilets:wheelchair,3,0.0003,200.0,200.0
boat,2,0.0002,100.0,100.0
building:min_level,2,0.0002,100.0,100.0
destination:street,2,0.0002,100.0,100.0
frequency,2,0.0002,100.0,100.0
government,2,0.0002,100.0,100.0
historic,2,0.0002,100.0,100.0
house,2,0.0002,100.0,100.0
informal,2,0.0002,-66.6667,-66.6667
landcover,2,0.0002,100.0,100.0
leaf_cycle,2,0.0002,100.0,100.0
leaf_type,2,0.0002,-75.0,-75.0
payment:cash,2,0.0002,-33.3333,-33.3333
playground,2,0.0002,100.0,100.0
rooms,2,0.0002,100.0,100.0
source:date,2,0.0002,100.0,100.0
source:name,2,0.0002,100.0,100.0
tomb,2,0.0002,100.0,100.0
trail_visibility,2,0.0002,-83.3333,-83.3333
turn:lanes,2,0.0002,0.0,0.0
usage,2,0.0002,100.0,100.0
Amenity,1,0.0001,0.0,0.0
FIXME,1,0.0001,0.0,0.0
Football Stadium,1,0.0001,0.0,0.0
Imagery,1,0.0001,0.0,0.0
Maxar,1,0.0001,0.0,0.0
access:note,1,0.0001,0.0,0.0
acitivité,1,0.0001,0.0,0.0
airmark,1,0.0001,0.0,0.0
allotments,1,0.0001,0.0,0.0
alt_name,1,0.0001,-66.6667,-66.6667
alt_name:fr,1,0.0001,-50.0,-50.0
basin,1,0.0001,0.0,0.0
beacon:type,1,0.0001,0.0,0.0
bridge:support,1,0.0001,0.0,0.0
cemetery,1,0.0001,0.0,0.0
charge,1,0.0001,0.0,0.0
check_date,1,0.0001,-75.0,-75.0
contact:facebook,1,0.0001,0.0,0.0
contact:instagram,1,0.0001,0.0,0.0
content,1,0.0001,0.0,0.0
craft,1,0.0001,0.0,0.0
denomination,1,0.0001,0.0,0.0
drinking_water,1,0.0001,0.0,0.0
farmland,1,0.0001,0.0,0.0
farmyard,1,0.0001,0.0,0.0
fee,1,0.0001,-50.0,-50.0
fireplace,1,0.0001,0.0,0.0
fooball fiel,1,0.0001,0.0,0.0
handrail,1,0.0001,-50.0,-50.0
lane_markings,1,0.0001,-75.0,-75.0
motorroad,1,0.0001,0.0,0.0
mountain_pass,1,0.0001,-75.0,-75.0
name:hu,1,0.0001,-87.5,-87.5
name:oc,1,0.0001,0.0,0.0
name:tzm,1,0.0001,0.0,0.0
outdoor_seating,1,0.0001,-66.6667,-66.6667
parking:lane,1,0.0001,0.0,0.0
plant,1,0.0001,0.0,0.0
population:date,1,0.0001,0.0,0.0
postal_code,1,0.0001,0.0,0.0
power_supply,1,0.0001,0.0,0.0
proposed,1,0.0001,0.0,0.0
second_hand,1,0.0001,0.0,0.0
service_times,1,0.0001,0.0,0.0
shelter_type,1,0.0001,0.0,0.0
smoking,1,0.0001,0.0,0.0
social_facility:for,1,0.0001,0.0,0.0
source:name:oc,1,0.0001,0.0,0.0
swimming_pool,1,0.0001,0.0,0.0
tower:construction,1,0.0001,0.0,0.0
volleyball court,1,0.0001,0.0,0.0
walls,1,0.0001,0.0,0.0
wetland,1,0.0001,0.0,0.0
