key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,256729,10.5651,79137.3457,481927.1862
highway,36413,1.4985,1732.5617,11048.0834
landuse,6930,0.2852,1956.3798,12409.6439
surface,5897,0.2427,1609.2754,10298.0918
barrier,4910,0.2021,8667.8571,53237.7976
waterway,4129,0.1699,7546.2963,46414.9691
natural,2366,0.0974,2444.086,15376.5233
intermittent,2204,0.0907,10395.2381,63746.0317
name,1783,0.0734,570.3008,3977.6629
ford,1486,0.0612,1992.9577,12632.1596
water,1410,0.058,8194.1176,50355.8824
lanes,1307,0.0538,655.4913,4495.9056
power,1255,0.0516,-14.1587,422.2013
layer,1159,0.0477,3211.4286,20044.5238
place,1081,0.0445,5589.4737,34510.9649
ref,812,0.0334,728.5714,4940.4762
old_ref,728,0.03,682.7957,4662.0072
source,714,0.0294,531.8584,3743.8053
oneway,548,0.0226,164.7343,1510.467
access,513,0.0211,188.2022,1653.2303
bridge,496,0.0204,2655.5556,16662.963
fixme,395,0.0163,39400.0,240191.6667
tracktype,385,0.0158,327.7778,2502.3148
generator:source,370,0.0152,36900.0,224983.3333
leisure,366,0.0151,1255.5556,8146.2963
seasonal,335,0.0138,33400.0,203691.6667
damage:date,321,0.0132,32000.0,195175.0
maxspeed,310,0.0128,392.0635,2893.3862
generator:method,309,0.0127,30800.0,187875.0
generator:type,307,0.0126,30600.0,186658.3333
service,305,0.0126,258.8235,2082.8431
generator:output:electricity,301,0.0124,30000.0,183008.3333
damage:event,292,0.012,29100.0,177533.3333
reservoir_type,279,0.0115,27800.0,169625.0
tunnel,260,0.0107,25900.0,158066.6667
damage:type,228,0.0094,22700.0,138600.0
road,203,0.0084,20200.0,123391.6667
area,178,0.0073,1877.7778,11931.4815
name:fr,160,0.0066,135.2941,1331.3725
man_made,149,0.0061,4866.6667,30113.8889
name:ar,148,0.0061,289.4737,2269.2982
amenity,146,0.006,67.8161,920.8812
admin_level,129,0.0053,12800.0,78375.0
boundary,129,0.0053,12800.0,78375.0
name:en,128,0.0053,374.0741,2783.9506
note,109,0.0045,581.25,4044.2708
noname,105,0.0043,1400.0,9025.0
wikidata,105,0.0043,2525.0,15868.75
name:ber,100,0.0041,9900.0,60733.3333
building:levels,95,0.0039,2275.0,14347.9167
wikipedia,79,0.0033,7800.0,47958.3333
smoothness,60,0.0025,650.0,4462.5
width,59,0.0024,321.4286,2463.6905
nt,57,0.0023,5600.0,34575.0
content,49,0.002,4800.0,29708.3333
construction,48,0.002,140.0,1360.0
addr:city,45,0.0019,2150.0,13587.5
residential,44,0.0018,4300.0,26666.6667
sac_scale,42,0.0017,-8.6957,455.4348
ele,39,0.0016,44.4444,778.7037
