key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
highway,1987,8.9938,0.0,0.0
power,1462,6.6175,0.0,0.0
surface,345,1.5616,0.0,0.0
landuse,337,1.5254,0.0,0.0
building,324,1.4665,0.0,0.0
name,266,1.204,0.0,0.0
oneway,207,0.9369,0.0,0.0
access,178,0.8057,0.0,0.0
lanes,173,0.7831,0.0,0.0
source,113,0.5115,0.0,0.0
ref,98,0.4436,0.0,0.0
natural,93,0.4209,0.0,0.0
old_ref,93,0.4209,0.0,0.0
tracktype,90,0.4074,0.0,0.0
amenity,87,0.3938,0.0,0.0
service,85,0.3847,0.0,0.0
ford,71,0.3214,0.0,0.0
name:fr,68,0.3078,0.0,0.0
tourism,65,0.2942,0.0,0.0
maxspeed,63,0.2852,0.0,0.0
barrier,56,0.2535,0.0,0.0
waterway,54,0.2444,0.0,0.0
sac_scale,46,0.2082,0.0,0.0
name:ar,38,0.172,0.0,0.0
voltage,36,0.1629,0.0,0.0
layer,35,0.1584,0.0,0.0
operator,33,0.1494,0.0,0.0
material,30,0.1358,0.0,0.0
ele,27,0.1222,0.0,0.0
leisure,27,0.1222,0.0,0.0
name:en,27,0.1222,0.0,0.0
junction,25,0.1132,0.0,0.0
intermittent,21,0.0951,0.0,0.0
construction,20,0.0905,0.0,0.0
place,19,0.086,0.0,0.0
bridge,18,0.0815,0.0,0.0
shop,18,0.0815,0.0,0.0
website,18,0.0815,0.0,0.0
brand,17,0.0769,0.0,0.0
information,17,0.0769,0.0,0.0
water,17,0.0769,0.0,0.0
incline,16,0.0724,0.0,0.0
name:de,16,0.0724,0.0,0.0
note,16,0.0724,0.0,0.0
crossing,14,0.0634,0.0,0.0
direction,14,0.0634,0.0,0.0
ref:refuges.info,14,0.0634,0.0,0.0
width,14,0.0634,0.0,0.0
phone,13,0.0588,0.0,0.0
board_type,12,0.0543,0.0,0.0
internet_access,12,0.0543,0.0,0.0
name:es,12,0.0543,0.0,0.0
opening_hours:signed,12,0.0543,0.0,0.0
trail_visibility,12,0.0543,0.0,0.0
brand:ar,11,0.0498,0.0,0.0
foot,11,0.0498,0.0,0.0
lit,11,0.0498,0.0,0.0
bicycle,10,0.0453,0.0,0.0
operator:ar,10,0.0453,0.0,0.0
operator:wikidata,10,0.0453,0.0,0.0
operator:wikipedia,10,0.0453,0.0,0.0
sport,10,0.0453,0.0,0.0
area,9,0.0407,0.0,0.0
brand:wikidata,9,0.0407,0.0,0.0
cycleway:both,9,0.0407,0.0,0.0
height,9,0.0407,0.0,0.0
alt_name:ar,8,0.0362,0.0,0.0
brand:fr,8,0.0362,0.0,0.0
brand:wikipedia,8,0.0362,0.0,0.0
cycleway:both:lane,8,0.0362,0.0,0.0
footway,8,0.0362,0.0,0.0
leaf_type,8,0.0362,0.0,0.0
name:ary,8,0.0362,0.0,0.0
name:hu,8,0.0362,0.0,0.0
opening_hours,8,0.0362,0.0,0.0
produce,8,0.0362,0.0,0.0
religion,8,0.0362,0.0,0.0
smoothness,8,0.0362,0.0,0.0
wall,8,0.0362,0.0,0.0
addr:street,7,0.0317,0.0,0.0
description,7,0.0317,0.0,0.0
noname,7,0.0317,0.0,0.0
cables,6,0.0272,0.0,0.0
cycleway:left:oneway,6,0.0272,0.0,0.0
cycleway:right:oneway,6,0.0272,0.0,0.0
email,6,0.0272,0.0,0.0
informal,6,0.0272,0.0,0.0
motor_vehicle,6,0.0272,0.0,0.0
compressed_air,5,0.0226,0.0,0.0
horse,5,0.0226,0.0,0.0
maxweight:signed,5,0.0226,0.0,0.0
motorcycle,5,0.0226,0.0,0.0
ref:ar,5,0.0226,0.0,0.0
brand:es,4,0.0181,0.0,0.0
building:levels,4,0.0181,0.0,0.0
check_date,4,0.0181,0.0,0.0
cycleway:right,4,0.0181,0.0,0.0
hiking,4,0.0181,0.0,0.0
lane_markings,4,0.0181,0.0,0.0
military,4,0.0181,0.0,0.0
mountain_pass,4,0.0181,0.0,0.0
mtb:scale,4,0.0181,0.0,0.0
operator:es,4,0.0181,0.0,0.0
operator:fr,4,0.0181,0.0,0.0
parking,4,0.0181,0.0,0.0
population,4,0.0181,0.0,0.0
ref:refugesinfo,4,0.0181,0.0,0.0
wikidata,4,0.0181,0.0,0.0
alt_name,3,0.0136,0.0,0.0
cuisine,3,0.0136,0.0,0.0
internet_access:fee,3,0.0136,0.0,0.0
man_made,3,0.0136,0.0,0.0
map_size,3,0.0136,0.0,0.0
map_type,3,0.0136,0.0,0.0
outdoor_seating,3,0.0136,0.0,0.0
payment:cash,3,0.0136,0.0,0.0
addr:city,2,0.0091,0.0,0.0
alt_name:es,2,0.0091,0.0,0.0
alt_name:fr,2,0.0091,0.0,0.0
brand:website,2,0.0091,0.0,0.0
brand:wikipedia:ar,2,0.0091,0.0,0.0
capacity,2,0.0091,0.0,0.0
caravans,2,0.0091,0.0,0.0
description:fr,2,0.0091,0.0,0.0
fee,2,0.0091,0.0,0.0
handrail,2,0.0091,0.0,0.0
healthcare,2,0.0091,0.0,0.0
name:pl,2,0.0091,0.0,0.0
noexit,2,0.0091,0.0,0.0
nohousenumber,2,0.0091,0.0,0.0
operator:website,2,0.0091,0.0,0.0
operator:wikipedia:ar,2,0.0091,0.0,0.0
substation,2,0.0091,0.0,0.0
turn:lanes,2,0.0091,0.0,0.0
addr:postcode,1,0.0045,0.0,0.0
admin_level,1,0.0045,0.0,0.0
airmark,1,0.0045,0.0,0.0
automated,1,0.0045,0.0,0.0
beacon:type,1,0.0045,0.0,0.0
bench,1,0.0045,0.0,0.0
boundary,1,0.0045,0.0,0.0
brand:en,1,0.0045,0.0,0.0
building:colour,1,0.0045,0.0,0.0
building:part,1,0.0045,0.0,0.0
contact:website,1,0.0045,0.0,0.0
covered,1,0.0045,0.0,0.0
denomination,1,0.0045,0.0,0.0
destination:ref,1,0.0045,0.0,0.0
diet:vegetarian,1,0.0045,0.0,0.0
dispensing,1,0.0045,0.0,0.0
embankment,1,0.0045,0.0,0.0
frequency,1,0.0045,0.0,0.0
fuel:diesel,1,0.0045,0.0,0.0
fuel:octane_95,1,0.0045,0.0,0.0
generator:method,1,0.0045,0.0,0.0
generator:output:electricity,1,0.0045,0.0,0.0
generator:source,1,0.0045,0.0,0.0
generator:type,1,0.0045,0.0,0.0
healthcare:speciality,1,0.0045,0.0,0.0
indoor_seating,1,0.0045,0.0,0.0
landcover,1,0.0045,0.0,0.0
loc_name:ar,1,0.0045,0.0,0.0
location,1,0.0045,0.0,0.0
name:ber,1,0.0045,0.0,0.0
name:zh,1,0.0045,0.0,0.0
office,1,0.0045,0.0,0.0
prominence,1,0.0045,0.0,0.0
ramp,1,0.0045,0.0,0.0
ref:camptocamp,1,0.0045,0.0,0.0
roof:colour,1,0.0045,0.0,0.0
seasonal,1,0.0045,0.0,0.0
self_service,1,0.0045,0.0,0.0
shelter_type,1,0.0045,0.0,0.0
source:prominence,1,0.0045,0.0,0.0
tactile_paving,1,0.0045,0.0,0.0
taxi,1,0.0045,0.0,0.0
tents,1,0.0045,0.0,0.0
tower:type,1,0.0045,0.0,0.0
tunnel,1,0.0045,0.0,0.0
wetland,1,0.0045,0.0,0.0
wheelchair,1,0.0045,0.0,0.0
