key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,social_facility,51,20.4,5000.0,5000.0
amenity,place_of_worship,34,13.6,3300.0,3300.0
amenity,fast_food,23,9.2,2200.0,2200.0
amenity,fuel,22,8.8,2100.0,2100.0
amenity,school,21,8.4,2000.0,2000.0
amenity,cafe,20,8.0,1900.0,1900.0
amenity,parking,19,7.6,1800.0,1800.0
amenity,pharmacy,13,5.2,1200.0,1200.0
amenity,restaurant,7,2.8,600.0,600.0
amenity,bicycle_parking,6,2.4,500.0,500.0
amenity,fountain,6,2.4,500.0,500.0
amenity,marketplace,6,2.4,500.0,500.0
amenity,shelter,5,2.0,400.0,400.0
amenity,post_office,4,1.6,300.0,300.0
amenity,driving_school,3,1.2,200.0,200.0
amenity,toilets,2,0.8,100.0,100.0
amenity,bank,1,0.4,0.0,0.0
amenity,bar,1,0.4,0.0,0.0
amenity,community_centre,1,0.4,0.0,0.0
amenity,dentist,1,0.4,0.0,0.0
amenity,grave_yard,1,0.4,0.0,0.0
amenity,hospital,1,0.4,0.0,0.0
amenity,police,1,0.4,0.0,0.0
amenity,research_institute,1,0.4,0.0,0.0
building,yes,82739,82.9863,8273800.0,8273800.0
building,residential,15477,15.5233,1547600.0,1547600.0
building,house,995,0.998,99400.0,99400.0
building,apartments,233,0.2337,23200.0,23200.0
building,construction,83,0.0832,8200.0,8200.0
building,greenhouse,49,0.0491,4800.0,4800.0
building,ruins,27,0.0271,2600.0,2600.0
building,roof,19,0.0191,1800.0,1800.0
building,shed,12,0.012,1100.0,1100.0
building,garage,9,0.009,800.0,800.0
building,school,8,0.008,700.0,700.0
building,farm_auxiliary,7,0.007,600.0,600.0
building,cowshed,5,0.005,400.0,400.0
building,industrial,5,0.005,400.0,400.0
building,mosque,5,0.005,400.0,400.0
building,stable,5,0.005,400.0,400.0
building,hotel,4,0.004,300.0,300.0
building,barn,3,0.003,200.0,200.0
building,hangar,3,0.003,200.0,200.0
building,building,2,0.002,100.0,100.0
building,detached,2,0.002,100.0,100.0
building,farm,2,0.002,100.0,100.0
building,retail,2,0.002,100.0,100.0
building,bridge,1,0.001,0.0,0.0
building,commercial,1,0.001,0.0,0.0
building,golf,1,0.001,0.0,0.0
building,hut,1,0.001,0.0,0.0
building,pharmacy.,1,0.001,0.0,0.0
building,warehouse,1,0.001,0.0,0.0
highway,track,4693,32.7861,469200.0,469200.0
highway,residential,3452,24.1162,345100.0,345100.0
highway,unclassified,2213,15.4604,221200.0,221200.0
highway,path,1103,7.7057,110200.0,110200.0
highway,service,647,4.5201,64600.0,64600.0
highway,bus_stop,555,3.8773,55400.0,55400.0
highway,footway,520,3.6328,51900.0,51900.0
highway,tertiary,254,1.7745,25300.0,25300.0
highway,primary,185,1.2924,18400.0,18400.0
highway,crossing,152,1.0619,15100.0,15100.0
highway,secondary,126,0.8803,12500.0,12500.0
highway,living_street,118,0.8244,11700.0,11700.0
highway,construction,100,0.6986,9900.0,9900.0
highway,tack,56,0.3912,5500.0,5500.0
highway,trunk,54,0.3773,5300.0,5300.0
highway,pedestrian,24,0.1677,2300.0,2300.0
highway,tertiary_link,17,0.1188,1600.0,1600.0
highway,road,8,0.0559,700.0,700.0
highway,turning_circle,6,0.0419,500.0,500.0
highway,motorway,5,0.0349,400.0,400.0
highway,secondary_link,5,0.0349,400.0,400.0
highway,primary_link,4,0.0279,300.0,300.0
highway,turning_loop,4,0.0279,300.0,300.0
highway,motorway_junction,3,0.021,200.0,200.0
highway,steps,3,0.021,200.0,200.0
highway,escape,1,0.007,0.0,0.0
highway,mini_roundabout,1,0.007,0.0,0.0
highway,motorway_link,1,0.007,0.0,0.0
highway,raceway,1,0.007,0.0,0.0
highway,rest_area,1,0.007,0.0,0.0
highway,services,1,0.007,0.0,0.0
highway,toll_gantry,1,0.007,0.0,0.0
landuse,farmland,1585,40.8821,158400.0,158400.0
landuse,residential,963,24.8388,96200.0,96200.0
landuse,orchard,803,20.7119,80200.0,80200.0
landuse,forest,197,5.0812,19600.0,19600.0
landuse,basin,98,2.5277,9700.0,9700.0
landuse,farmyard,72,1.8571,7100.0,7100.0
landuse,reservoir,55,1.4186,5400.0,5400.0
landuse,construction,28,0.7222,2700.0,2700.0
landuse,greenhouse_horticulture,19,0.4901,1800.0,1800.0
landuse,grass,13,0.3353,1200.0,1200.0
landuse,industrial,13,0.3353,1200.0,1200.0
landuse,cemetery,5,0.129,400.0,400.0
landuse,retail,5,0.129,400.0,400.0
landuse,meadow,4,0.1032,300.0,300.0
landuse,greenhouse,3,0.0774,200.0,200.0
landuse,military,3,0.0774,200.0,200.0
landuse,commercial,2,0.0516,100.0,100.0
landuse,education,2,0.0516,100.0,100.0
landuse,vineyard,2,0.0516,100.0,100.0
landuse,yes,2,0.0516,100.0,100.0
landuse,plant_nursery,1,0.0258,0.0,0.0
landuse,recreation_ground,1,0.0258,0.0,0.0
landuse,village_green,1,0.0258,0.0,0.0
leisure,swimming_pool,804,84.3652,80300.0,80300.0
leisure,pitch,51,5.3515,5000.0,5000.0
leisure,garden,46,4.8269,4500.0,4500.0
leisure,park,30,3.148,2900.0,2900.0
leisure,golf_course,8,0.8395,700.0,700.0
leisure,sports_centre,7,0.7345,600.0,600.0
leisure,playground,2,0.2099,100.0,100.0
leisure,bird_hide,1,0.1049,0.0,0.0
leisure,horse_riding,1,0.1049,0.0,0.0
leisure,resort,1,0.1049,0.0,0.0
leisure,stadium,1,0.1049,0.0,0.0
leisure,track,1,0.1049,0.0,0.0
name,BASSIN D'IRRIGATION,80,5.5172,7900.0,7900.0
name,PANNEAUX SOLAIRES,52,3.5862,5100.0,5100.0
name,building,38,2.6207,3700.0,3700.0
name,Avenue Essaouira طريق الصويرة,20,1.3793,1900.0,1900.0
name,وادي سوس,19,1.3103,1800.0,1800.0
name,Housing,17,1.1724,1600.0,1600.0
name,Avenue Guemassa,15,1.0345,1400.0,1400.0
name,Oued Rheraya,13,0.8966,1200.0,1200.0
name,Tahannaout-Ourika,13,0.8966,1200.0,1200.0
name,housing,13,0.8966,1200.0,1200.0
name,Avenue Nakhil شارع النخيل,12,0.8276,1100.0,1100.0
name,Route du Barrage,12,0.8276,1100.0,1100.0
name,Tahannaout تحناوت,9,0.6207,800.0,800.0
name,kitchen kits,9,0.6207,800.0,800.0
name,RP 2012 Marrakech-Sidi Ghiate-Tamazouzte,8,0.5517,700.0,700.0
name,Tagadirte تاكاديرت,8,0.5517,700.0,700.0
name,farmland,8,0.5517,700.0,700.0
name,house,8,0.5517,700.0,700.0
name,مولاي ابراهيم,8,0.5517,700.0,700.0
name,Avenue Omar Khayyam شارع عمر الخيام,7,0.4828,600.0,600.0
