key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,driving_school,1,50.0,0.0,0.0
amenity,place_of_worship,1,50.0,0.0,0.0
building,yes,26,92.8571,2500.0,2500.0
building,roof,2,7.1429,100.0,100.0
highway,residential,13,41.9355,1200.0,1200.0
highway,path,4,12.9032,300.0,300.0
highway,service,4,12.9032,300.0,300.0
highway,unclassified,4,12.9032,300.0,300.0
highway,secondary,2,6.4516,100.0,100.0
highway,footway,1,3.2258,0.0,0.0
highway,steps,1,3.2258,0.0,0.0
highway,tertiary,1,3.2258,0.0,0.0
highway,track,1,3.2258,0.0,0.0
landuse,forest,7,77.7778,600.0,600.0
landuse,grass,2,22.2222,100.0,100.0
leisure,golf_course,1,100.0,0.0,0.0
name,JR東海道本線,45,72.5806,4400.0,4400.0
name,東海道新幹線,5,8.0645,400.0,400.0
name,逢初川,5,8.0645,400.0,400.0
name,十国峠伊豆山線,2,3.2258,100.0,100.0
name,伊豆山,1,1.6129,0.0,0.0
name,熱海ゴルフ倶楽部,1,1.6129,0.0,0.0
name,熱海倶楽部迎賓館,1,1.6129,0.0,0.0
name,熱海線,1,1.6129,0.0,0.0
name,熱海自動車学校,1,1.6129,0.0,0.0
natural,water,2,100.0,100.0,100.0
source,Bing,29,41.4286,2800.0,2800.0
source,KSJ2,26,37.1429,2500.0,2500.0
source,YahooJapan/ALPSMAP,8,11.4286,700.0,700.0
source,"MLIT, Japan",5,7.1429,400.0,400.0
source,GSImaps/seamlessphoto;survey,1,1.4286,0.0,0.0
source,survey,1,1.4286,0.0,0.0
waterway,river,5,100.0,400.0,400.0
