key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,255,6.1953,810.7143,810.7143
building:levels,95,2.3081,9400.0,9400.0
highway,71,1.725,129.0323,129.0323
name,40,0.9718,-35.4839,-35.4839
landuse,33,0.8017,266.6667,266.6667
source,33,0.8017,-52.8571,-52.8571
bus,14,0.3401,1300.0,1300.0
public_transport,14,0.3401,1300.0,1300.0
ref,14,0.3401,600.0,600.0
amenity,11,0.2672,450.0,450.0
name:en,11,0.2672,-78.8462,-78.8462
destroyed:building,9,0.2187,800.0,800.0
operator,9,0.2187,-82.3529,-82.3529
operator:en,9,0.2187,-82.3529,-82.3529
operator:ja,9,0.2187,-82.0,-82.0
layer,8,0.1944,-72.4138,-72.4138
bicycle,7,0.1701,600.0,600.0
foot,7,0.1701,600.0,600.0
mofa,7,0.1701,600.0,600.0
moped,7,0.1701,600.0,600.0
name:ja,7,0.1701,-87.931,-87.931
oneway,7,0.1701,-81.0811,-81.0811
operator:short,7,0.1701,600.0,600.0
operator:wikidata,7,0.1701,600.0,600.0
power,7,0.1701,600.0,600.0
design,6,0.1458,500.0,500.0
line_attachment,6,0.1458,500.0,500.0
name:ja-Hira,6,0.1458,500.0,500.0
natural,6,0.1458,200.0,200.0
note,6,0.1458,-80.6452,-80.6452
toll,6,0.1458,500.0,500.0
bridge,4,0.0972,-66.6667,-66.6667
service,4,0.0972,300.0,300.0
tourism,4,0.0972,300.0,300.0
addr:city,3,0.0729,200.0,200.0
addr:housenumber,3,0.0729,200.0,200.0
addr:postcode,3,0.0729,200.0,200.0
addr:province,3,0.0729,200.0,200.0
addr:quarter,3,0.0729,200.0,200.0
frequency,3,0.0729,-94.1176,-94.1176
shop,3,0.0729,200.0,200.0
voltage,3,0.0729,-94.1176,-94.1176
website,3,0.0729,200.0,200.0
electrified,2,0.0486,-96.0,-96.0
gauge,2,0.0486,-96.0,-96.0
highspeed,2,0.0486,-60.0,-60.0
leisure,2,0.0486,100.0,100.0
level,2,0.0486,100.0,100.0
maxspeed,2,0.0486,-60.0,-60.0
name:de,2,0.0486,-96.0,-96.0
name:ja-Latn,2,0.0486,-95.5556,-95.5556
name:ru,2,0.0486,-96.0,-96.0
note:ja,2,0.0486,-92.3077,-92.3077
operator:ja_rm,2,0.0486,-96.0,-96.0
passenger_lines,2,0.0486,-96.0,-96.0
railway,2,0.0486,-96.0,-96.0
religion,2,0.0486,100.0,100.0
source:name,2,0.0486,0.0,0.0
source_ref,2,0.0486,-92.3077,-92.3077
tunnel,2,0.0486,-88.2353,-88.2353
tunnel:name,2,0.0486,100.0,100.0
usage,2,0.0486,-96.0,-96.0
wikidata,2,0.0486,100.0,100.0
wikipedia,2,0.0486,-66.6667,-66.6667
KSJ2:LIN,1,0.0243,-95.2381,-95.2381
access,1,0.0243,0.0,0.0
addr:block_number,1,0.0243,0.0,0.0
area,1,0.0243,0.0,0.0
barrier,1,0.0243,0.0,0.0
bench,1,0.0243,0.0,0.0
cables,1,0.0243,0.0,0.0
content,1,0.0243,0.0,0.0
covered,1,0.0243,0.0,0.0
cuisine,1,0.0243,0.0,0.0
destroyed,1,0.0243,0.0,0.0
lanes,1,0.0243,0.0,0.0
man_made,1,0.0243,0.0,0.0
material,1,0.0243,0.0,0.0
source:ja,1,0.0243,0.0,0.0
surface,1,0.0243,0.0,0.0
tracktype,1,0.0243,0.0,0.0
water,1,0.0243,-50.0,-50.0
waterway,1,0.0243,-80.0,-80.0
website:en,1,0.0243,0.0,0.0
width,1,0.0243,0.0,0.0
wires,1,0.0243,0.0,0.0
