key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,6,54.5455,500.0,500.0
amenity,driving_school,1,9.0909,0.0,0.0
amenity,fire_station,1,9.0909,0.0,0.0
amenity,place_of_worship,1,9.0909,0.0,0.0
amenity,public_bath,1,9.0909,0.0,0.0
amenity,restaurant,1,9.0909,0.0,0.0
building,yes,233,91.3725,23200.0,23200.0
building,roof,22,8.6275,2100.0,2100.0
highway,service,15,21.1268,1400.0,1400.0
highway,bus_stop,14,19.7183,1300.0,1300.0
highway,path,12,16.9014,1100.0,1100.0
highway,residential,11,15.493,1000.0,1000.0
highway,tertiary,9,12.6761,800.0,800.0
highway,unclassified,4,5.6338,300.0,300.0
highway,track,3,4.2254,200.0,200.0
highway,secondary,2,2.8169,100.0,100.0
highway,trunk,1,1.4085,0.0,0.0
landuse,grass,18,54.5455,1700.0,1700.0
landuse,forest,14,42.4242,1300.0,1300.0
landuse,cemetery,1,3.0303,0.0,0.0
leisure,pitch,1,50.0,0.0,0.0
leisure,swimming_pool,1,50.0,0.0,0.0
name,熱海ビーチライン,6,15.0,500.0,500.0
name,伊豆山,3,7.5,200.0,200.0
name,前鳴沢,2,5.0,100.0,100.0
name,十国峠伊豆山線,2,5.0,100.0,100.0
name,小学校入口,2,5.0,100.0,100.0
name,東海道新幹線,2,5.0,100.0,100.0
name,東谷,2,5.0,100.0,100.0
name,興亜観音前,2,5.0,100.0,100.0
name,コマツ屋製麺所,1,2.5,0.0,0.0
name,ハートピア熱海,1,2.5,0.0,0.0
name,ホテルニューさがみや,1,2.5,0.0,0.0
name,マジオドライバーズスクール 熱海校,1,2.5,0.0,0.0
name,ラビスタ伊豆山,1,2.5,0.0,0.0
name,下総屋精肉店,1,2.5,0.0,0.0
name,丸越酒店,1,2.5,0.0,0.0
name,仲道入口,1,2.5,0.0,0.0
name,伊豆山浜浴場,1,2.5,0.0,0.0
name,国道135号,1,2.5,0.0,0.0
name,折越,1,2.5,0.0,0.0
name,星野リゾート 界 熱海,1,2.5,0.0,0.0
name,熱海分岐線 30,1,2.5,0.0,0.0
name,熱海市消防団第四分団,1,2.5,0.0,0.0
name,熱海線,1,2.5,0.0,0.0
name,般若院,1,2.5,0.0,0.0
name,走湯山般若院,1,2.5,0.0,0.0
name,逢初川,1,2.5,0.0,0.0
name,魚久,1,2.5,0.0,0.0
natural,tree_row,3,50.0,200.0,200.0
natural,scrub,1,16.6667,0.0,0.0
natural,tree,1,16.6667,0.0,0.0
natural,water,1,16.6667,0.0,0.0
source,YahooJapan/ALPSMAP,19,57.5758,1800.0,1800.0
source,"MLIT, Japan",9,27.2727,800.0,800.0
source,Bing,2,6.0606,100.0,100.0
source,KSJ2,2,6.0606,100.0,100.0
source,NRPB of MLIT Japan;GSImaps/std,1,3.0303,0.0,0.0
surface,paved,1,100.0,0.0,0.0
waterway,river,1,100.0,0.0,0.0
