key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,470,5.2339,1578.5714,10111.3095
highway,260,2.8953,738.7097,5002.1505
source,148,1.6481,111.4286,1186.1905
building:levels,97,1.0802,9600.0,58908.3333
destroyed:building,79,0.8797,7800.0,47958.3333
name,65,0.7238,4.8387,537.7688
name:ja,55,0.6125,-5.1724,476.8678
landuse,54,0.6013,500.0,3550.0
note,51,0.5679,64.5161,900.8065
service,44,0.49,4300.0,26666.6667
layer,42,0.4677,44.8276,781.0345
note:ja,36,0.4009,38.4615,742.3077
source_ref,36,0.4009,38.4615,742.3077
name:en,32,0.3563,-38.4615,274.359
operator,32,0.3563,-37.2549,281.6993
frequency,26,0.2895,-49.0196,210.1307
operator:en,26,0.2895,-49.0196,210.1307
voltage,26,0.2895,-49.0196,210.1307
electrified,24,0.2673,-52.0,192.0
gauge,24,0.2673,-52.0,192.0
name:de,24,0.2673,-52.0,192.0
name:ru,24,0.2673,-52.0,192.0
operator:ja,24,0.2673,-52.0,192.0
operator:ja_rm,24,0.2673,-52.0,192.0
passenger_lines,24,0.2673,-52.0,192.0
railway,24,0.2673,-52.0,192.0
usage,24,0.2673,-52.0,192.0
waterway,24,0.2673,380.0,2820.0
oneway,21,0.2339,-43.2432,245.2703
natural,20,0.2227,900.0,5983.3333
name:ar,18,0.2004,0.0,508.3333
name:fa,18,0.2004,0.0,508.3333
name:fr,18,0.2004,-60.0,143.3333
name:it,18,0.2004,-60.0,143.3333
name:ja-Latn,18,0.2004,-60.0,143.3333
name:sv,18,0.2004,-60.0,143.3333
bridge,16,0.1782,33.3333,711.1111
ref,14,0.1559,600.0,4158.3333
power,13,0.1448,1200.0,7808.3333
KSJ2:LIN,12,0.1336,-42.8571,247.619
website,12,0.1336,1100.0,7200.0
tracktype,10,0.1114,900.0,5983.3333
noexit,8,0.0891,700.0,4766.6667
tunnel,8,0.0891,-52.9412,186.2745
lanes,7,0.078,600.0,4158.3333
wikipedia,7,0.078,16.6667,609.7222
design,6,0.0668,500.0,3550.0
highspeed,6,0.0668,20.0,630.0
line_attachment,6,0.0668,500.0,3550.0
maxspeed,6,0.0668,20.0,630.0
name:ja_kana,6,0.0668,20.0,630.0
name:ja_rm,6,0.0668,20.0,630.0
source:ja,6,0.0668,500.0,3550.0
surface,6,0.0668,500.0,3550.0
amenity,5,0.0557,150.0,1420.8333
access,3,0.0334,200.0,1725.0
level,3,0.0334,200.0,1725.0
bicycle,2,0.0223,100.0,1116.6667
bridge:name,2,0.0223,100.0,1116.6667
cables,2,0.0223,100.0,1116.6667
foot,2,0.0223,100.0,1116.6667
leisure,2,0.0223,100.0,1116.6667
mofa,2,0.0223,100.0,1116.6667
moped,2,0.0223,100.0,1116.6667
plant:method,2,0.0223,100.0,1116.6667
plant:output:electricity,2,0.0223,100.0,1116.6667
plant:source,2,0.0223,100.0,1116.6667
religion,2,0.0223,100.0,1116.6667
toll,2,0.0223,100.0,1116.6667
wires,2,0.0223,100.0,1116.6667
alt_name,1,0.0111,0.0,508.3333
source:name,1,0.0111,-50.0,204.1667
sport,1,0.0111,0.0,508.3333
wikidata,1,0.0111,0.0,508.3333
