key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,1829,26.3355,182800.0,182800.0
amenity,restaurant,488,7.0266,48700.0,48700.0
amenity,bench,450,6.4795,44900.0,44900.0
amenity,bicycle_parking,367,5.2844,36600.0,36600.0
amenity,recycling,281,4.0461,28000.0,28000.0
amenity,library,233,3.3549,23200.0,23200.0
amenity,shelter,213,3.067,21200.0,21200.0
amenity,pharmacy,205,2.9518,20400.0,20400.0
amenity,cafe,194,2.7934,19300.0,19300.0
amenity,fuel,185,2.6638,18400.0,18400.0
amenity,drinking_water,159,2.2894,15800.0,15800.0
amenity,place_of_worship,157,2.2606,15600.0,15600.0
amenity,bank,152,2.1886,15100.0,15100.0
amenity,bar,149,2.1454,14800.0,14800.0
amenity,waste_basket,136,1.9582,13500.0,13500.0
amenity,fast_food,131,1.8862,13000.0,13000.0
amenity,charging_station,128,1.8431,12700.0,12700.0
amenity,school,107,1.5407,10600.0,10600.0
amenity,university,83,1.1951,8200.0,8200.0
amenity,waste_disposal,83,1.1951,8200.0,8200.0
amenity,vending_machine,76,1.0943,7500.0,7500.0
amenity,police,73,1.0511,7200.0,7200.0
amenity,hospital,68,0.9791,6700.0,6700.0
amenity,toilets,67,0.9647,6600.0,6600.0
amenity,ice_cream,64,0.9215,6300.0,6300.0
amenity,post_office,62,0.8927,6100.0,6100.0
amenity,atm,50,0.7199,4900.0,4900.0
amenity,parking_space,49,0.7055,4800.0,4800.0
amenity,kindergarten,48,0.6911,4700.0,4700.0
amenity,parking_entrance,41,0.5904,4000.0,4000.0
amenity,bicycle_repair_station,36,0.5184,3500.0,3500.0
amenity,post_box,36,0.5184,3500.0,3500.0
amenity,motorcycle_parking,30,0.432,2900.0,2900.0
amenity,telephone,25,0.36,2400.0,2400.0
amenity,veterinary,25,0.36,2400.0,2400.0
amenity,clinic,23,0.3312,2200.0,2200.0
amenity,car_wash,22,0.3168,2100.0,2100.0
amenity,pub,22,0.3168,2100.0,2100.0
amenity,doctors,21,0.3024,2000.0,2000.0
amenity,fountain,21,0.3024,2000.0,2000.0
amenity,dentist,20,0.288,1900.0,1900.0
amenity,parcel_locker,20,0.288,1900.0,1900.0
amenity,cinema,19,0.2736,1800.0,1800.0
amenity,social_facility,19,0.2736,1800.0,1800.0
amenity,car_rental,16,0.2304,1500.0,1500.0
amenity,childcare,14,0.2016,1300.0,1300.0
amenity,theatre,14,0.2016,1300.0,1300.0
amenity,grave_yard,13,0.1872,1200.0,1200.0
amenity,hunting_stand,13,0.1872,1200.0,1200.0
amenity,bicycle_rental,12,0.1728,1100.0,1100.0
amenity,community_centre,12,0.1728,1100.0,1100.0
amenity,bus_station,11,0.1584,1000.0,1000.0
amenity,trolley_bay,11,0.1584,1000.0,1000.0
amenity,marketplace,10,0.144,900.0,900.0
amenity,arts_centre,9,0.1296,800.0,800.0
amenity,driving_school,9,0.1296,800.0,800.0
amenity,public_bookcase,8,0.1152,700.0,700.0
amenity,research_institute,8,0.1152,700.0,700.0
amenity,photo_booth,7,0.1008,600.0,600.0
amenity,vehicle_inspection,7,0.1008,600.0,600.0
amenity,nightclub,6,0.0864,500.0,500.0
amenity,student_accommodation,6,0.0864,500.0,500.0
amenity,townhall,6,0.0864,500.0,500.0
amenity,exhibition_centre,5,0.072,400.0,400.0
amenity,ferry_terminal,5,0.072,400.0,400.0
amenity,sanitary_dump_station,5,0.072,400.0,400.0
amenity,bureau_de_change,4,0.0576,300.0,300.0
amenity,clock,4,0.0576,300.0,300.0
amenity,fire_station,4,0.0576,300.0,300.0
amenity,food_court,4,0.0576,300.0,300.0
amenity,letter_box,3,0.0432,200.0,200.0
amenity,place_of_mourning,3,0.0432,200.0,200.0
amenity,reception_desk,3,0.0432,200.0,200.0
amenity,shower,3,0.0432,200.0,200.0
amenity,waste_transfer_station,3,0.0432,200.0,200.0
amenity,animal_boarding,2,0.0288,100.0,100.0
amenity,archive,2,0.0288,100.0,100.0
amenity,crematorium,2,0.0288,100.0,100.0
amenity,events_venue,2,0.0288,100.0,100.0
amenity,gambling,2,0.0288,100.0,100.0
amenity,internet_cafe,2,0.0288,100.0,100.0
amenity,waste=trash;cigarettes,2,0.0288,100.0,100.0
amenity,watering_place,2,0.0288,100.0,100.0
amenity,Restaurant,1,0.0144,0.0,0.0
amenity,animal_breeding,1,0.0144,0.0,0.0
amenity,bakery + restaurant,1,0.0144,0.0,0.0
amenity,bbq,1,0.0144,0.0,0.0
amenity,bell,1,0.0144,0.0,0.0
amenity,boat_rental,1,0.0144,0.0,0.0
amenity,compressed_air,1,0.0144,0.0,0.0
amenity,conference_centre,1,0.0144,0.0,0.0
