key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,2227,19.5677,222600.0,222600.0
amenity,parking_space,1599,14.0497,159800.0,159800.0
amenity,restaurant,943,8.2857,94200.0,94200.0
amenity,bench,837,7.3544,83600.0,83600.0
amenity,bicycle_parking,439,3.8573,43800.0,43800.0
amenity,cafe,376,3.3038,37500.0,37500.0
amenity,school,348,3.0577,34700.0,34700.0
amenity,fast_food,347,3.0489,34600.0,34600.0
amenity,bar,344,3.0226,34300.0,34300.0
amenity,recycling,342,3.005,34100.0,34100.0
amenity,place_of_worship,305,2.6799,30400.0,30400.0
amenity,fuel,260,2.2845,25900.0,25900.0
amenity,waste_basket,224,1.9682,22300.0,22300.0
amenity,drinking_water,223,1.9594,22200.0,22200.0
amenity,bank,191,1.6782,19000.0,19000.0
amenity,shelter,143,1.2565,14200.0,14200.0
amenity,pharmacy,134,1.1774,13300.0,13300.0
amenity,charging_station,129,1.1335,12800.0,12800.0
amenity,police,119,1.0456,11800.0,11800.0
amenity,ice_cream,107,0.9402,10600.0,10600.0
amenity,library,105,0.9226,10400.0,10400.0
amenity,waste_disposal,103,0.905,10200.0,10200.0
amenity,pub,88,0.7732,8700.0,8700.0
amenity,kindergarten,86,0.7556,8500.0,8500.0
amenity,toilets,81,0.7117,8000.0,8000.0
amenity,motorcycle_parking,79,0.6941,7800.0,7800.0
amenity,vending_machine,73,0.6414,7200.0,7200.0
amenity,fountain,69,0.6063,6800.0,6800.0
amenity,atm,63,0.5536,6200.0,6200.0
amenity,university,60,0.5272,5900.0,5900.0
amenity,post_office,50,0.4393,4900.0,4900.0
amenity,community_centre,43,0.3778,4200.0,4200.0
amenity,car_wash,42,0.369,4100.0,4100.0
amenity,parking_entrance,42,0.369,4100.0,4100.0
amenity,clinic,36,0.3163,3500.0,3500.0
amenity,social_facility,35,0.3075,3400.0,3400.0
amenity,car_rental,34,0.2987,3300.0,3300.0
amenity,doctors,34,0.2987,3300.0,3300.0
amenity,hospital,32,0.2812,3100.0,3100.0
amenity,theatre,32,0.2812,3100.0,3100.0
amenity,dentist,30,0.2636,2900.0,2900.0
amenity,nightclub,30,0.2636,2900.0,2900.0
amenity,cinema,29,0.2548,2800.0,2800.0
amenity,townhall,27,0.2372,2600.0,2600.0
amenity,childcare,20,0.1757,1900.0,1900.0
amenity,parcel_locker,20,0.1757,1900.0,1900.0
amenity,grave_yard,19,0.1669,1800.0,1800.0
amenity,taxi,18,0.1582,1700.0,1700.0
amenity,veterinary,18,0.1582,1700.0,1700.0
amenity,arts_centre,17,0.1494,1600.0,1600.0
amenity,bicycle_rental,16,0.1406,1500.0,1500.0
amenity,marketplace,14,0.123,1300.0,1300.0
amenity,photo_booth,14,0.123,1300.0,1300.0
amenity,post_box,14,0.123,1300.0,1300.0
amenity,research_institute,14,0.123,1300.0,1300.0
amenity,clock,13,0.1142,1200.0,1200.0
amenity,driving_school,12,0.1054,1100.0,1100.0
amenity,fire_station,12,0.1054,1100.0,1100.0
amenity,bicycle_repair_station,11,0.0967,1000.0,1000.0
amenity,bus_station,11,0.0967,1000.0,1000.0
amenity,public_bookcase,10,0.0879,900.0,900.0
amenity,public_bath,9,0.0791,800.0,800.0
amenity,conference_centre,8,0.0703,700.0,700.0
amenity,music_school,8,0.0703,700.0,700.0
amenity,construction,7,0.0615,600.0,600.0
amenity,courthouse,7,0.0615,600.0,600.0
amenity,exhibition_centre,7,0.0615,600.0,600.0
amenity,telephone,7,0.0615,600.0,600.0
amenity,waste_transfer_station,7,0.0615,600.0,600.0
amenity,events_venue,6,0.0527,500.0,500.0
amenity,social_centre,6,0.0527,500.0,500.0
amenity,water_point,6,0.0527,500.0,500.0
amenity,weighbridge,6,0.0527,500.0,500.0
amenity,gambling,5,0.0439,400.0,400.0
amenity,shower,5,0.0439,400.0,400.0
amenity,prison,4,0.0351,300.0,300.0
amenity,studio,4,0.0351,300.0,300.0
amenity,trolley_bay,4,0.0351,300.0,300.0
amenity,animal_shelter,3,0.0264,200.0,200.0
amenity,binoculars,3,0.0264,200.0,200.0
amenity,college,3,0.0264,200.0,200.0
amenity,coworking_space,3,0.0264,200.0,200.0
amenity,food_court,3,0.0264,200.0,200.0
amenity,hunting_stand,3,0.0264,200.0,200.0
amenity,language_school,3,0.0264,200.0,200.0
amenity,lavoir,3,0.0264,200.0,200.0
amenity,loading_dock,3,0.0264,200.0,200.0
amenity,luggage_storage,3,0.0264,200.0,200.0
amenity,monastery,3,0.0264,200.0,200.0
amenity,sanitary_dump_station,3,0.0264,200.0,200.0
amenity,vehicle_inspection,3,0.0264,200.0,200.0
amenity,animal_boarding,2,0.0176,100.0,100.0
amenity,car_sharing,2,0.0176,100.0,100.0
amenity,dojo,2,0.0176,100.0,100.0
amenity,dressing_room,2,0.0176,100.0,100.0
amenity,financial_advice,2,0.0176,100.0,100.0
amenity,internet_cafe,2,0.0176,100.0,100.0
amenity,mortuary,2,0.0176,100.0,100.0
amenity,nursing_home,2,0.0176,100.0,100.0
amenity,parkingfee=no,2,0.0176,100.0,100.0
amenity,student_accommodation,2,0.0176,100.0,100.0
amenity,training,2,0.0176,100.0,100.0
amenity,amusement_arcade,1,0.0088,0.0,0.0
amenity,archive,1,0.0088,0.0,0.0
amenity,baptistery,1,0.0088,0.0,0.0
amenity,boiler service,1,0.0088,0.0,0.0
amenity,bureau_de_change,1,0.0088,0.0,0.0
amenity,crematorium,1,0.0088,0.0,0.0
amenity,device_charging_station,1,0.0088,0.0,0.0
amenity,ferry_terminal,1,0.0088,0.0,0.0
amenity,luggage_locker,1,0.0088,0.0,0.0
amenity,mailroom,1,0.0088,0.0,0.0
amenity,motorcycle_rental,1,0.0088,0.0,0.0
amenity,office,1,0.0088,0.0,0.0
amenity,poliambulatorio,1,0.0088,0.0,0.0
amenity,post_depot,1,0.0088,0.0,0.0
amenity,public_building,1,0.0088,0.0,0.0
amenity,reception_desk,1,0.0088,0.0,0.0
amenity,seminary,1,0.0088,0.0,0.0
amenity,showclub,1,0.0088,0.0,0.0
amenity,veterinary_pharmacy,1,0.0088,0.0,0.0
amenity,warehouse,1,0.0088,0.0,0.0
amenity,waste=trash;cigarettes,1,0.0088,0.0,0.0
building,yes,7835,67.0231,783400.0,783400.0
building,apartments,856,7.3225,85500.0,85500.0
building,industrial,457,3.9093,45600.0,45600.0
building,residential,325,2.7802,32400.0,32400.0
building,church,281,2.4038,28000.0,28000.0
building,roof,247,2.1129,24600.0,24600.0
building,service,144,1.2318,14300.0,14300.0
building,commercial,127,1.0864,12600.0,12600.0
building,school,127,1.0864,12600.0,12600.0
building,retail,120,1.0265,11900.0,11900.0
building,house,87,0.7442,8600.0,8600.0
building,detached,86,0.7357,8500.0,8500.0
building,hotel,72,0.6159,7100.0,7100.0
building,construction,64,0.5475,6300.0,6300.0
building,train_station,54,0.4619,5300.0,5300.0
building,terrace,52,0.4448,5100.0,5100.0
building,garage,49,0.4192,4800.0,4800.0
building,kiosk,47,0.4021,4600.0,4600.0
building,greenhouse,45,0.3849,4400.0,4400.0
building,carport,44,0.3764,4300.0,4300.0
building,warehouse,44,0.3764,4300.0,4300.0
building,hospital,40,0.3422,3900.0,3900.0
building,shed,39,0.3336,3800.0,3800.0
building,bungalow,31,0.2652,3000.0,3000.0
building,garages,31,0.2652,3000.0,3000.0
building,office,29,0.2481,2800.0,2800.0
building,ruins,27,0.231,2600.0,2600.0
building,semidetached_house,25,0.2139,2400.0,2400.0
building,silo,25,0.2139,2400.0,2400.0
building,kindergarten,24,0.2053,2300.0,2300.0
building,public,24,0.2053,2300.0,2300.0
building,civic,22,0.1882,2100.0,2100.0
building,grandstand,19,0.1625,1800.0,1800.0
building,government,15,0.1283,1400.0,1400.0
building,chapel,14,0.1198,1300.0,1300.0
building,farm_auxiliary,11,0.0941,1000.0,1000.0
building,bell_tower,9,0.077,800.0,800.0
building,digester,9,0.077,800.0,800.0
building,transformer_tower,9,0.077,800.0,800.0
building,farm,8,0.0684,700.0,700.0
building,tomb,8,0.0684,700.0,700.0
building,university,8,0.0684,700.0,700.0
building,cowshed,7,0.0599,600.0,600.0
building,parking,7,0.0599,600.0,600.0
building,tower,7,0.0599,600.0,600.0
building,no,5,0.0428,400.0,400.0
building,fire_station,4,0.0342,300.0,300.0
building,historic,4,0.0342,300.0,300.0
building,military,4,0.0342,300.0,300.0
building,barn,3,0.0257,200.0,200.0
building,cinema,3,0.0257,200.0,200.0
building,hangar,3,0.0257,200.0,200.0
building,pavilion,3,0.0257,200.0,200.0
building,slurry_tank,3,0.0257,200.0,200.0
building,sports_centre,3,0.0257,200.0,200.0
building,supermarket,3,0.0257,200.0,200.0
building,villa,3,0.0257,200.0,200.0
building,biblioteca,2,0.0171,100.0,100.0
building,bridge,2,0.0171,100.0,100.0
building,cabin,2,0.0171,100.0,100.0
building,cathedral,2,0.0171,100.0,100.0
building,collapsed,2,0.0171,100.0,100.0
building,dormitory,2,0.0171,100.0,100.0
building,hut,2,0.0171,100.0,100.0
building,pub,2,0.0171,100.0,100.0
building,skybridge,2,0.0171,100.0,100.0
building,sports_hall,2,0.0171,100.0,100.0
building,toilets,2,0.0171,100.0,100.0
building,yespower,2,0.0171,100.0,100.0
building,airport_terminal,1,0.0086,0.0,0.0
building,arch,1,0.0086,0.0,0.0
building,baptistery,1,0.0086,0.0,0.0
building,bell tower,1,0.0086,0.0,0.0
building,castle,1,0.0086,0.0,0.0
building,churchù,1,0.0086,0.0,0.0
building,container,1,0.0086,0.0,0.0
building,gym,1,0.0086,0.0,0.0
building,gymnasium,1,0.0086,0.0,0.0
building,manufacture,1,0.0086,0.0,0.0
building,monastery,1,0.0086,0.0,0.0
building,stable,1,0.0086,0.0,0.0
building,stadium,1,0.0086,0.0,0.0
building,tent,1,0.0086,0.0,0.0
emergency,yes,45,22.9592,4400.0,4400.0
emergency,fire_hydrant,43,21.9388,4200.0,4200.0
emergency,defibrillator,36,18.3673,3500.0,3500.0
emergency,ambulance_station,13,6.6327,1200.0,1200.0
emergency,emergency_ward_entrance,13,6.6327,1200.0,1200.0
emergency,assembly_point,11,5.6122,1000.0,1000.0
emergency,no,7,3.5714,600.0,600.0
emergency,fire_extinguisher,6,3.0612,500.0,500.0
emergency,water_tank,5,2.551,400.0,400.0
