period1,period2,key,kendall_rank_correlation,kendall_p_value,cosine_similarity,pearson_correlation,pearson_p_value
imm,post,building,0.5714,0.0610119,0.9898,0.995,3.0306080845041065e-07
imm,post,highway,0.6667,0.0126653,0.9043,0.7891,0.011453873574202394
imm,post,surface,0.7778,0.002425,0.9966,0.9985,4.003019971163324e-10
imm,post,amenity,0.619,0.0690476,0.9537,0.8579,0.013513324237896297
imm,post,landuse,0.4728,0.1050638,0.9245,0.9384,0.0005585535206595734
imm,post,waterway,0.2,0.7194444,0.6401,0.1126,0.8318054818161009
imm,post,natural,0.7143,0.0301587,0.9991,0.9992,3.406900352591879e-08
