key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
alt_name,5,0.0006,-87.8049,-25.813
cables,5,0.0006,-70.5882,78.9216
demolished:building,5,0.0006,400.0,2941.6667
disused:railway,5,0.0006,0.0,508.3333
healthcare,5,0.0006,-80.0,21.6667
historic,5,0.0006,-88.6364,-30.8712
office,5,0.0006,-89.1304,-33.8768
opening_hours,5,0.0006,-91.9355,-50.9409
shop,5,0.0006,-92.3077,-53.2051
tracktype,5,0.0006,25.0,660.4167
train,5,0.0006,-81.4815,12.6543
addr:housenumber,4,0.0005,-93.8462,-62.5641
bicycle,4,0.0005,-99.0315,-94.1082
content,4,0.0005,0.0,508.3333
foot,4,0.0005,-99.005,-93.9469
height,4,0.0005,-80.0,21.6667
horse,4,0.0005,-98.9501,-93.6133
leisure,4,0.0005,-95.5556,-72.963
lock,4,0.0005,-60.0,143.3333
name:de,4,0.0005,-95.0617,-69.9588
name:pa,4,0.0005,-96.6387,-79.5518
phone,4,0.0005,-92.1569,-52.2876
population,4,0.0005,-97.0149,-81.8408
razed:building,4,0.0005,300.0,2333.3333
tourism,4,0.0005,-92.8571,-56.5476
website,4,0.0005,-91.6667,-49.3056
abandoned,3,0.0003,50.0,812.5
admin_level,3,0.0003,-95.1613,-70.5645
email,3,0.0003,-87.5,-23.9583
name:fa,3,0.0003,-98.9761,-93.7713
name:ru,3,0.0003,-93.8776,-62.7551
operator:ur,3,0.0003,-97.8102,-86.6788
operator:wikidata,3,0.0003,-97.7273,-86.1742
operator:wikipedia,3,0.0003,-97.5806,-85.2823
operator:wikipedia:ur,3,0.0003,-97.4359,-84.4017
payment:cash,3,0.0003,-66.6667,102.7778
payment:credit_cards,3,0.0003,-50.0,204.1667
payment:debit_cards,3,0.0003,-25.0,356.25
payment:mastercard,3,0.0003,-50.0,204.1667
payment:visa,3,0.0003,-50.0,204.1667
residential,3,0.0003,-96.1538,-76.6026
addr:province,2,0.0002,-75.0,52.0833
boat,2,0.0002,-96.4286,-78.2738
brand,2,0.0002,-99.4429,-96.611
contact:facebook,2,0.0002,0.0,508.3333
industrial,2,0.0002,-97.6744,-85.8527
length,2,0.0002,-80.0,21.6667
motor_vehicle,2,0.0002,-99.446,-96.6297
name:azb,2,0.0002,-95.8333,-74.6528
name:be,2,0.0002,-93.75,-61.9792
name:el,2,0.0002,-92.5926,-54.9383
name:es,2,0.0002,-98.8764,-93.1648
name:hi,2,0.0002,-95.4545,-72.3485
name:hy,2,0.0002,-92.8571,-56.5476
name:ja,2,0.0002,-94.4444,-66.2037
name:kk-Arab,2,0.0002,-94.2857,-65.2381
name:ml,2,0.0002,-91.3043,-47.1014
name:skr,2,0.0002,-94.5946,-67.1171
name:sr,2,0.0002,-94.8718,-68.8034
name:uk,2,0.0002,-94.5946,-67.1171
place_ref,2,0.0002,100.0,1116.6667
plant:method,2,0.0002,-81.8182,10.6061
plant:output:electricity,2,0.0002,-81.8182,10.6061
plant:source,2,0.0002,-81.8182,10.6061
source:image,2,0.0002,-98.7013,-92.0996
traffic_calming,2,0.0002,100.0,1116.6667
type,2,0.0002,-90.0,-39.1667
width:paved,2,0.0002,0.0,508.3333
Al Makkah Advisors,1,0.0001,0.0,508.3333
Hassan,1,0.0001,0.0,508.3333
Name:ur,1,0.0001,0.0,508.3333
abandoned:landuse,1,0.0001,0.0,508.3333
alt_name_1,1,0.0001,0.0,508.3333
beauty,1,0.0001,0.0,508.3333
boundary,1,0.0001,-98.4615,-90.641
boundary_type,1,0.0001,-98.1132,-88.522
brand:ar,1,0.0001,-99.6047,-97.5955
brand:en,1,0.0001,-97.5,-84.7917
brand:wikidata,1,0.0001,-99.7093,-98.2316
building:flats,1,0.0001,0.0,508.3333
capital,1,0.0001,0.0,508.3333
construction:bridge,1,0.0001,0.0,508.3333
construction:layer,1,0.0001,0.0,508.3333
crossing:light,1,0.0001,0.0,508.3333
cuisine,1,0.0001,-83.3333,1.3889
delivery,1,0.0001,0.0,508.3333
diet:halal,1,0.0001,0.0,508.3333
diet:meat,1,0.0001,0.0,508.3333
direction,1,0.0001,0.0,508.3333
disused:landuse,1,0.0001,0.0,508.3333
government,1,0.0001,-80.0,21.6667
historic:civilization,1,0.0001,-75.0,52.0833
iata,1,0.0001,-96.1538,-76.6026
icao,1,0.0001,-96.2963,-77.4691
is_in,1,0.0001,-95.8333,-74.6528
marine,1,0.0001,-98.4127,-90.3439
maxweight,1,0.0001,-50.0,204.1667
military,1,0.0001,-94.4444,-66.2037
mp_type,1,0.0001,-98.3333,-89.8611
name:,1,0.0001,0.0,508.3333
name:alt,1,0.0001,-96.1538,-76.6026
name:az-Arab,1,0.0001,-97.5,-84.7917
name:bal,1,0.0001,0.0,508.3333
name:be-tarask,1,0.0001,-96.1538,-76.6026
name:bg,1,0.0001,-96.875,-80.9896
name:cs,1,0.0001,-96.1538,-76.6026
name:eo,1,0.0001,0.0,508.3333
name:et,1,0.0001,-94.1176,-64.2157
name:fr,1,0.0001,-95.0,-69.5833
name:gr,1,0.0001,-96.1538,-76.6026
name:grc,1,0.0001,-96.1538,-76.6026
name:gu,1,0.0001,0.0,508.3333
name:hu,1,0.0001,-96.1538,-76.6026
name:kn,1,0.0001,-94.1176,-64.2157
name:ks,1,0.0001,-99.4382,-96.5824
name:ky,1,0.0001,0.0,508.3333
name:pt,1,0.0001,-92.3077,-53.2051
name:ro,1,0.0001,-96.1538,-76.6026
name:ta,1,0.0001,-75.0,52.0833
name:tr,1,0.0001,-75.0,52.0833
name:vi,1,0.0001,-96.1538,-76.6026
name:zh,1,0.0001,-88.8889,-32.4074
operator:type,1,0.0001,-93.3333,-59.4444
parking,1,0.0001,-66.6667,102.7778
roadid,1,0.0001,-98.2456,-89.3275
routeparam,1,0.0001,-98.2456,-89.3275
shelter_type,1,0.0001,0.0,508.3333
short_name:en,1,0.0001,-83.3333,1.3889
soource,1,0.0001,0.0,508.3333
sport,1,0.0001,-94.4444,-66.2037
substance,1,0.0001,0.0,508.3333
substation,1,0.0001,-95.8333,-74.6528
surce,1,0.0001,0.0,508.3333
tomb,1,0.0001,-80.0,21.6667
wall,1,0.0001,-95.6522,-73.5507
wetland,1,0.0001,0.0,508.3333
wheelchair,1,0.0001,0.0,508.3333
