key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
highway,131026,13.3806,0.0,0.0
source,32740,3.3435,0.0,0.0
name,9076,0.9269,0.0,0.0
surface,5722,0.5843,0.0,0.0
maxspeed,5003,0.5109,0.0,0.0
lanes,3733,0.3812,0.0,0.0
name:en,3727,0.3806,0.0,0.0
oneway,3414,0.3486,0.0,0.0
layer,3075,0.314,0.0,0.0
name:ur,2789,0.2848,0.0,0.0
bridge,2734,0.2792,0.0,0.0
ref,2126,0.2171,0.0,0.0
place,1790,0.1828,0.0,0.0
name:ar,1542,0.1575,0.0,0.0
power,1511,0.1543,0.0,0.0
railway,1265,0.1292,0.0,0.0
access,1161,0.1186,0.0,0.0
waterway,1003,0.1024,0.0,0.0
building,913,0.0932,0.0,0.0
amenity,882,0.0901,0.0,0.0
addr:city,807,0.0824,0.0,0.0
landuse,795,0.0812,0.0,0.0
addr:street,757,0.0773,0.0,0.0
gauge,636,0.0649,0.0,0.0
electrified,633,0.0646,0.0,0.0
ref:ur,584,0.0596,0.0,0.0
name:sd,557,0.0569,0.0,0.0
service,539,0.055,0.0,0.0
usage,494,0.0504,0.0,0.0
source:imagery,478,0.0488,0.0,0.0
source:map,434,0.0443,0.0,0.0
bicycle,413,0.0422,0.0,0.0
foot,402,0.0411,0.0,0.0
passenger_lines,395,0.0403,0.0,0.0
horse,381,0.0389,0.0,0.0
name:pnb,362,0.037,0.0,0.0
motor_vehicle,361,0.0369,0.0,0.0
brand,359,0.0367,0.0,0.0
brand:wikidata,344,0.0351,0.0,0.0
brand:wikipedia,341,0.0348,0.0,0.0
brand:ur,325,0.0332,0.0,0.0
alt_name:ur,318,0.0325,0.0,0.0
ref:ar,316,0.0323,0.0,0.0
operator,311,0.0318,0.0,0.0
brand:wikipedia:ur,300,0.0306,0.0,0.0
name:fa,293,0.0299,0.0,0.0
tunnel,288,0.0294,0.0,0.0
barrier,264,0.027,0.0,0.0
width,263,0.0269,0.0,0.0
brand:ar,253,0.0258,0.0,0.0
wikidata,215,0.022,0.0,0.0
description,210,0.0214,0.0,0.0
short_name,209,0.0213,0.0,0.0
short_name:ur,209,0.0213,0.0,0.0
embankment,202,0.0206,0.0,0.0
aeroway,180,0.0184,0.0,0.0
name:es,178,0.0182,0.0,0.0
name:ks,178,0.0182,0.0,0.0
ford,177,0.0181,0.0,0.0
sidewalk,177,0.0181,0.0,0.0
divider,173,0.0177,0.0,0.0
smoothness,173,0.0177,0.0,0.0
name:ps,169,0.0173,0.0,0.0
natural,155,0.0158,0.0,0.0
source:image,154,0.0157,0.0,0.0
generator:method,149,0.0152,0.0,0.0
generator:source,149,0.0152,0.0,0.0
generator:type,148,0.0151,0.0,0.0
generator:output:electricity,141,0.0144,0.0,0.0
wikipedia,141,0.0144,0.0,0.0
operator:ur,137,0.014,0.0,0.0
atm,134,0.0137,0.0,0.0
population,134,0.0137,0.0,0.0
parking:lane:left,133,0.0136,0.0,0.0
religion,133,0.0136,0.0,0.0
brand:wikipedia:ar,132,0.0135,0.0,0.0
operator:wikidata,132,0.0135,0.0,0.0
operator:wikipedia,124,0.0127,0.0,0.0
name:pa,119,0.0122,0.0,0.0
operator:wikipedia:ur,117,0.0119,0.0,0.0
manufacturer,111,0.0113,0.0,0.0
maxheight,105,0.0107,0.0,0.0
brand:ks,100,0.0102,0.0,0.0
voltage,99,0.0101,0.0,0.0
source:geometry,93,0.0095,0.0,0.0
leisure,90,0.0092,0.0,0.0
water,87,0.0089,0.0,0.0
industrial,86,0.0088,0.0,0.0
model,86,0.0088,0.0,0.0
name:de,81,0.0083,0.0,0.0
man_made,80,0.0082,0.0,0.0
residential,78,0.008,0.0,0.0
name:etymology:wikidata,77,0.0079,0.0,0.0
note,73,0.0075,0.0,0.0
addr:postcode,72,0.0074,0.0,0.0
junction,71,0.0073,0.0,0.0
name:etymology,69,0.007,0.0,0.0
name:etymology:wikipedia,69,0.007,0.0,0.0
public_transport,67,0.0068,0.0,0.0
level,66,0.0067,0.0,0.0
addr:housenumber,65,0.0066,0.0,0.0
boundary,65,0.0066,0.0,0.0
shop,65,0.0066,0.0,0.0
marine,63,0.0064,0.0,0.0
admin_level,62,0.0063,0.0,0.0
opening_hours,62,0.0063,0.0,0.0
mp_type,60,0.0061,0.0,0.0
roadid,57,0.0058,0.0,0.0
routeparam,57,0.0058,0.0,0.0
boat,56,0.0057,0.0,0.0
tourism,56,0.0057,0.0,0.0
boundary_type,53,0.0054,0.0,0.0
phone,51,0.0052,0.0,0.0
name:ru,49,0.005,0.0,0.0
source:otherimagery,49,0.005,0.0,0.0
brand:website,48,0.0049,0.0,0.0
name:azb,48,0.0049,0.0,0.0
website,48,0.0049,0.0,0.0
alt_name:en,47,0.0048,0.0,0.0
generator:plant,47,0.0048,0.0,0.0
