key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,place_of_worship,14,41.1765,1300.0,8416.6667
amenity,fuel,6,17.6471,500.0,3550.0
amenity,hospital,4,11.7647,300.0,2333.3333
amenity,college,2,5.8824,100.0,1116.6667
amenity,police,2,5.8824,100.0,1116.6667
amenity,clinic,1,2.9412,0.0,508.3333
amenity,community_centre,1,2.9412,0.0,508.3333
amenity,parking,1,2.9412,0.0,508.3333
amenity,post_office,1,2.9412,0.0,508.3333
amenity,restaurant,1,2.9412,0.0,508.3333
amenity,shelter,1,2.9412,0.0,508.3333
building,yes,80900,99.622,8089900.0,49214066.6667
building,house,171,0.2106,17000.0,103925.0
building,ruins,48,0.0591,4700.0,29100.0
building,industrial,45,0.0554,4400.0,27275.0
building,construction,34,0.0419,3300.0,20583.3333
building,roof,2,0.0025,100.0,1116.6667
building,storage_tank,2,0.0025,100.0,1116.6667
building,apartments,1,0.0012,0.0,508.3333
building,bakehouse,1,0.0012,0.0,508.3333
building,commercial,1,0.0012,0.0,508.3333
building,razed,1,0.0012,0.0,508.3333
building,warehouse,1,0.0012,0.0,508.3333
highway,unclassified,18859,45.7665,1885800.0,11472458.3333
highway,track,8125,19.7175,812400.0,4942608.3333
highway,residential,7643,18.5478,764200.0,4649391.6667
highway,service,3351,8.1321,335000.0,2038425.0
highway,tertiary,1150,2.7908,114900.0,699483.3333
highway,path,426,1.0338,42500.0,259050.0
highway,secondary,421,1.0217,42000.0,256008.3333
highway,living_street,382,0.927,38100.0,232283.3333
highway,trunk,331,0.8033,33000.0,201258.3333
highway,footway,306,0.7426,30500.0,186050.0
highway,primary,144,0.3495,14300.0,87500.0
highway,motorway,28,0.0679,2700.0,16933.3333
highway,trunk_link,12,0.0291,1100.0,7200.0
highway,road,11,0.0267,1000.0,6591.6667
highway,planned,10,0.0243,900.0,5983.3333
highway,construction,4,0.0097,300.0,2333.3333
highway,turning_circle,2,0.0049,100.0,1116.6667
highway,motorway_link,1,0.0024,0.0,508.3333
highway,tertiary_link,1,0.0024,0.0,508.3333
landuse,residential,832,78.9374,83100.0,506033.3333
landuse,basin,114,10.8159,11300.0,69250.0
landuse,farmland,32,3.0361,3100.0,19366.6667
landuse,industrial,31,2.9412,3000.0,18758.3333
landuse,cemetery,15,1.4231,1400.0,9025.0
landuse,reservoir,9,0.8539,800.0,5375.0
landuse,commercial,8,0.759,700.0,4766.6667
landuse,grass,3,0.2846,200.0,1725.0
landuse,water,3,0.2846,200.0,1725.0
landuse,orchard,2,0.1898,100.0,1116.6667
landuse,quarry,2,0.1898,100.0,1116.6667
landuse,farmyard,1,0.0949,0.0,508.3333
landuse,forest,1,0.0949,0.0,508.3333
landuse,military,1,0.0949,0.0,508.3333
leisure,park,2,50.0,100.0,1116.6667
leisure,common,1,25.0,0.0,508.3333
leisure,pitch,1,25.0,0.0,508.3333
name,قومی شاہراہ 55,125,5.7737,12400.0,75941.6667
name,کوئٹہ - جیکب آباد شاہراہ,105,4.8499,10400.0,63775.0
name,قومی شاہراہ,36,1.6628,3500.0,21800.0
name,مُلتان- سكھر موٹروے,28,1.2933,2700.0,16933.3333
name,Bajwa Road,22,1.0162,2100.0,13283.3333
name,Chasma Canal,20,0.9238,1900.0,12066.6667
name,Peer Jaggi Road,19,0.8776,1800.0,11458.3333
name,ملتان - ڈیرہ غازی خان روڈ,19,0.8776,1800.0,11458.3333
name,Road,18,0.8314,1700.0,10850.0
name,Chahma Right Bank Canal Rd,16,0.739,1500.0,9633.3333
name,Layyah-Kot Addu Road,15,0.6928,1400.0,9025.0
name,Mehran Highway,15,0.6928,1400.0,9025.0
name,بیگاری کینال,15,0.6928,1400.0,9025.0
name,Ratodero - Gwadar Motorway,14,0.6467,1300.0,8416.6667
name,Munda Road,13,0.6005,1200.0,7808.3333
name,کراچی۔ لاہور۔ پشاور مین ریلوے لائن,12,0.5543,1100.0,7200.0
name,Ghalo Mor Rd,11,0.5081,1000.0,6591.6667
name,Kambar - Ber thori Road,11,0.5081,1000.0,6591.6667
name,Jacobabad-Shahdadkot Provincial Highway,10,0.4619,900.0,5983.3333
name,Northwestern Canal,9,0.4157,800.0,5375.0
name,Tillu Road,9,0.4157,800.0,5375.0
name,Tando Muhammad Khan-Sujawal Provincial Highway,8,0.3695,700.0,4766.6667
name,لنک روڈ,8,0.3695,700.0,4766.6667
name,گاڑھو روڈ,8,0.3695,700.0,4766.6667
name,Gas Turbine Building,6,0.2771,500.0,3550.0
name,Heat Recovery Steam Generator,6,0.2771,500.0,3550.0
name,Layyah-Chowk Azam Road,6,0.2771,500.0,3550.0
name,روہڑی نہر,6,0.2771,500.0,3550.0
name,Mubarak Canal,5,0.2309,400.0,2941.6667
name,کینال روڈ,5,0.2309,400.0,2941.6667
name,Dallas Branch,4,0.1848,300.0,2333.3333
name,Ghotki Khanpur Road,4,0.1848,300.0,2333.3333
name,Indus Highway to Sikander Janobi,4,0.1848,300.0,2333.3333
name,Kashmore Road,4,0.1848,300.0,2333.3333
name,Larkana Khairpur Link Road,4,0.1848,300.0,2333.3333
name,Layyah Bypass Road,4,0.1848,300.0,2333.3333
name,Panah Odho,4,0.1848,300.0,2333.3333
name,Village Changlani Road,4,0.1848,300.0,2333.3333
name,حاجی خان چاچڑ,4,0.1848,300.0,2333.3333
name,سكر,4,0.1848,300.0,2333.3333
name,پنجو ڈیرو,4,0.1848,300.0,2333.3333
name,AH Homes & Hardware,3,0.1386,200.0,1725.0
name,Barthi Road,3,0.1386,200.0,1725.0
name,Bechhra Road,3,0.1386,200.0,1725.0
name,Chashma Right Bank Canal,3,0.1386,200.0,1725.0
name,Chashma Rt Bank Canal,3,0.1386,200.0,1725.0
name,Daud Kandhra Road,3,0.1386,200.0,1725.0
name,Ghaibi Dero Road,3,0.1386,200.0,1725.0
name,Goth Mir Wahid Bux Khan Bijarani,3,0.1386,200.0,1725.0
name,Hala-Shahdadpur-Sanghar Provincial Highway,3,0.1386,200.0,1725.0
name,Hamid Wah,3,0.1386,200.0,1725.0
name,Hatiari Road,3,0.1386,200.0,1725.0
name,Kakkar-Gaj Provincial Highway,3,0.1386,200.0,1725.0
name,Kalri Baghar Feeder,3,0.1386,200.0,1725.0
name,Kashmor-Saddiqabad Road,3,0.1386,200.0,1725.0
name,Khuhra Road,3,0.1386,200.0,1725.0
name,Larkana Road,3,0.1386,200.0,1725.0
name,Machi Vala,3,0.1386,200.0,1725.0
name,Mamuri Rd,3,0.1386,200.0,1725.0
name,Qazi Ahmed Road,3,0.1386,200.0,1725.0
name,Shikarpur Road,3,0.1386,200.0,1725.0
name,Station Road,3,0.1386,200.0,1725.0
name,Steam Turbine Building,3,0.1386,200.0,1725.0
name,Taial Distributary,3,0.1386,200.0,1725.0
name,Zahir Pir Road,3,0.1386,200.0,1725.0
name,آباد,3,0.1386,200.0,1725.0
name,حاجی عبدﷲ پنہور,3,0.1386,200.0,1725.0
name,دادو کینال,3,0.1386,200.0,1725.0
name,رادھن,3,0.1386,200.0,1725.0
name,نور واہ,3,0.1386,200.0,1725.0
name,پاکستان ریلوے,3,0.1386,200.0,1725.0
name,گو گھاری,3,0.1386,200.0,1725.0
name,Abdul Majeed,2,0.0924,100.0,1116.6667
name,Abri,2,0.0924,100.0,1116.6667
name,Ali Murad Brohi,2,0.0924,100.0,1116.6667
name,Arz Muhammad Jatoi,2,0.0924,100.0,1116.6667
name,Bado,2,0.0924,100.0,1116.6667
name,Belab River,2,0.0924,100.0,1116.6667
name,Bhai Khan Khoso,2,0.0924,100.0,1116.6667
name,Bux Ali Jakhrani,2,0.0924,100.0,1116.6667
name,Bypass Stack,2,0.0924,100.0,1116.6667
name,Control Building,2,0.0924,100.0,1116.6667
name,Daro,2,0.0924,100.0,1116.6667
name,Daya,2,0.0924,100.0,1116.6667
name,Dera Murad Jamali,2,0.0924,100.0,1116.6667
name,Dino Kotu,2,0.0924,100.0,1116.6667
name,Dittal Jalbani,2,0.0924,100.0,1116.6667
name,Ghulam Ali Isran,2,0.0924,100.0,1116.6667
name,Gol Market,2,0.0924,100.0,1116.6667
name,Goth Fazil Kalhoro,2,0.0924,100.0,1116.6667
name,Jaranwala Road,2,0.0924,100.0,1116.6667
name,Kanhar Minor,2,0.0924,100.0,1116.6667
name,Khahi,2,0.0924,100.0,1116.6667
name,Khaipur Canal West,2,0.0924,100.0,1116.6667
name,Khairpur Road,2,0.0924,100.0,1116.6667
name,Lahore Sheikhupura Road,2,0.0924,100.0,1116.6667
name,Lal Bux Thebo,2,0.0924,100.0,1116.6667
name,Lashari,2,0.0924,100.0,1116.6667
name,Manka Canal,2,0.0924,100.0,1116.6667
name,Masu Dero,2,0.0924,100.0,1116.6667
name,Mirpur Bhutto,2,0.0924,100.0,1116.6667
name,Mirwah,2,0.0924,100.0,1116.6667
name,Morio Chacha,2,0.0924,100.0,1116.6667
name,Moro New Jatoi Road,2,0.0924,100.0,1116.6667
name,Naseer Jatoi,2,0.0924,100.0,1116.6667
name,Patni Distributary,2,0.0924,100.0,1116.6667
name,Phull Road,2,0.0924,100.0,1116.6667
name,Pir Bharshah Goth Lashari,2,0.0924,100.0,1116.6667
name,Qadan Machhi,2,0.0924,100.0,1116.6667
name,Relan,2,0.0924,100.0,1116.6667
name,Rice Canal,2,0.0924,100.0,1116.6667
name,Sadhuja,2,0.0924,100.0,1116.6667
name,Shahdādkot - Qubo Old Rd,2,0.0924,100.0,1116.6667
name,Steam Turbine Condenser,2,0.0924,100.0,1116.6667
name,Sultan Hasla,2,0.0924,100.0,1116.6667
name,Thatta-Sujjawal-Badin Provincial Highway,2,0.0924,100.0,1116.6667
name,Wali Muhammad Brohi,2,0.0924,100.0,1116.6667
name,اسٹیشن روڈ,2,0.0924,100.0,1116.6667
name,بشیر خان جکرانی,2,0.0924,100.0,1116.6667
name,بھٹا کلہوڑا,2,0.0924,100.0,1116.6667
name,بیگاری سندھ فیڈر کینال,2,0.0924,100.0,1116.6667
name,حیدر چوک,2,0.0924,100.0,1116.6667
name,خیرو بلو,2,0.0924,100.0,1116.6667
name,دادلوئی,2,0.0924,100.0,1116.6667
name,دریائے سندھ,2,0.0924,100.0,1116.6667
