key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,fuel,235,26.644,23400.0,23400.0
amenity,bank,207,23.4694,20600.0,20600.0
amenity,place_of_worship,107,12.1315,10600.0,10600.0
amenity,restaurant,51,5.7823,5000.0,5000.0
amenity,hospital,30,3.4014,2900.0,2900.0
amenity,school,30,3.4014,2900.0,2900.0
amenity,university,30,3.4014,2900.0,2900.0
amenity,college,21,2.381,2000.0,2000.0
amenity,police,20,2.2676,1900.0,1900.0
amenity,marketplace,19,2.1542,1800.0,1800.0
amenity,grave_yard,18,2.0408,1700.0,1700.0
amenity,townhall,14,1.5873,1300.0,1300.0
amenity,bus_station,13,1.4739,1200.0,1200.0
amenity,pharmacy,12,1.3605,1100.0,1100.0
amenity,parking,10,1.1338,900.0,900.0
amenity,fast_food,8,0.907,700.0,700.0
amenity,cafe,6,0.6803,500.0,500.0
amenity,events_venue,6,0.6803,500.0,500.0
amenity,atm,5,0.5669,400.0,400.0
amenity,community_centre,5,0.5669,400.0,400.0
amenity,fountain,4,0.4535,300.0,300.0
amenity,clinic,3,0.3401,200.0,200.0
amenity,post_office,3,0.3401,200.0,200.0
amenity,prison,3,0.3401,200.0,200.0
amenity,veterinary,3,0.3401,200.0,200.0
amenity,ice_cream,2,0.2268,100.0,100.0
amenity,money_transfer,2,0.2268,100.0,100.0
amenity,weighbridge,2,0.2268,100.0,100.0
amenity,Government Office,1,0.1134,0.0,0.0
amenity,bureau_de_change,1,0.1134,0.0,0.0
amenity,car_rental,1,0.1134,0.0,0.0
amenity,courthouse,1,0.1134,0.0,0.0
amenity,drinking_water,1,0.1134,0.0,0.0
amenity,fire_station,1,0.1134,0.0,0.0
amenity,library,1,0.1134,0.0,0.0
amenity,monastery,1,0.1134,0.0,0.0
amenity,parking_space,1,0.1134,0.0,0.0
amenity,research_institute,1,0.1134,0.0,0.0
amenity,residential,1,0.1134,0.0,0.0
amenity,shelter,1,0.1134,0.0,0.0
amenity,social_centre,1,0.1134,0.0,0.0
building,yes,649,71.0843,64800.0,64800.0
building,industrial,91,9.9671,9000.0,9000.0
building,house,66,7.2289,6500.0,6500.0
building,residential,23,2.5192,2200.0,2200.0
building,garage,14,1.5334,1300.0,1300.0
building,apartments,10,1.0953,900.0,900.0
building,bunker,10,1.0953,900.0,900.0
building,hospital,9,0.9858,800.0,800.0
building,school,8,0.8762,700.0,700.0
building,mosque,5,0.5476,400.0,400.0
building,shed,4,0.4381,300.0,300.0
building,commercial,3,0.3286,200.0,200.0
building,temple,3,0.3286,200.0,200.0
building,roof,2,0.2191,100.0,100.0
building,train_station,2,0.2191,100.0,100.0
building,university,2,0.2191,100.0,100.0
building,warehouse,2,0.2191,100.0,100.0
building,Waqas House,1,0.1095,0.0,0.0
building,airport_terminal,1,0.1095,0.0,0.0
building,bungalow,1,0.1095,0.0,0.0
building,church,1,0.1095,0.0,0.0
building,college,1,0.1095,0.0,0.0
building,hangar,1,0.1095,0.0,0.0
building,no,1,0.1095,0.0,0.0
building,office,1,0.1095,0.0,0.0
building,retail,1,0.1095,0.0,0.0
building,waqas_house,1,0.1095,0.0,0.0
emergency,yes,5,62.5,400.0,400.0
emergency,ambulance_station,2,25.0,100.0,100.0
emergency,no,1,12.5,0.0,0.0
highway,residential,80591,61.5076,8059000.0,8059000.0
highway,unclassified,21873,16.6936,2187200.0,2187200.0
highway,tertiary,16462,12.5639,1646100.0,1646100.0
highway,track,2295,1.7516,229400.0,229400.0
highway,service,2056,1.5692,205500.0,205500.0
highway,secondary,1886,1.4394,188500.0,188500.0
highway,trunk,1831,1.3974,183000.0,183000.0
highway,primary,1664,1.27,166300.0,166300.0
highway,living_street,1286,0.9815,128500.0,128500.0
highway,motorway,228,0.174,22700.0,22700.0
highway,path,203,0.1549,20200.0,20200.0
highway,trunk_link,165,0.1259,16400.0,16400.0
highway,footway,146,0.1114,14500.0,14500.0
highway,motorway_link,78,0.0595,7700.0,7700.0
highway,pedestrian,78,0.0595,7700.0,7700.0
highway,motorway_junction,33,0.0252,3200.0,3200.0
highway,primary_link,32,0.0244,3100.0,3100.0
highway,tertiary_link,28,0.0214,2700.0,2700.0
highway,crossing,20,0.0153,1900.0,1900.0
highway,secondary_link,16,0.0122,1500.0,1500.0
highway,bus_stop,15,0.0114,1400.0,1400.0
highway,turning_circle,15,0.0114,1400.0,1400.0
highway,traffic_signals,8,0.0061,700.0,700.0
highway,construction,7,0.0053,600.0,600.0
highway,road,6,0.0046,500.0,500.0
highway,rest_area,2,0.0015,100.0,100.0
highway,cycleway,1,0.0008,0.0,0.0
highway,residental,1,0.0008,0.0,0.0
landuse,residential,483,60.7547,48200.0,48200.0
landuse,industrial,121,15.2201,12000.0,12000.0
landuse,grass,55,6.9182,5400.0,5400.0
landuse,farmland,43,5.4088,4200.0,4200.0
landuse,cemetery,19,2.3899,1800.0,1800.0
landuse,commercial,19,2.3899,1800.0,1800.0
landuse,forest,14,1.761,1300.0,1300.0
landuse,retail,14,1.761,1300.0,1300.0
landuse,gated_community,8,1.0063,700.0,700.0
landuse,military,5,0.6289,400.0,400.0
landuse,orchard,5,0.6289,400.0,400.0
landuse,religious,3,0.3774,200.0,200.0
landuse,farmyard,2,0.2516,100.0,100.0
landuse,recreation_ground,2,0.2516,100.0,100.0
landuse,plant_nursery,1,0.1258,0.0,0.0
landuse,railway,1,0.1258,0.0,0.0
leisure,park,35,38.8889,3400.0,3400.0
leisure,fishing,18,20.0,1700.0,1700.0
leisure,pitch,8,8.8889,700.0,700.0
leisure,playground,8,8.8889,700.0,700.0
leisure,track,7,7.7778,600.0,600.0
leisure,swimming_pool,4,4.4444,300.0,300.0
leisure,fitness_centre,3,3.3333,200.0,200.0
leisure,garden,3,3.3333,200.0,200.0
leisure,sports_centre,2,2.2222,100.0,100.0
leisure,slipway,1,1.1111,0.0,0.0
leisure,stadium,1,1.1111,0.0,0.0
name,قومی شاہراہ,425,4.6827,42400.0,42400.0
name,قومی شاہراہ 55,307,3.3825,30600.0,30600.0
name,گرینڈ ٹرنک روڈ,123,1.3552,12200.0,12200.0
name,پاکستان اسٹیٹ آئل,109,1.201,10800.0,10800.0
name,کراچی۔ لاہور۔ پشاور مین ریلوے لائن,108,1.19,10700.0,10700.0
name,مُلتان- سكھر موٹروے,103,1.1349,10200.0,10200.0
name,گاڑھو روڈ,99,1.0908,9800.0,9800.0
