key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
tourism,64,0.0087,14.2857,14.2857
aeroway,63,0.0086,-65.0,-65.0
name:etymology,63,0.0086,-8.6957,-8.6957
name:etymology:wikipedia,63,0.0086,-8.6957,-8.6957
operator:wikidata,63,0.0086,-52.2727,-52.2727
parking:lane:left,62,0.0085,-53.3835,-53.3835
boat,58,0.0079,3.5714,3.5714
name:az-Arab,58,0.0079,45.0,45.0
name:uk,55,0.0075,48.6486,48.6486
operator:wikipedia,55,0.0075,-55.6452,-55.6452
website,53,0.0072,10.4167,10.4167
opening_hours,52,0.0071,-16.129,-16.129
brand:wikipedia:ar,51,0.007,-61.3636,-61.3636
name:kn,51,0.007,200.0,200.0
operator:wikipedia:ur,50,0.0068,-57.265,-57.265
name:grc,49,0.0067,88.4615,88.4615
name:kk-Arab,49,0.0067,40.0,40.0
noexit,48,0.0066,41.1765,41.1765
fixme,47,0.0064,261.5385,261.5385
name:be,45,0.0061,40.625,40.625
covered,44,0.006,76.0,76.0
is_in,44,0.006,83.3333,83.3333
name:el,44,0.006,62.963,62.963
name:hy,44,0.006,57.1429,57.1429
building:levels,43,0.0059,59.2593,59.2593
junction,43,0.0059,-39.4366,-39.4366
name:bn,42,0.0057,2000.0,2000.0
name:bg,40,0.0055,25.0,25.0
source:geometry,40,0.0055,-56.9892,-56.9892
addr:state,39,0.0053,3800.0,3800.0
emergency,38,0.0052,375.0,375.0
short_name,38,0.0052,-81.8182,-81.8182
historic,37,0.005,-15.9091,-15.9091
name:ml,36,0.0049,56.5217,56.5217
short_name:ur,36,0.0049,-82.7751,-82.7751
name:be-tarask,35,0.0048,34.6154,34.6154
name:cs,35,0.0048,34.6154,34.6154
name:hu,35,0.0048,34.6154,34.6154
name:ro,35,0.0048,34.6154,34.6154
name:vi,35,0.0048,34.6154,34.6154
goods,34,0.0046,3300.0,3300.0
hgv,34,0.0046,3300.0,3300.0
motorcar,34,0.0046,3300.0,3300.0
name:et,34,0.0046,100.0,100.0
psv,34,0.0046,3300.0,3300.0
taxi,34,0.0046,3300.0,3300.0
source:population,32,0.0044,190.9091,190.9091
bus,31,0.0042,82.3529,82.3529
residential,31,0.0042,-60.2564,-60.2564
train,31,0.0042,14.8148,14.8148
name:eu,30,0.0041,2900.0,2900.0
area,28,0.0038,-12.5,-12.5
lit,24,0.0033,242.8571,242.8571
email,22,0.003,-8.3333,-8.3333
payment:cash,22,0.003,144.4444,144.4444
brand:website,21,0.0029,-56.25,-56.25
is_in:country,21,0.0029,133.3333,133.3333
is_in:country_code,21,0.0029,162.5,162.5
source:name,20,0.0027,122.2222,122.2222
network,19,0.0026,90.0,90.0
noname,19,0.0026,1800.0,1800.0
plant:source,19,0.0026,72.7273,72.7273
postal_code,19,0.0026,171.4286,171.4286
comment,18,0.0025,1700.0,1700.0
plant:method,18,0.0025,63.6364,63.6364
motorboat,17,0.0023,1600.0,1600.0
operator:type,17,0.0023,13.3333,13.3333
plant:output:electricity,17,0.0023,54.5455,54.5455
ship,17,0.0023,1600.0,1600.0
substation,17,0.0023,-29.1667,-29.1667
alt_name:fr,15,0.002,1400.0,1400.0
irrigation,15,0.002,1400.0,1400.0
level,15,0.002,-77.2727,-77.2727
note,15,0.002,-79.4521,-79.4521
abandoned,14,0.0019,600.0,600.0
cuisine,14,0.0019,133.3333,133.3333
height,14,0.0019,-30.0,-30.0
shelter,14,0.0019,600.0,600.0
type,14,0.0019,-30.0,-30.0
GNS:date_modified,13,0.0018,160.0,160.0
canoe,13,0.0018,1200.0,1200.0
currency:PKR,13,0.0018,1200.0,1200.0
name:lt,13,0.0018,550.0,550.0
name:zh,13,0.0018,44.4444,44.4444
operator:ar,13,0.0018,-48.0,-48.0
operator:wikipedia:ar,13,0.0018,-64.8649,-64.8649
brand:en,12,0.0016,-70.0,-70.0
name:tr,12,0.0016,200.0,200.0
population:date,12,0.0016,1100.0,1100.0
short_name:ar,12,0.0016,-45.4545,-45.4545
brand:ks,11,0.0015,-89.0,-89.0
internet_access,11,0.0015,0.0,0.0
location,11,0.0015,120.0,120.0
military,11,0.0015,-38.8889,-38.8889
name:ne,11,0.0015,450.0,450.0
name:pt,11,0.0015,-15.3846,-15.3846
brand:pnb,10,0.0014,400.0,400.0
historic:civilization,10,0.0014,150.0,150.0
iata,10,0.0014,-61.5385,-61.5385
reservoir_type,10,0.0014,900.0,900.0
substance,10,0.0014,900.0,900.0
alt_name:pa,9,0.0012,800.0,800.0
brand:fa,9,0.0012,80.0,80.0
brand:pa,9,0.0012,-57.1429,-57.1429
destination,9,0.0012,-18.1818,-18.1818
icao,9,0.0012,-66.6667,-66.6667
noref,9,0.0012,800.0,800.0
source:otherimagery,9,0.0012,-81.6327,-81.6327
archaeological_site,8,0.0011,700.0,700.0
crop,8,0.0011,300.0,300.0
is_in:continent,8,0.0011,33.3333,33.3333
maxheight,8,0.0011,-92.381,-92.381
name:ta,8,0.0011,100.0,100.0
payment:credit_cards,8,0.0011,33.3333,33.3333
plant:type,8,0.0011,700.0,700.0
product,8,0.0011,0.0,0.0
start_date,8,0.0011,100.0,100.0
brand:wikipedia:fa,7,0.001,133.3333,133.3333
capital,7,0.001,600.0,600.0
craft,7,0.001,133.3333,133.3333
generator:plant,7,0.001,-85.1064,-85.1064
industrial,7,0.001,-91.8605,-91.8605
produce,7,0.001,600.0,600.0
wikimedia_commons,7,0.001,600.0,600.0
air_conditioning,6,0.0008,50.0,50.0
contact:facebook,6,0.0008,200.0,200.0
crossing:barrier,6,0.0008,0.0,0.0
disused:railway,6,0.0008,20.0,20.0
government,6,0.0008,20.0,20.0
healthcare:speciality,6,0.0008,20.0,20.0
junction:ref,6,0.0008,500.0,500.0
length,6,0.0008,-40.0,-40.0
name:gu,6,0.0008,500.0,500.0
official_name,6,0.0008,-50.0,-50.0
official_name:ar,6,0.0008,-45.4545,-45.4545
official_name:ur,6,0.0008,-45.4545,-45.4545
payment:mtag,6,0.0008,500.0,500.0
takeaway,6,0.0008,20.0,20.0
closest_town,5,0.0007,-72.2222,-72.2222
club,5,0.0007,400.0,400.0
country,5,0.0007,400.0,400.0
drive_through,5,0.0007,400.0,400.0
ele,5,0.0007,-82.1429,-82.1429
footway,5,0.0007,-54.5455,-54.5455
internet_access:fee,5,0.0007,0.0,0.0
name:bal,5,0.0007,400.0,400.0
name:eo,5,0.0007,400.0,400.0
name:ky,5,0.0007,400.0,400.0
name:te,5,0.0007,-28.5714,-28.5714
operator:website,5,0.0007,-82.7586,-82.7586
payment:mastercard,5,0.0007,-16.6667,-16.6667
payment:visa,5,0.0007,-16.6667,-16.6667
province,5,0.0007,400.0,400.0
short_name:en,5,0.0007,-16.6667,-16.6667
site_type,5,0.0007,150.0,150.0
wall,5,0.0007,-78.2609,-78.2609
wetland,5,0.0007,400.0,400.0
basin,4,0.0005,300.0,300.0
bicycle_parking,4,0.0005,300.0,300.0
brand:wikipedia:pnb,4,0.0005,100.0,100.0
capacity,4,0.0005,-66.6667,-66.6667
crossing:bell,4,0.0005,300.0,300.0
crossing:light,4,0.0005,300.0,300.0
district,4,0.0005,300.0,300.0
disused:power,4,0.0005,300.0,300.0
facebook,4,0.0005,300.0,300.0
fuel:diesel,4,0.0005,33.3333,33.3333
material,4,0.0005,-83.3333,-83.3333
maxspeed:advisory,4,0.0005,-20.0,-20.0
old_name:ur,4,0.0005,-80.0,-80.0
parking:lane:both,4,0.0005,-84.0,-84.0
payment:m-tag,4,0.0005,300.0,300.0
self_service,4,0.0005,300.0,300.0
smoking,4,0.0005,300.0,300.0
sport,4,0.0005,-77.7778,-77.7778
wheelchair,4,0.0005,300.0,300.0
alt_name1,3,0.0004,200.0,200.0
alt_name2,3,0.0004,200.0,200.0
area:aeroway,3,0.0004,200.0,200.0
brand:wikipedia:pa,3,0.0004,-85.0,-85.0
communication:mobile_phone,3,0.0004,200.0,200.0
culvert,3,0.0004,200.0,200.0
cycleway,3,0.0004,-57.1429,-57.1429
cycleway:right,3,0.0004,200.0,200.0
destination:ref,3,0.0004,-57.1429,-57.1429
flood_prone,3,0.0004,200.0,200.0
hig,3,0.0004,200.0,200.0
image,3,0.0004,200.0,200.0
name:ar1,3,0.0004,200.0,200.0
name:arz,3,0.0004,200.0,200.0
name:it,3,0.0004,200.0,200.0
name:nl,3,0.0004,200.0,200.0
old_name,3,0.0004,-85.7143,-85.7143
payment:debit_cards,3,0.0004,-25.0,-25.0
salt,3,0.0004,200.0,200.0
toll,3,0.0004,-81.25,-81.25
tower:construction,3,0.0004,200.0,200.0
GNS:modify_date,2,0.0003,100.0,100.0
addr:country,2,0.0003,-33.3333,-33.3333
aerodrome:type,2,0.0003,100.0,100.0
airmark,2,0.0003,100.0,100.0
alt_name:ar,2,0.0003,0.0,0.0
alt_name:pnb,2,0.0003,100.0,100.0
alt_name:urdu,2,0.0003,100.0,100.0
architect,2,0.0003,100.0,100.0
barrwa,2,0.0003,100.0,100.0
beacon:type,2,0.0003,100.0,100.0
boundary_type,2,0.0003,-96.2264,-96.2264
brand:de,2,0.0003,0.0,0.0
brand:ps,2,0.0003,100.0,100.0
brand:wikipedia:ps,2,0.0003,100.0,100.0
bridge:structure,2,0.0003,100.0,100.0
building:material,2,0.0003,100.0,100.0
castle_type,2,0.0003,-60.0,-60.0
circuits,2,0.0003,100.0,100.0
compressed_air,2,0.0003,0.0,0.0
construction:power,2,0.0003,100.0,100.0
cooling:method,2,0.0003,-50.0,-50.0
departures_board,2,0.0003,100.0,100.0
diet:halal,2,0.0003,100.0,100.0
diet:vegetarian,2,0.0003,100.0,100.0
foot_traffic,2,0.0003,100.0,100.0
guest_house,2,0.0003,100.0,100.0
holding_position:type,2,0.0003,0.0,0.0
lanes:backward,2,0.0003,-50.0,-50.0
lanes:forward,2,0.0003,-50.0,-50.0
leaf_cycle,2,0.0003,-60.0,-60.0
leaf_type,2,0.0003,-60.0,-60.0
maxweight,2,0.0003,0.0,0.0
mobile,2,0.0003,100.0,100.0
nam:ps,2,0.0003,100.0,100.0
name:mzn,2,0.0003,100.0,100.0
name:sk,2,0.0003,100.0,100.0
name:sv,2,0.0003,100.0,100.0
name_1,2,0.0003,-71.4286,-71.4286
official_name:fa,2,0.0003,100.0,100.0
official_name:sd,2,0.0003,100.0,100.0
outdoor_seating,2,0.0003,0.0,0.0
parking,2,0.0003,-33.3333,-33.3333
payment:cards,2,0.0003,100.0,100.0
payment:cheque,2,0.0003,100.0,100.0
phases,2,0.0003,100.0,100.0
pipeline,2,0.0003,100.0,100.0
planned,2,0.0003,100.0,100.0
roof:colour,2,0.0003,100.0,100.0
rooms,2,0.0003,100.0,100.0
second_hand,2,0.0003,-33.3333,-33.3333
short_name:sd,2,0.0003,100.0,100.0
tomb,2,0.0003,-60.0,-60.0
traffic,2,0.0003,100.0,100.0
traffic_signals,2,0.0003,-60.0,-60.0
wikipedia:ar,2,0.0003,100.0,100.0
wikipedia:fa,2,0.0003,100.0,100.0
wikipedia:sd,2,0.0003,100.0,100.0
wikipedia:ur,2,0.0003,-50.0,-50.0
Never,1,0.0001,0.0,0.0
OBJECTID,1,0.0001,-80.0,-80.0
School,1,0.0001,0.0,0.0
Supplement,1,0.0001,0.0,0.0
You,1,0.0001,0.0,0.0
_crc,1,0.0001,-75.0,-75.0
agrarian,1,0.0001,0.0,0.0
alt_name:de,1,0.0001,0.0,0.0
alt_name:es,1,0.0001,0.0,0.0
alt_name:hi,1,0.0001,0.0,0.0
alt_name:sd,1,0.0001,0.0,0.0
alt_name_1,1,0.0001,0.0,0.0
area:highway,1,0.0001,0.0,0.0
attraction,1,0.0001,0.0,0.0
branch,1,0.0001,-75.0,-75.0
brand:hi,1,0.0001,0.0,0.0
buiding,1,0.0001,0.0,0.0
building:use:residential,1,0.0001,0.0,0.0
contact:instagram,1,0.0001,0.0,0.0
contact:twitter,1,0.0001,0.0,0.0
contact:webcam,1,0.0001,0.0,0.0
content,1,0.0001,-75.0,-75.0
crossing,1,0.0001,-95.2381,-95.2381
currency:EUR,1,0.0001,0.0,0.0
diet:healthy,1,0.0001,0.0,0.0
diet:meat,1,0.0001,0.0,0.0
direction,1,0.0001,0.0,0.0
drinking_water,1,0.0001,0.0,0.0
end_date:railway,1,0.0001,0.0,0.0
fire_station:type,1,0.0001,0.0,0.0
fuel:cng,1,0.0001,-50.0,-50.0
fuel:discount,1,0.0001,0.0,0.0
fuel:gasoline,1,0.0001,0.0,0.0
fuel:octane_95,1,0.0001,0.0,0.0
fuel:octane_98,1,0.0001,0.0,0.0
grades,1,0.0001,0.0,0.0
inscription,1,0.0001,0.0,0.0
internet_access:ssid,1,0.0001,0.0,0.0
is_in:district,1,0.0001,-80.0,-80.0
is_in:province,1,0.0001,-80.0,-80.0
landmark,1,0.0001,0.0,0.0
lock,1,0.0001,-90.0,-90.0
name:alt,1,0.0001,-96.1538,-96.1538
name:gr,1,0.0001,-96.1538,-96.1538
name:ka,1,0.0001,0.0,0.0
name:mr,1,0.0001,0.0,0.0
name:tg,1,0.0001,0.0,0.0
not:brand:wikidata,1,0.0001,0.0,0.0
old_name:en,1,0.0001,0.0,0.0
old_name:sd,1,0.0001,0.0,0.0
opening_hours:covid19,1,0.0001,-92.3077,-92.3077
parking:lane:right,1,0.0001,-92.3077,-92.3077
payment:coins,1,0.0001,0.0,0.0
payment:contactless,1,0.0001,0.0,0.0
payment:telephone_cards,1,0.0001,0.0,0.0
payment:visa_debit,1,0.0001,0.0,0.0
pump,1,0.0001,0.0,0.0
service:vehicle:Sale,1,0.0001,-50.0,-50.0
service:vehicle:car_buy,1,0.0001,0.0,0.0
service:vehicle:car_sales,1,0.0001,0.0,0.0
service:vehicle:parts,1,0.0001,-50.0,-50.0
service:vehicle:service,1,0.0001,-50.0,-50.0
service:vehicle:t-sure,1,0.0001,-50.0,-50.0
source:bridge,1,0.0001,0.0,0.0
source:name:modify_date,1,0.0001,0.0,0.0
source:position,1,0.0001,0.0,0.0
studio,1,0.0001,0.0,0.0
surveillance,1,0.0001,0.0,0.0
surveillance:type,1,0.0001,0.0,0.0
telecom,1,0.0001,0.0,0.0
tidal,1,0.0001,0.0,0.0
tram,1,0.0001,0.0,0.0
waterway_ref,1,0.0001,-85.7143,-85.7143
