key,value,count,percent_of_total_changes_for_key
amenity,school,28224,16.5435
amenity,hospital,20864,12.2294
amenity,parking,16751,9.8186
amenity,place_of_worship,16450,9.6422
amenity,restaurant,7862,4.6083
amenity,drinking_water,6852,4.0163
amenity,pharmacy,6167,3.6148
amenity,fuel,5853,3.4307
amenity,toilets,4243,2.487
amenity,bank,3999,2.344
amenity,fast_food,3309,1.9396
amenity,bench,3152,1.8475
amenity,cafe,2725,1.5973
amenity,college,2601,1.5246
amenity,clinic,2529,1.4824
amenity,bicycle_parking,2340,1.3716
amenity,parking_space,2020,1.184
amenity,bar,1742,1.0211
amenity,recycling,1722,1.0093
amenity,shelter,1713,1.0041
amenity,kindergarten,1519,0.8904
amenity,fountain,1455,0.8528
amenity,waste_basket,1291,0.7567
amenity,police,1259,0.738
amenity,shower,1034,0.6061
amenity,university,983,0.5762
amenity,atm,979,0.5738
amenity,library,859,0.5035
amenity,public_building,794,0.4654
amenity,health_post,784,0.4595
amenity,grave_yard,700,0.4103
amenity,bus_station,670,0.3927
amenity,marketplace,655,0.3839
amenity,community_centre,654,0.3833
amenity,post_office,631,0.3699
amenity,gambling,500,0.2931
amenity,townhall,467,0.2737
amenity,charging_station,456,0.2673
amenity,dentist,456,0.2673
amenity,tap,443,0.2597
amenity,ice_cream,382,0.2239
amenity,street_light,375,0.2198
amenity,pub,370,0.2169
amenity,waste_disposal,358,0.2098
amenity,doctors,355,0.2081
amenity,social_facility,346,0.2028
amenity,car_wash,339,0.1987
amenity,cinema,332,0.1946
amenity,vending_machine,316,0.1852
amenity,studio,313,0.1835
amenity,motorcycle_parking,293,0.1717
amenity,theatre,272,0.1594
amenity,embassy,265,0.1553
amenity,fire_station,263,0.1542
amenity,social_centre,247,0.1448
amenity,nightclub,229,0.1342
amenity,water_point,218,0.1278
amenity,parking_entrance,213,0.1248
amenity,veterinary,202,0.1184
amenity,courthouse,201,0.1178
amenity,Convenience Store;Gas Station,199,0.1166
amenity,post_box,194,0.1137
amenity,bureau_de_change,186,0.109
amenity,shop,184,0.1079
amenity,taxi,181,0.1061
amenity,arts_centre,178,0.1043
amenity,ctc,176,0.1032
amenity,bicycle_rental,160,0.0938
amenity,utc,159,0.0932
amenity,car_rental,152,0.0891
amenity,prison,149,0.0873
amenity,bbq,144,0.0844
amenity,telephone,139,0.0815
amenity,weighbridge,133,0.078
amenity,ferry_terminal,130,0.0762
amenity,market,130,0.0762
amenity,refugee_site,129,0.0756
amenity,food_court,128,0.075
amenity,childcare,117,0.0686
amenity,canal,113,0.0662
amenity,community_information_kiosk,111,0.0651
amenity,bicycle_repair_station,107,0.0627
amenity,kitchen,107,0.0627
amenity,swimming_pool,103,0.0604
amenity,cro,99,0.058
amenity,dispensary,93,0.0545
amenity,office,87,0.051
amenity,money_transfer,77,0.0451
amenity,abri temporaire,76,0.0445
