period1,period2,key,kendall_rank_correlation,kendall_p_value,cosine_similarity,pearson_correlation,pearson_p_value
imm,post,building,0.4286,0.178869,0.9991,0.9991,1.5356579933612982e-09
imm,post,highway,0.7333,0.0022129,0.9625,0.9326,8.322965716740646e-05
imm,post,surface,0.7857,0.005506,0.9925,0.9897,2.6796601143893297e-06
imm,post,amenity,0.3333,0.3813492,0.2393,-0.3798,0.40065082237771743
imm,post,landuse,0.5556,0.0446153,0.6812,0.5685,0.1102027075485777
imm,post,waterway,0.7778,0.002425,0.9833,0.9805,3.336989139332384e-06
imm,post,natural,0.6667,0.0126653,0.9932,0.9921,1.4407240530180446e-07
