key,value,count,percent_of_total_changes_for_key
amenity,hospital,3965,72.6989
amenity,school,518,9.4976
amenity,place_of_worship,340,6.234
amenity,restaurant,83,1.5218
amenity,college,52,0.9534
amenity,bank,39,0.7151
amenity,bus_station,36,0.6601
amenity,parking,34,0.6234
amenity,cafe,33,0.6051
amenity,shelter,32,0.5867
amenity,studio,29,0.5317
amenity,drinking_water,26,0.4767
amenity,public_building,25,0.4584
amenity,police,22,0.4034
amenity,clinic,18,0.33
amenity,pharmacy,18,0.33
amenity,fuel,17,0.3117
amenity,bureau_de_change,15,0.275
amenity,kindergarten,13,0.2384
amenity,atm,11,0.2017
amenity,fast_food,10,0.1834
amenity,toilets,9,0.165
amenity,residental,8,0.1467
amenity,embassy,6,0.11
amenity,library,5,0.0917
amenity,childcare,4,0.0733
amenity,cinema,4,0.0733
amenity,dentist,4,0.0733
amenity,fountain,4,0.0733
amenity,marketplace,4,0.0733
amenity,shop,4,0.0733
amenity,university,4,0.0733
amenity,bench,3,0.055
amenity,bicycle_repair_station,3,0.055
amenity,health_post,3,0.055
amenity,prison,3,0.055
amenity,theatre,3,0.055
amenity,veterinary,3,0.055
amenity,bicycle_parking,2,0.0367
amenity,community_centre,2,0.0367
amenity,courthouse,2,0.0367
amenity,doctors,2,0.0367
amenity,emergency_phone,2,0.0367
amenity,menrod-3,2,0.0367
amenity,office,2,0.0367
amenity,party_palace,2,0.0367
amenity,place,2,0.0367
amenity,recycling,2,0.0367
amenity,swimming_pool,2,0.0367
amenity,townhall,2,0.0367
amenity,School,1,0.0183
amenity,agrocentre,1,0.0183
amenity,apartments,1,0.0183
amenity,bar,1,0.0183
amenity,car_rental,1,0.0183
amenity,clock,1,0.0183
amenity,cosmetic,1,0.0183
amenity,driving_school,1,0.0183
amenity,factory,1,0.0183
amenity,fire_station,1,0.0183
amenity,health_centre,1,0.0183
amenity,hospital;place_of_worship,1,0.0183
amenity,monastery,1,0.0183
amenity,music_school,1,0.0183
amenity,parking_space,1,0.0183
amenity,post_office,1,0.0183
amenity,social_facility,1,0.0183
amenity,tailor,1,0.0183
amenity,taxi,1,0.0183
amenity,telephone,1,0.0183
building,yes,1167344,92.2734
building,house,75602,5.976
building,residential,18022,1.4246
building,industrial,574,0.0454
building,commercial,399,0.0315
building,school,333,0.0263
building,hut,327,0.0258
building,apartments,317,0.0251
building,greenhouse,308,0.0243
building,building,278,0.022
building,shed,216,0.0171
building,construction,214,0.0169
building,detached,192,0.0152
building,farm_auxiliary,85,0.0067
building,terrace,85,0.0067
building,collapsed,75,0.0059
building,brownfield,70,0.0055
building,unclassified,64,0.0051
building,ruin,46,0.0036
building,yess,45,0.0036
building,hospital,41,0.0032
building,Friendship_Hostel,37,0.0029
building,barn,34,0.0027
building,cabin,30,0.0024
building,temple,27,0.0021
building,farm,25,0.002
building,warehouse,24,0.0019
building,public,23,0.0018
building,yes3,23,0.0018
building,roof,17,0.0013
building,college,10,0.0008
building,office,10,0.0008
building,building=yes,9,0.0007
building,hotel,8,0.0006
building,School,7,0.0006
building,YES,6,0.0005
building,no_roof,6,0.0005
building,retail,6,0.0005
building,ruins,6,0.0005
building,y,6,0.0005
building,clinic,5,0.0004
building,yesS,5,0.0004
building,Yes,4,0.0003
building,destroyed,4,0.0003
building,not sure,4,0.0003
building,tent,4,0.0003
building,yes33,4,0.0003
building,Assuming_its_a_building,3,0.0002
building,Campsite,3,0.0002
building,Residential,3,0.0002
building,damaged?,3,0.0002
building,tes,3,0.0002
building,water_tower?,3,0.0002
building,yy,3,0.0002
building,Administrative office,2,0.0002
building,Laboratory,2,0.0002
building,Tent,2,0.0002
building,Uncertain,2,0.0002
building,bus_stop,2,0.0002
building,chapel,2,0.0002
building,community_centre,2,0.0002
building,damaged,2,0.0002
building,footprint?,2,0.0002
building,garage,2,0.0002
building,health_facility,2,0.0002
building,kindergarten,2,0.0002
building,ruin?,2,0.0002
building,shrine?,2,0.0002
building,stupa,2,0.0002
building,ys,2,0.0002
building,zes,2,0.0002
building,-,1,0.0001
building,1,1,0.0001
building,3,1,0.0001
building,3333,1,0.0001
building,3_buildings,1,0.0001
building,Assuming,1,0.0001
building,Bank,1,0.0001
building,Building,1,0.0001
building,Covered_bus_stop,1,0.0001
building,Culture,1,0.0001
building,Educational_Consultant,1,0.0001
building,Gate,1,0.0001
building,Guest_House_&_Restaurant,1,0.0001
building,House,1,0.0001
building,Library,1,0.0001
building,Moonstone_Education_and_Migration_Services,1,0.0001
building,Mrityunjay Mandir,1,0.0001
building,My Home,1,0.0001
building,NextView,1,0.0001
building,Office,1,0.0001
building,Park,1,0.0001
building,Public_restroom,1,0.0001
building,Restaurant,1,0.0001
building,Two_round_building(tanks?),1,0.0001
building,Two_round_structures(tanks?),1,0.0001
building,"Yes,_Hotel",1,0.0001
building,bank,1,0.0001
building,bike servicing center,1,0.0001
building,"building,not_sure_what_type,resolution_very_low",1,0.0001
building,church,1,0.0001
building,corral?,1,0.0001
building,farm?,1,0.0001
building,farmyard,1,0.0001
building,fuel,1,0.0001
building,health_post,1,0.0001
building,highrise,1,0.0001
building,hose,1,0.0001
building,line,1,0.0001
building,looks_like_some_kind_of_cistern_or_water_tank,1,0.0001
building,multiple,1,0.0001
building,pharmacy,1,0.0001
building,pyramid,1,0.0001
building,residenyestial,1,0.0001
building,several_smaller_buildings,1,0.0001
building,small_building,1,0.0001
building,supermarket,1,0.0001
building,tower,1,0.0001
building,unclear,1,0.0001
building,university,1,0.0001
building,would_guess_residential,1,0.0001
building,"yes,_but_cannot_see_purpose",1,0.0001
building,"yes,_residential",1,0.0001
building,yes1º,1,0.0001
building,yes333,1,0.0001
building,yes6,1,0.0001
building,yesss,1,0.0001
building,yse,1,0.0001
highway,path,87519,37.9128
highway,track,39973,17.3161
highway,unclassified,34066,14.7572
highway,road,31042,13.4472
highway,residential,15087,6.5356
highway,footway,7223,3.129
highway,tertiary,5376,2.3289
highway,service,3816,1.6531
highway,secondary,2298,0.9955
highway,trunk,1618,0.7009
highway,primary,1451,0.6286
highway,pedestrian,379,0.1642
highway,yes,168,0.0728
highway,living_street,132,0.0572
highway,crossing,122,0.0528
highway,bridleway,113,0.049
highway,motorway,80,0.0347
highway,steps,72,0.0312
highway,tertiary_link,46,0.0199
highway,turning_circle,42,0.0182
