key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,70673,5.7269,0.0,0.0
highway,22659,1.8362,0.0,0.0
name,14642,1.1865,0.0,0.0
building:levels,6883,0.5578,0.0,0.0
addr:street,6750,0.547,0.0,0.0
addr:housenumber,6472,0.5245,0.0,0.0
power:inverter,5911,0.479,0.0,0.0
waste:collection,5911,0.479,0.0,0.0
household:water:jar_delivered,5910,0.4789,0.0,0.0
waste:segregation,5909,0.4788,0.0,0.0
household:water:public_supply,5908,0.4787,0.0,0.0
household:water:tanker_delivered,5907,0.4787,0.0,0.0
internet_access:provider,5904,0.4784,0.0,0.0
power:solar_panel,5904,0.4784,0.0,0.0
heating:solar,5901,0.4782,0.0,0.0
waste:blackwater,5900,0.4781,0.0,0.0
office:name,5899,0.478,0.0,0.0
office:type,5892,0.4775,0.0,0.0
source,4994,0.4047,0.0,0.0
waterway,4200,0.3403,0.0,0.0
Household Code,4052,0.3284,0.0,0.0
landuse,3638,0.2948,0.0,0.0
Household Info By,3619,0.2933,0.0,0.0
amenity,3613,0.2928,0.0,0.0
kll:oid,2907,0.2356,0.0,0.0
ref,2503,0.2028,0.0,0.0
natural,2194,0.1778,0.0,0.0
surface,1783,0.1445,0.0,0.0
shop,1559,0.1263,0.0,0.0
oneway,1497,0.1213,0.0,0.0
layer,1447,0.1173,0.0,0.0
bridge,1438,0.1165,0.0,0.0
power,1307,0.1059,0.0,0.0
name:en,1282,0.1039,0.0,0.0
place,985,0.0798,0.0,0.0
kill:oid,900,0.0729,0.0,0.0
building:structure,873,0.0707,0.0,0.0
tracktype,868,0.0703,0.0,0.0
building:soft_storey,776,0.0629,0.0,0.0
building:adjacency,775,0.0628,0.0,0.0
building:overhang,775,0.0628,0.0,0.0
shape:elevation,772,0.0626,0.0,0.0
shape:plan,760,0.0616,0.0,0.0
boundary,757,0.0613,0.0,0.0
religion,750,0.0608,0.0,0.0
admin_level,741,0.06,0.0,0.0
addr:city,695,0.0563,0.0,0.0
note,653,0.0529,0.0,0.0
website,641,0.0519,0.0,0.0
man_made,622,0.0504,0.0,0.0
int_ref,621,0.0503,0.0,0.0
operator,616,0.0499,0.0,0.0
name:np,606,0.0491,0.0,0.0
building:use,593,0.0481,0.0,0.0
building:gable_wall,592,0.048,0.0,0.0
foot,592,0.048,0.0,0.0
roof:material:type,592,0.048,0.0,0.0
crop,576,0.0467,0.0,0.0
floor:material:type,566,0.0459,0.0,0.0
height,558,0.0452,0.0,0.0
lanes,554,0.0449,0.0,0.0
Household code,539,0.0437,0.0,0.0
source:geometry,535,0.0434,0.0,0.0
area,525,0.0425,0.0,0.0
tourism,520,0.0421,0.0,0.0
name:ne,513,0.0416,0.0,0.0
bicycle,458,0.0371,0.0,0.0
office,421,0.0341,0.0,0.0
building:colour,420,0.034,0.0,0.0
roof:shape,399,0.0323,0.0,0.0
leisure,391,0.0317,0.0,0.0
opening_hours,388,0.0314,0.0,0.0
phone,381,0.0309,0.0,0.0
building:part,352,0.0285,0.0,0.0
boat,338,0.0274,0.0,0.0
farming_system,338,0.0274,0.0,0.0
roof:colour,332,0.0269,0.0,0.0
Household information by,320,0.0259,0.0,0.0
crop1:name,316,0.0256,0.0,0.0
crop1:percentage,314,0.0254,0.0,0.0
crop1:time,312,0.0253,0.0,0.0
crop2:name,311,0.0252,0.0,0.0
crop2:percentage,311,0.0252,0.0,0.0
crop2:time,311,0.0252,0.0,0.0
Household information,294,0.0238,0.0,0.0
crop3:name,290,0.0235,0.0,0.0
crop3:percentage,290,0.0235,0.0,0.0
crop3:time,290,0.0235,0.0,0.0
communication,273,0.0221,0.0,0.0
cycleway,273,0.0221,0.0,0.0
min_height,264,0.0214,0.0,0.0
motor_vehicle,254,0.0206,0.0,0.0
access,244,0.0198,0.0,0.0
drinking_water,231,0.0187,0.0,0.0
produce,226,0.0183,0.0,0.0
Rent,225,0.0182,0.0,0.0
maxspeed,225,0.0182,0.0,0.0
fixme,223,0.0181,0.0,0.0
barrier,218,0.0177,0.0,0.0
FIXME,211,0.0171,0.0,0.0
Shop,206,0.0167,0.0,0.0
int_name,201,0.0163,0.0,0.0
addr:postcode,200,0.0162,0.0,0.0
building:ownership,197,0.016,0.0,0.0
product,197,0.016,0.0,0.0
Energy_source,193,0.0156,0.0,0.0
roof:material,193,0.0156,0.0,0.0
crop4:name,188,0.0152,0.0,0.0
crop4:percentage,188,0.0152,0.0,0.0
building_count,182,0.0147,0.0,0.0
waste_management,182,0.0147,0.0,0.0
physical_condition,180,0.0146,0.0,0.0
retrofit,180,0.0146,0.0,0.0
start_date,180,0.0146,0.0,0.0
Internet_access,178,0.0144,0.0,0.0
building:bay:x,178,0.0144,0.0,0.0
building:bay:y,178,0.0144,0.0,0.0
emigrants,175,0.0142,0.0,0.0
#GWUmapathon,174,0.0141,0.0,0.0
crop4:time,173,0.014,0.0,0.0
occupant:day,171,0.0139,0.0,0.0
operator:type,170,0.0138,0.0,0.0
ford,169,0.0137,0.0,0.0
seismic_resistance,169,0.0137,0.0,0.0
alt_name,167,0.0135,0.0,0.0
personnel:count,165,0.0134,0.0,0.0
number_storey,164,0.0133,0.0,0.0
adboard,161,0.013,0.0,0.0
sac_scale,158,0.0128,0.0,0.0
indoor:highway,157,0.0127,0.0,0.0
horse,155,0.0126,0.0,0.0
oid,153,0.0124,0.0,0.0
width,153,0.0124,0.0,0.0
crop5:name,152,0.0123,0.0,0.0
crop5:percentage,152,0.0123,0.0,0.0
floor:material,148,0.012,0.0,0.0
crop5:time,147,0.0119,0.0,0.0
watch:80n,144,0.0117,0.0,0.0
isced:level,142,0.0115,0.0,0.0
Household Code Info By,140,0.0113,0.0,0.0
service,135,0.0109,0.0,0.0
student:count,135,0.0109,0.0,0.0
kll_oid,131,0.0106,0.0,0.0
name:new,131,0.0106,0.0,0.0
historic,130,0.0105,0.0,0.0
drying_system,126,0.0102,0.0,0.0
firing,126,0.0102,0.0,0.0
fuel,126,0.0102,0.0,0.0
moulding_process,126,0.0102,0.0,0.0
occupant:night,126,0.0102,0.0,0.0
public_transport,126,0.0102,0.0,0.0
livestock:poultry,123,0.01,0.0,0.0
occupant:morning,122,0.0099,0.0,0.0
indoor:level,119,0.0096,0.0,0.0
occupant:evening,119,0.0096,0.0,0.0
market,118,0.0096,0.0,0.0
landownership,117,0.0095,0.0,0.0
cuisine,111,0.009,0.0,0.0
livestock:cow_ox,111,0.009,0.0,0.0
chimney_count,110,0.0089,0.0,0.0
brick_kind,109,0.0088,0.0,0.0
brick:material,108,0.0088,0.0,0.0
production_amount,107,0.0087,0.0,0.0
grade,106,0.0086,0.0,0.0
water_source,106,0.0086,0.0,0.0
operating_season,105,0.0085,0.0,0.0
category,104,0.0084,0.0,0.0
ele,98,0.0079,0.0,0.0
route,98,0.0079,0.0,0.0
family_head,95,0.0077,0.0,0.0
plant,95,0.0077,0.0,0.0
occupant,94,0.0076,0.0,0.0
occupant:male,94,0.0076,0.0,0.0
tunnel,94,0.0076,0.0,0.0
Time,93,0.0075,0.0,0.0
livestock:goat,93,0.0075,0.0,0.0
occupant:female,93,0.0075,0.0,0.0
toilet,92,0.0075,0.0,0.0
smoking,91,0.0074,0.0,0.0
sport,91,0.0074,0.0,0.0
