key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,school,510,18.2013,50900.0,50900.0
amenity,place_of_worship,393,14.0257,39200.0,39200.0
amenity,restaurant,342,12.2056,34100.0,34100.0
amenity,bank,225,8.03,22400.0,22400.0
amenity,cafe,136,4.8537,13500.0,13500.0
amenity,pharmacy,123,4.3897,12200.0,12200.0
amenity,fuel,99,3.5332,9800.0,9800.0
amenity,hospital,97,3.4618,9600.0,9600.0
amenity,college,77,2.748,7600.0,7600.0
amenity,atm,65,2.3198,6400.0,6400.0
amenity,fast_food,62,2.2127,6100.0,6100.0
amenity,clinic,60,2.1413,5900.0,5900.0
amenity,police,53,1.8915,5200.0,5200.0
amenity,parking,45,1.606,4400.0,4400.0
amenity,bus_station,40,1.4276,3900.0,3900.0
amenity,drinking_water,29,1.035,2800.0,2800.0
amenity,library,22,0.7852,2100.0,2100.0
amenity,community_centre,21,0.7495,2000.0,2000.0
amenity,kindergarten,20,0.7138,1900.0,1900.0
amenity,veterinary,20,0.7138,1900.0,1900.0
amenity,embassy,19,0.6781,1800.0,1800.0
amenity,taxi,17,0.6067,1600.0,1600.0
amenity,university,16,0.571,1500.0,1500.0
amenity,bar,15,0.5353,1400.0,1400.0
amenity,public_building,15,0.5353,1400.0,1400.0
amenity,marketplace,13,0.464,1200.0,1200.0
amenity,office,12,0.4283,1100.0,1100.0
amenity,bureau_de_change,10,0.3569,900.0,900.0
amenity,dentist,10,0.3569,900.0,900.0
amenity,post_office,10,0.3569,900.0,900.0
amenity,toilets,10,0.3569,900.0,900.0
amenity,bench,9,0.3212,800.0,800.0
amenity,parking_space,9,0.3212,800.0,800.0
amenity,pub,9,0.3212,800.0,800.0
amenity,shelter,9,0.3212,800.0,800.0
amenity,studio,9,0.3212,800.0,800.0
amenity,car_wash,8,0.2855,700.0,700.0
amenity,shop,8,0.2855,700.0,700.0
amenity,townhall,8,0.2855,700.0,700.0
amenity,arts_centre,7,0.2498,600.0,600.0
amenity,bicycle_repair_station,7,0.2498,600.0,600.0
amenity,doctors,7,0.2498,600.0,600.0
amenity,nightclub,7,0.2498,600.0,600.0
amenity,social_center,7,0.2498,600.0,600.0
amenity,childcare,6,0.2141,500.0,500.0
amenity,cinema,6,0.2141,500.0,500.0
amenity,fountain,5,0.1784,400.0,400.0
amenity,motorcycle_parking,5,0.1784,400.0,400.0
amenity,recycling,5,0.1784,400.0,400.0
amenity,remittance,5,0.1784,400.0,400.0
amenity,social_facility,5,0.1784,400.0,400.0
amenity,driving_school,4,0.1428,300.0,300.0
amenity,plant_nursery,4,0.1428,300.0,300.0
amenity,post_box,4,0.1428,300.0,300.0
amenity,internet_cafe,3,0.1071,200.0,200.0
amenity,theatre,3,0.1071,200.0,200.0
amenity,vending_machine,3,0.1071,200.0,200.0
amenity,car_decoration,2,0.0714,100.0,100.0
amenity,car_rental,2,0.0714,100.0,100.0
amenity,food_court,2,0.0714,100.0,100.0
amenity,grave_yard,2,0.0714,100.0,100.0
amenity,gym,2,0.0714,100.0,100.0
amenity,monastery,2,0.0714,100.0,100.0
amenity,plaza,2,0.0714,100.0,100.0
amenity,prison,2,0.0714,100.0,100.0
amenity,swimming_pool,2,0.0714,100.0,100.0
amenity,travel_agency,2,0.0714,100.0,100.0
amenity,waste_disposal,2,0.0714,100.0,100.0
amenity,Majery Libary,1,0.0357,0.0,0.0
amenity,Mero Nepal Yuva Club,1,0.0357,0.0,0.0
amenity,bicycle_parking,1,0.0357,0.0,0.0
amenity,bicycle_rental,1,0.0357,0.0,0.0
amenity,bureau_de_change;restaurant,1,0.0357,0.0,0.0
amenity,cake shop,1,0.0357,0.0,0.0
amenity,car_sharing,1,0.0357,0.0,0.0
amenity,casino,1,0.0357,0.0,0.0
amenity,charging_station,1,0.0357,0.0,0.0
amenity,courthouse,1,0.0357,0.0,0.0
amenity,coworking_space,1,0.0357,0.0,0.0
amenity,educational institution,1,0.0357,0.0,0.0
amenity,events_venue,1,0.0357,0.0,0.0
amenity,ferry_terminal,1,0.0357,0.0,0.0
amenity,gold shop,1,0.0357,0.0,0.0
amenity,grocery shop,1,0.0357,0.0,0.0
amenity,heal_post,1,0.0357,0.0,0.0
amenity,hunting_stand,1,0.0357,0.0,0.0
amenity,ice_cream,1,0.0357,0.0,0.0
amenity,kitchen item shop,1,0.0357,0.0,0.0
amenity,language_schoo,1,0.0357,0.0,0.0
amenity,money_transfer,1,0.0357,0.0,0.0
amenity,party palace,1,0.0357,0.0,0.0
amenity,plastic pasal,1,0.0357,0.0,0.0
amenity,police; courthouse,1,0.0357,0.0,0.0
amenity,radio,1,0.0357,0.0,0.0
amenity,retirement_home,1,0.0357,0.0,0.0
amenity,shoping centre,1,0.0357,0.0,0.0
amenity,shower,1,0.0357,0.0,0.0
amenity,telephone,1,0.0357,0.0,0.0
amenity,waste_basket,1,0.0357,0.0,0.0
amenity,yes,1,0.0357,0.0,0.0
building,yes,195540,97.4659,19553900.0,19553900.0
building,house,3365,1.6773,336400.0,336400.0
building,residential,965,0.481,96400.0,96400.0
building,school,227,0.1131,22600.0,22600.0
building,industrial,66,0.0329,6500.0,6500.0
building,greenhouse,58,0.0289,5700.0,5700.0
building,commercial,56,0.0279,5500.0,5500.0
building,apartments,38,0.0189,3700.0,3700.0
building,construction,35,0.0174,3400.0,3400.0
building,roof,29,0.0145,2800.0,2800.0
building,office,27,0.0135,2600.0,2600.0
building,hotel,23,0.0115,2200.0,2200.0
building,college,16,0.008,1500.0,1500.0
building,hospital,16,0.008,1500.0,1500.0
building,garage,8,0.004,700.0,700.0
building,retail,8,0.004,700.0,700.0
building,temple,8,0.004,700.0,700.0
building,clinic,7,0.0035,600.0,600.0
building,farm,7,0.0035,600.0,600.0
building,bank,4,0.002,300.0,300.0
building,hut,4,0.002,300.0,300.0
building,mosque,4,0.002,300.0,300.0
building,public,4,0.002,300.0,300.0
building,restaurant,4,0.002,300.0,300.0
building,destroyed,3,0.0015,200.0,200.0
building,farm_auxiliary,3,0.0015,200.0,200.0
