start_date,creates,edits,deletes
2023-02-01,39454,26877,9458
2023-03-01,32992,26731,4383
2023-04-01,57844,43562,8722
2023-05-01,106077,71694,24412
2023-06-01,67856,50077,18829
2023-07-01,68495,80447,10397
