start_date,creates,edits,deletes
2023-02-01,39356,25589,8422
2023-03-01,32821,24877,3929
2023-04-01,57540,42108,8065
2023-05-01,105718,68921,21849
2023-06-01,67663,48302,17015
2023-07-01,68307,77911,9182
