key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,14,20.2899,1300.0,1300.0
amenity,fuel,11,15.942,1000.0,1000.0
amenity,fire_station,7,10.1449,600.0,600.0
amenity,pharmacy,7,10.1449,600.0,600.0
amenity,place_of_worship,4,5.7971,300.0,300.0
amenity,restaurant,4,5.7971,300.0,300.0
amenity,school,4,5.7971,300.0,300.0
amenity,bank,2,2.8986,100.0,100.0
amenity,post_box,2,2.8986,100.0,100.0
amenity,shelter,2,2.8986,100.0,100.0
amenity,social_facility,2,2.8986,100.0,100.0
amenity,toilets,2,2.8986,100.0,100.0
amenity,cafe,1,1.4493,0.0,0.0
amenity,cinema,1,1.4493,0.0,0.0
amenity,device_charging_station,1,1.4493,0.0,0.0
amenity,fast_food,1,1.4493,0.0,0.0
amenity,ferry_terminal,1,1.4493,0.0,0.0
amenity,luggage_locker,1,1.4493,0.0,0.0
amenity,taxi,1,1.4493,0.0,0.0
amenity,theatre,1,1.4493,0.0,0.0
building,yes,5229,96.941,522800.0,522800.0
building,residential,135,2.5028,13400.0,13400.0
building,house,15,0.2781,1400.0,1400.0
building,roof,9,0.1669,800.0,800.0
building,commercial,4,0.0742,300.0,300.0
building,chapel,1,0.0185,0.0,0.0
building,fire_station,1,0.0185,0.0,0.0
emergency,fire_hydrant,2,100.0,100.0,100.0
highway,residential,1558,50.4534,155700.0,155700.0
highway,primary,453,14.6697,45200.0,45200.0
highway,tertiary,248,8.0311,24700.0,24700.0
highway,motorway,194,6.2824,19300.0,19300.0
highway,secondary,117,3.7889,11600.0,11600.0
highway,service,115,3.7241,11400.0,11400.0
highway,crossing,96,3.1088,9500.0,9500.0
highway,track,82,2.6554,8100.0,8100.0
highway,traffic_signals,49,1.5868,4800.0,4800.0
highway,footway,33,1.0687,3200.0,3200.0
highway,motorway_link,31,1.0039,3000.0,3000.0
highway,unclassified,29,0.9391,2800.0,2800.0
highway,motorway_junction,18,0.5829,1700.0,1700.0
highway,primary_link,18,0.5829,1700.0,1700.0
highway,pedestrian,9,0.2915,800.0,800.0
highway,steps,7,0.2267,600.0,600.0
highway,stop,7,0.2267,600.0,600.0
highway,path,6,0.1943,500.0,500.0
highway,bus_stop,3,0.0972,200.0,200.0
highway,secondary_link,3,0.0972,200.0,200.0
highway,speed_camera,3,0.0972,200.0,200.0
highway,tertiary_link,3,0.0972,200.0,200.0
highway,living_street,2,0.0648,100.0,100.0
highway,construction,1,0.0324,0.0,0.0
highway,milestone,1,0.0324,0.0,0.0
highway,platform,1,0.0324,0.0,0.0
highway,rest_area,1,0.0324,0.0,0.0
landuse,residential,80,76.1905,7900.0,7900.0
landuse,farmland,7,6.6667,600.0,600.0
landuse,forest,7,6.6667,600.0,600.0
landuse,industrial,5,4.7619,400.0,400.0
landuse,farmyard,3,2.8571,200.0,200.0
landuse,commercial,1,0.9524,0.0,0.0
landuse,meadow,1,0.9524,0.0,0.0
landuse,orchard,1,0.9524,0.0,0.0
leisure,park,13,44.8276,1200.0,1200.0
leisure,pitch,8,27.5862,700.0,700.0
leisure,swimming_pool,3,10.3448,200.0,200.0
leisure,playground,2,6.8966,100.0,100.0
leisure,stadium,2,6.8966,100.0,100.0
leisure,sports_centre,1,3.4483,0.0,0.0
name,Μαραθώνος,282,10.3715,28100.0,28100.0
name,Ολυμπία Οδός,184,6.7672,18300.0,18300.0
name,Αθήνα - Κόρινθος,63,2.317,6200.0,6200.0
name,Αλέξανδρου Φλέμινγκ,46,1.6918,4500.0,4500.0
name,Αθηνών - Κορίνθου,44,1.6182,4300.0,4300.0
name,Αραφηνιδών Αλών,30,1.1033,2900.0,2900.0
name,Φιλικής Εταιρείας,25,0.9195,2400.0,2400.0
name,Αγίου Δημητρίου,24,0.8827,2300.0,2300.0
name,Κύπρου,24,0.8827,2300.0,2300.0
name,Aιγαιου Γερασιμου,17,0.6252,1600.0,1600.0
name,Νηρέως Πρωτέως,17,0.6252,1600.0,1600.0
name,Χρυσοστόμου Σμύρνης,16,0.5885,1500.0,1500.0
name,Aιγαίου Πελάγους,14,0.5149,1300.0,1300.0
name,Ειρήνης,14,0.5149,1300.0,1300.0
name,Σελευκιδων,12,0.4413,1100.0,1100.0
name,Δωδεκανήσου,11,0.4046,1000.0,1000.0
name,Ευβοϊκού,11,0.4046,1000.0,1000.0
name,Τσακάλωφ,11,0.4046,1000.0,1000.0
name,Φιλοκτητου,11,0.4046,1000.0,1000.0
name,25ης Μαρτίου,10,0.3678,900.0,900.0
name,Αδαμ. Κοραή,10,0.3678,900.0,900.0
name,Δασουε,10,0.3678,900.0,900.0
name,Θράκης,10,0.3678,900.0,900.0
name,Μεγαλου Αλεξανδρου,10,0.3678,900.0,900.0
name,Ανατ. Ρωμυλιας,9,0.331,800.0,800.0
name,Βασιλέως Παύλου,9,0.331,800.0,800.0
name,Δράμας,9,0.331,800.0,800.0
name,Ελ. Βενιζέλου,9,0.331,800.0,800.0
name,Ιερου Λοχου,9,0.331,800.0,800.0
name,Καραγιάννη,9,0.331,800.0,800.0
name,Καστοριας,9,0.331,800.0,800.0
